,TPX_Open,TPX_High,TPX_Low,TPX_Close,TPX_Adj Close,TPX_Volume,TPX_Dividend Amount,TPX_Split Coefficient
2009-04-06,8.9,8.91,8.31,8.43,2.02371086575185,990700,0.0,1.0
2009-04-03,9.02,9.23,8.9,9.08,2.17975025634956,820100,0.0,1.0
2009-04-02,8.25,9.42,8.06,9.07,2.17734965034036,3080300,0.0,1.0
2009-04-01,7.13,8.28,6.98,8.13,1.95169268547598,1798800,0.0,1.0
2009-03-31,6.98,7.57,6.96,7.3,1.75244238671275,953000,0.0,1.0
2009-03-30,7.34,7.48,6.8,7.04,1.69002663047367,901400,0.0,1.0
2009-03-27,7.88,8.2,7.7,7.74,1.85806905111736,480400,0.0,1.0
2009-03-26,7.5,8.28,7.5,8.26,1.98290056359552,1139400,0.0,1.0
2009-03-25,7.22,7.79,7.0,7.54,1.81005693093344,763400,0.0,1.0
2009-03-24,7.51,7.64,7.12,7.12,1.70923147854723,902800,0.0,1.0
2009-03-23,7.0,7.64,7.0,7.64,1.8340629910254,1037200,0.0,1.0
2009-03-20,6.95,7.12,6.79,6.86,1.64681572230815,718900,0.0,1.0
2009-03-19,6.6,7.36,6.54,6.87,1.64921632831734,1024600,0.0,1.0
2009-03-18,6.14,6.93,6.13,6.5,1.56039390597711,677500,0.0,1.0
2009-03-17,5.88,6.32,5.77,6.32,1.51718299781159,418300,0.0,1.0
2009-03-16,6.18,6.37,5.87,5.9,1.41635754542537,444600,0.0,1.0
2009-03-13,6.12,6.4,5.93,6.12,1.46917087762768,623100,0.0,1.0
2009-03-12,5.21,6.17,4.98,6.1,1.46436966560929,1220800,0.0,1.0
2009-03-11,4.88,5.27,4.7,5.2,1.24831512478169,1158100,0.0,1.0
2009-03-10,4.07,5.39,4.04,4.73,1.13548664234949,1904500,0.0,1.0
2009-03-09,4.41,4.43,3.84,3.93,0.943438161613851,1333500,0.0,1.0
2009-03-06,4.85,4.85,4.33,4.46,1.07067028010122,652900,0.0,1.0
2009-03-05,4.97,5.12,4.66,4.73,1.13548664234949,769600,0.0,1.0
2009-03-04,5.22,5.38,4.88,5.23,1.25551694280927,1009400,0.0,1.0
2009-03-03,5.61,5.7,4.98,4.99,1.19790239858858,1412400,0.0,1.0
2009-03-02,5.99,6.0,5.35,5.49,1.31793269904836,1268800,0.0,1.0
2009-02-27,6.25,6.49,6.09,6.14,1.47397208964607,835200,0.0,1.0
2009-02-26,6.64,6.72,6.25,6.42,1.54118905790354,714100,0.0,1.0
2009-02-25,6.61,6.64,6.14,6.39,1.53398723987596,836400,0.0,1.0
2009-02-24,6.24,7.0,6.21,6.73,1.6156078441886,1141900,0.0,1.0
2009-02-23,6.68,6.68,6.09,6.11,1.46677027161848,713400,0.0,1.0
2009-02-20,6.7,6.84,6.27,6.46,1.55079148194033,775800,0.0,1.0
2009-02-19,7.1,7.19,6.74,6.85,1.64441511629895,476800,0.0,1.0
2009-02-18,6.94,7.12,6.67,6.97,1.6732223884093,879700,0.0,1.0
2009-02-17,7.37,7.41,6.86,6.93,1.66361996437252,1083500,0.0,1.0
2009-02-13,7.7,7.96,7.57,7.6,1.82446056698862,567900,0.0,1.0
2009-02-12,7.28,7.73,7.22,7.67,1.84126480905299,751500,0.0,1.0
2009-02-11,7.29,7.75,7.19,7.45,1.78845147685068,788500,0.0,1.0
2009-02-10,7.4,7.88,7.26,7.31,1.75484299272195,977200,0.0,1.0
2009-02-09,7.47,7.57,7.14,7.49,1.79805390088747,528400,0.0,1.0
2009-02-06,7.47,7.84,7.34,7.53,1.80765632492425,900400,0.0,1.0
2009-02-05,7.37,7.72,7.26,7.49,1.79805390088747,786600,0.0,1.0
2009-02-04,7.48,7.57,7.2,7.46,1.79085208285988,787700,0.0,1.0
2009-02-03,7.34,7.6,7.14,7.47,1.79325268886908,793600,0.0,1.0
2009-02-02,7.02,7.46,6.76,7.33,1.75964420474034,945200,0.0,1.0
2009-01-30,7.47,7.54,6.92,7.0,1.68042420643688,678600,0.0,1.0
2009-01-29,7.73,7.78,7.35,7.4,1.77644844680471,1126300,0.0,1.0
2009-01-28,7.78,7.98,7.66,7.85,1.88447571721851,1148600,0.0,1.0
2009-01-27,7.53,7.74,7.36,7.53,1.80765632492425,678100,0.0,1.0
2009-01-26,7.25,7.9,7.24,7.51,1.80285511290586,1420700,0.0,1.0
2009-01-23,5.58,7.95,5.58,7.25,1.74043935666677,3876700,0.0,1.0
2009-01-22,6.22,6.28,5.67,5.77,1.38514966730583,1319800,0.0,1.0
2009-01-21,6.15,6.42,5.86,6.42,1.54118905790354,771300,0.0,1.0
2009-01-20,6.77,6.77,5.6,6.05,1.45236663556331,1458900,0.0,1.0
2009-01-16,6.76,6.97,6.4,6.93,1.66361996437252,799500,0.0,1.0
2009-01-15,6.84,6.89,6.37,6.66,1.59880360212424,980800,0.0,1.0
2009-01-14,7.19,7.24,6.7,6.85,1.64441511629895,757800,0.0,1.0
2009-01-13,7.29,7.61,7.15,7.36,1.76684602276792,870200,0.0,1.0
2009-01-12,7.22,7.58,7.07,7.34,1.76204481074953,894000,0.0,1.0
2009-01-09,7.71,7.78,7.3,7.38,1.77164723478632,664600,0.0,1.0
2009-01-08,7.57,7.84,7.4,7.69,1.84606602107138,612400,0.0,1.0
2009-01-07,7.91,7.97,7.55,7.69,1.84606602107138,675300,0.0,1.0
2009-01-06,8.0,8.28,7.71,8.09,1.9420902614392,895400,0.0,1.0
2009-01-05,7.53,7.98,7.41,7.93,1.90368056529207,884100,0.0,1.0
2009-01-02,6.9,7.72,6.88,7.56,1.81485814295184,700700,0.0,1.0
2008-12-31,6.9,7.28,6.76,7.09,1.70202966051964,1236800,0.0,1.0
2008-12-30,6.72,6.99,6.51,6.91,1.65881875235412,980900,0.0,1.0
2008-12-29,7.01,7.1,6.55,6.63,1.59160178409665,846500,0.0,1.0
2008-12-26,6.53,7.09,6.42,7.07,1.69722844850125,905400,0.0,1.0
2008-12-24,6.28,6.72,6.16,6.51,1.5627945119863,1012100,0.0,1.0
2008-12-23,6.27,6.44,6.21,6.31,1.51478239180239,1988000,0.0,1.0
2008-12-22,5.99,6.41,5.83,6.17,1.48117390767365,1608800,0.0,1.0
2008-12-19,7.15,7.47,5.9,5.9,1.41635754542537,7278600,0.0,1.0
2008-12-18,6.8,7.14,6.71,7.02,1.68522541845528,1441500,0.0,1.0
2008-12-17,6.72,6.98,6.46,6.83,1.63961390428056,1143800,0.0,1.0
2008-12-16,6.5,6.86,6.22,6.86,1.64681572230815,1511200,0.0,1.0
2008-12-15,6.73,6.77,6.16,6.32,1.51718299781159,1445100,0.0,1.0
2008-12-12,6.19,7.0,6.19,6.64,1.59400239010584,1156400,0.0,1.0
2008-12-11,7.02,7.23,6.26,6.46,1.55079148194033,3060400,0.0,1.0
2008-12-10,7.23,8.16,7.02,7.73,1.85566844510816,1006400,0.0,1.0
2008-12-09,7.33,7.87,6.95,7.08,1.69962905451045,756700,0.0,1.0
2008-12-08,8.17,8.17,7.33,7.5,1.80045450689666,1218200,0.0,1.0
2008-12-05,7.08,7.98,6.81,7.89,1.89407814125529,837200,0.0,1.0
2008-12-04,7.01,8.09,7.0,7.19,1.7260357206116,1047900,0.0,1.0
2008-12-03,6.39,7.79,6.36,7.35,1.76444541675873,1133800,0.0,1.0
2008-12-02,6.0,6.7,5.94,6.65,1.59640299611504,1514100,0.0,1.0
2008-12-01,6.73,7.04,6.01,6.05,1.45236663556331,1771700,0.0,1.0
2008-11-28,6.89,7.2,6.76,6.99,1.67802360042769,418600,0.0,1.0
2008-11-26,6.0,7.19,5.85,6.95,1.66842117639091,1374000,0.0,1.0
2008-11-25,6.36,6.63,5.98,6.28,1.50758057377481,1454600,0.0,1.0
2008-11-24,5.72,6.45,5.72,6.22,1.49317693771963,1056500,0.0,1.0
2008-11-21,5.56,5.7,4.96,5.62,1.3491405771679,1507800,0.0,1.0
2008-11-20,5.99,6.41,5.36,5.44,1.30592966900238,1897400,0.0,1.0
2008-11-19,6.54,6.79,5.88,5.91,1.41875815143457,1763400,0.0,1.0
2008-11-18,6.45,6.89,6.37,6.65,1.59640299611504,1184100,0.0,1.0
2008-11-17,6.64,6.86,6.39,6.43,1.54358966391274,1330600,0.0,1.0
2008-11-14,7.07,8.01,6.64,6.72,1.61320723817941,1035400,0.0,1.0
2008-11-13,6.53,7.22,6.29,7.22,1.73323753863919,1574900,0.0,1.0
2008-11-12,6.94,7.09,6.47,6.48,1.55559269395872,1539400,0.0,1.0
2008-11-11,7.05,7.43,6.92,7.11,1.70683087253804,1100800,0.0,1.0
2008-11-10,7.43,7.54,6.98,7.14,1.71403269056562,1137800,0.0,1.0
2008-11-07,6.97,7.24,6.71,7.17,1.72123450859321,1279500,0.0,1.0
2008-11-06,7.14,7.27,6.75,6.88,1.65161693432654,1153600,0.0,1.0
2008-11-05,7.56,7.66,6.9,7.25,1.74043935666677,1010200,0.0,1.0
2008-11-04,7.77,8.0,7.37,7.68,1.84366541506218,897900,0.0,1.0
2008-11-03,7.77,8.09,7.33,7.5,1.80045450689666,738800,0.0,1.0
2008-10-31,7.17,8.15,7.1,7.81,1.87487329318172,1566900,0.0,1.0
2008-10-30,6.42,7.25,6.42,7.23,1.73563814464838,1075900,0.0,1.0
2008-10-29,6.72,6.92,6.31,6.4,1.53638784588515,1740700,0.0,1.0
2008-10-28,6.7,6.74,6.04,6.67,1.60120420813343,2290900,0.0,1.0
2008-10-27,6.63,7.0,6.4,6.42,1.54118905790354,1853000,0.0,1.0
2008-10-24,6.57,7.38,6.57,6.78,1.62761087423458,1780600,0.0,1.0
2008-10-23,7.62,7.82,7.17,7.52,1.80525571891505,2323000,0.0,1.0
2008-10-22,7.63,7.74,7.35,7.54,1.81005693093344,1546000,0.0,1.0
2008-10-21,7.96,8.57,7.8,7.93,1.90368056529207,1780500,0.0,1.0
2008-10-20,7.7,8.28,7.7,8.19,1.96609632153115,1651000,0.0,1.0
2008-10-17,8.23,8.38,7.61,8.02,1.92528601937483,5741100,0.0,1.0
2008-10-16,8.3,8.63,7.46,7.73,1.85566844510816,2192100,0.0,1.0
2008-10-15,8.43,8.73,7.87,8.15,1.95649389749437,1386700,0.0,1.0
2008-10-14,9.57,9.57,8.16,8.66,2.07892480396335,1473000,0.0,1.0
2008-10-13,8.88,9.5,8.59,9.0,2.16054540827599,1009900,0.0,1.0
2008-10-10,7.34,9.7,7.31,8.29,1.99010238162311,2809600,0.0,1.0
2008-10-09,9.33,9.48,7.7,7.95,1.90848177731046,2382300,0.0,1.0
2008-10-08,8.62,10.0,8.23,9.33,2.23976540657945,3097500,0.0,1.0
2008-10-07,9.72,9.98,8.88,9.17,2.20135571043232,1727000,0.0,1.0
2008-10-06,9.0,10.13,8.18,9.49,2.27817510272658,2582300,0.0,1.0
2008-10-03,10.25,10.38,8.86,9.29,2.23016298254266,1642500,0.0,1.0
2008-10-02,11.23,11.47,9.99,10.0,2.40060600919555,1165900,0.0,1.0
2008-10-01,11.48,12.01,11.31,11.37,2.72948903245534,1268300,0.0,1.0
2008-09-30,11.6,11.96,11.1,11.76,2.82311266681397,1637600,0.0,1.0
2008-09-29,12.51,12.99,10.98,11.06,2.65507024617028,2501500,0.0,1.0
2008-09-26,12.41,13.58,12.26,12.74,3.05837205571513,2799300,0.0,1.0
2008-09-25,12.3,13.25,12.3,12.73,3.05597144970593,1341800,0.0,1.0
2008-09-24,13.9,14.05,12.2,12.25,2.94074236126455,2225900,0.0,1.0
2008-09-23,14.02,15.5,13.36,13.68,3.28402902057951,17401900,0.0,1.0
2008-09-22,13.3,14.1,13.07,14.04,3.37045083691055,7901500,0.0,1.0
2008-09-19,13.23,13.95,10.75,13.4,3.21681205232204,7665000,0.0,1.0
2008-09-18,9.62,12.7,8.41,12.7,3.04876963167835,6113100,0.0,1.0
2008-09-17,10.46,10.46,9.25,9.32,2.23736480057025,2254800,0.0,1.0
2008-09-16,10.16,10.95,9.68,10.62,2.54944358176567,2295600,0.0,1.0
2008-09-15,10.5,10.83,9.68,10.38,2.49182903754498,2779500,0.0,1.0
2008-09-12,11.72,12.17,10.82,11.0,2.6406666101151,1869900,0.0,1.0
2008-09-11,12.36,12.4,11.62,11.91,2.8591217569519,1573700,0.0,1.0
2008-09-10,12.59,13.04,12.01,12.5,3.00075751149444,2386900,0.0,1.0
2008-09-09,12.07,12.83,12.07,12.57,3.01756175355881,3242100,0.0,1.0
2008-09-08,11.58,12.62,11.43,12.2,2.92873933121857,2551700,0.0,1.0
2008-09-05,10.78,11.24,10.26,11.08,2.65987145818867,905300,0.0,1.0
2008-09-04,11.7,11.8,10.51,10.85,2.60465751997717,1592100,0.0,1.0
2008-09-03,11.67,11.83,11.37,11.76,2.82311266681397,1273800,0.0,1.0
2008-09-02,11.47,11.97,11.34,11.59,2.78230236465764,904100,0.0,1.0
2008-08-29,11.18,11.5,10.9,11.31,2.71508539640017,838100,0.0,1.0
2008-08-28,10.62,11.5,10.35,11.22,2.69347994231741,1762900,0.0,1.0
2008-08-27,10.26,10.45,10.0,10.25,2.46062115942544,1155400,0.08,1.0
2008-08-26,9.89,10.14,9.76,10.03,2.38916071917107,595200,0.0,1.0
2008-08-25,10.52,10.57,9.78,9.9,2.35819452839418,798800,0.0,1.0
2008-08-22,10.19,10.67,10.1,10.53,2.50826145292835,836000,0.0,1.0
2008-08-21,9.88,10.26,9.78,10.1,2.40583482189709,830100,0.0,1.0
2008-08-20,10.11,10.27,9.83,10.02,2.38677870449592,547300,0.0,1.0
2008-08-19,10.43,10.43,10.0,10.03,2.38916071917107,744200,0.0,1.0
2008-08-18,11.24,11.43,10.45,10.56,2.51540749695379,739200,0.0,1.0
2008-08-15,10.46,11.22,10.4,11.14,2.65356434811223,1442300,0.0,1.0
2008-08-14,10.4,10.79,10.22,10.37,2.47014921812602,964100,0.0,1.0
2008-08-13,10.7,10.75,9.92,10.5,2.50111540890291,950500,0.0,1.0
2008-08-12,10.28,10.93,10.21,10.4,2.47729526215146,1293500,0.0,1.0
2008-08-11,10.03,11.35,10.0,10.46,2.49158735020233,2149000,0.0,1.0
2008-08-08,9.81,10.16,8.08,9.99,2.37963266047049,1011100,0.0,1.0
2008-08-07,10.49,10.59,9.3,9.4,2.23909379463689,1244700,0.0,1.0
2008-08-06,10.09,10.24,9.93,10.0,2.38201467514563,1120700,0.0,1.0
2008-08-05,9.79,10.27,9.56,10.14,2.41536288059767,1264600,0.0,1.0
2008-08-04,9.5,9.74,9.05,9.59,2.28435207346466,1222800,0.0,1.0
2008-08-01,9.43,9.82,9.01,9.48,2.25814991203806,2078000,0.0,1.0
2008-07-31,9.54,9.95,9.29,9.39,2.23671177996175,1099100,0.0,1.0
2008-07-30,10.07,10.31,9.42,9.72,2.31531826424155,1001300,0.0,1.0
2008-07-29,9.2,10.16,9.2,10.03,2.38916071917107,1416200,0.0,1.0
2008-07-28,9.76,10.06,9.11,9.19,2.18907148645884,1186700,0.0,1.0
2008-07-25,10.08,10.37,9.51,9.87,2.35104848436874,998200,0.0,1.0
2008-07-24,10.9,10.9,9.76,9.87,2.35104848436874,1658000,0.0,1.0
2008-07-23,10.37,11.15,10.27,10.85,2.58448592253301,1730800,0.0,1.0
2008-07-22,9.97,10.5,9.76,10.35,2.46538518877573,1592800,0.0,1.0
2008-07-21,9.83,10.19,9.75,10.05,2.39392474852136,1967600,0.0,1.0
2008-07-18,9.54,10.5,9.1,9.83,2.34152042566816,6603700,0.0,1.0
2008-07-17,8.29,9.0,7.76,8.67,2.06520672335126,3463800,0.0,1.0
2008-07-16,7.9,8.41,7.55,8.15,1.94134196024369,2995700,0.0,1.0
2008-07-15,7.22,8.55,7.05,7.88,1.87702756401476,3339200,0.0,1.0
2008-07-14,7.59,7.7,7.21,7.26,1.72934265415573,1140400,0.0,1.0
2008-07-11,7.39,7.86,7.06,7.55,1.79842107973495,2054600,0.0,1.0
2008-07-10,7.48,7.8,7.09,7.47,1.77936496233379,1465500,0.0,1.0
2008-07-09,8.36,8.47,7.35,7.44,1.77221891830835,2531700,0.0,1.0
2008-07-08,7.76,8.5,7.68,8.33,1.98421822439631,1502900,0.0,1.0
2008-07-07,7.99,8.24,7.48,7.86,1.87226353466447,1866200,0.0,1.0
2008-07-03,7.85,8.19,7.61,7.85,1.86988151998932,722600,0.0,1.0
2008-07-02,8.19,8.47,7.78,7.8,1.85797144661359,1386000,0.0,1.0
2008-07-01,7.51,8.35,7.51,8.17,1.94610598959398,3326900,0.0,1.0
2008-06-30,8.72,8.72,7.77,7.81,1.86035346128874,2375600,0.0,1.0
2008-06-27,8.03,8.24,7.83,8.05,1.91752181349223,2175000,0.0,1.0
2008-06-26,8.05,8.31,7.78,8.0,1.90561174011651,3853200,0.0,1.0
2008-06-25,8.48,8.82,8.08,8.13,1.9365779308934,2322700,0.0,1.0
2008-06-24,8.22,8.77,8.15,8.5,2.02471247387379,2565700,0.0,1.0
2008-06-23,8.89,8.89,8.17,8.3,1.97707218037088,2921700,0.0,1.0
2008-06-20,8.8,8.83,8.45,8.75,2.08426284075243,3703600,0.0,1.0
2008-06-19,8.73,8.91,8.29,8.72,2.07711679672699,1981900,0.0,1.0
2008-06-18,8.99,9.36,8.6,8.73,2.07949881140214,3023200,0.0,1.0
2008-06-17,9.11,9.5,8.98,9.02,2.14857723698136,1982600,0.0,1.0
2008-06-16,9.5,9.76,9.25,9.62,2.2914981174901,2154200,0.0,1.0
2008-06-13,9.08,9.72,8.95,9.59,2.28435207346466,2870500,0.0,1.0
2008-06-12,9.15,9.49,8.95,9.04,2.15334126633165,2782300,0.0,1.0
2008-06-11,10.17,10.17,8.95,8.99,2.14143119295592,2379600,0.0,1.0
2008-06-10,9.8,10.27,9.61,10.1,2.40583482189709,1847400,0.0,1.0
2008-06-09,9.81,10.08,9.58,9.85,2.34628445501845,1339300,0.0,1.0
2008-06-06,10.39,10.41,9.8,9.8,2.33437438164272,1330700,0.0,1.0
2008-06-05,10.22,10.58,10.12,10.45,2.48920533552719,1187200,0.0,1.0
2008-06-04,10.28,10.52,9.97,10.2,2.42965496864854,1899900,0.0,1.0
2008-06-03,10.76,10.77,10.02,10.3,2.4534751154,1837500,0.0,1.0
2008-06-02,10.73,10.73,10.24,10.48,2.49635137955262,1678900,0.0,1.0
2008-05-30,11.01,11.01,10.62,10.74,2.55828376110641,1607500,0.0,1.0
2008-05-29,10.64,11.11,10.5,11.02,2.62498017201049,1304000,0.0,1.0
2008-05-28,10.97,11.07,10.61,10.69,2.54637368773068,1081500,0.08,1.0
2008-05-27,11.13,11.42,10.56,10.95,2.5889314652415,1245700,0.0,1.0
2008-05-23,11.0,11.23,10.76,11.14,2.63385356372514,1016600,0.0,1.0
2008-05-22,11.61,11.79,10.78,11.03,2.60784603302409,1719800,0.0,1.0
2008-05-21,11.71,12.09,10.87,10.93,2.58420282329585,2156300,0.0,1.0
2008-05-20,12.58,12.58,11.57,11.77,2.78280578501301,1299300,0.0,1.0
2008-05-19,12.42,12.68,12.24,12.62,2.98377306770299,1838900,0.0,1.0
2008-05-16,11.88,12.44,11.64,12.4,2.93175800630088,2273400,0.0,1.0
2008-05-15,11.5,11.84,11.35,11.76,2.78044146404019,1152600,0.0,1.0
2008-05-14,11.35,11.69,11.13,11.51,2.7213334397196,1310800,0.0,1.0
2008-05-13,11.09,11.46,10.88,11.31,2.67404702026314,1506200,0.0,1.0
2008-05-12,10.96,11.2,10.75,11.05,2.61257467496973,1244300,0.0,1.0
2008-05-09,10.78,11.33,10.78,10.92,2.58183850232303,1188400,0.0,1.0
2008-05-08,11.08,11.08,10.57,10.96,2.59129578621432,1823000,0.0,1.0
2008-05-07,11.27,11.59,10.89,11.01,2.60311739107844,1663700,0.0,1.0
2008-05-06,11.35,11.4,11.1,11.28,2.66695405734467,888400,0.0,1.0
2008-05-05,11.99,11.99,11.2,11.29,2.66931837831749,1305400,0.0,1.0
2008-05-02,11.51,11.66,11.17,11.45,2.70714751388266,1518300,0.0,1.0
2008-05-01,11.12,11.9,11.01,11.4,2.69532590901855,1470800,0.0,1.0
2008-04-30,11.27,11.61,11.03,11.11,2.62676060080667,1445900,0.0,1.0
2008-04-29,11.11,11.31,10.91,11.25,2.6598610944262,1049300,0.0,1.0
2008-04-28,11.38,11.55,10.97,11.15,2.63621788469797,1884000,0.0,1.0
2008-04-25,11.51,11.85,11.1,11.44,2.70478319290984,1283300,0.0,1.0
2008-04-24,11.46,11.8,11.15,11.42,2.70005455096419,939200,0.0,1.0
2008-04-23,11.6,11.83,11.27,11.48,2.71424047680113,1331400,0.0,1.0
2008-04-22,11.63,11.7,11.24,11.5,2.71896911874678,1801200,0.0,1.0
2008-04-21,11.83,11.84,11.39,11.82,2.79462738987713,2071500,0.0,1.0
2008-04-18,11.34,12.69,11.3,11.9,2.81354195765971,5254700,0.0,1.0
2008-04-17,11.36,11.36,10.41,10.51,2.48490134243728,2190100,0.0,1.0
2008-04-16,10.66,10.98,10.3,10.7,2.52982344092092,1773400,0.0,1.0
2008-04-15,11.3,11.35,10.42,10.53,2.48962998438292,2780300,0.0,1.0
2008-04-14,10.99,11.33,10.33,11.25,2.6598610944262,2152900,0.0,1.0
2008-04-11,11.0,11.25,10.76,10.99,2.59838874913279,1283800,0.0,1.0
2008-04-10,11.35,11.64,11.05,11.16,2.63858220567079,1090200,0.0,1.0
2008-04-09,11.53,12.19,11.15,11.19,2.64567516858926,1653800,0.0,1.0
2008-04-08,11.82,11.9,11.44,11.51,2.7213334397196,1203000,0.0,1.0
2008-04-07,12.0,12.29,11.86,11.94,2.82299924155101,1415100,0.0,1.0
2008-04-04,12.22,12.53,11.82,11.95,2.82536356252383,1662700,0.0,1.0
2008-04-03,12.0,12.47,11.34,12.23,2.89156454976288,2400800,0.0,1.0
2008-04-02,12.23,13.36,11.66,11.8,2.78989874793148,2234300,0.0,1.0
2008-04-01,12.49,12.9,11.04,12.49,2.95303689505629,2799300,0.0,1.0
2008-03-31,11.0,11.36,10.48,11.0,2.60075307010562,3395000,0.0,1.0
2008-03-28,11.65,11.65,10.96,11.0,2.60075307010562,2330000,0.0,1.0
2008-03-27,12.17,12.98,11.64,11.65,2.75443393333913,3439000,0.0,1.0
2008-03-26,12.17,12.64,12.08,12.17,2.87737862392594,2554500,0.0,1.0
2008-03-25,12.77,12.77,11.9,12.25,2.89629319170853,3556500,0.0,1.0
2008-03-24,13.02,13.08,12.41,12.74,3.01214491937687,3003500,0.0,1.0
2008-03-20,11.56,12.95,11.56,12.93,3.05706701786051,12184100,0.0,1.0
2008-03-19,11.0,11.7,11.0,11.65,2.75443393333913,5425700,0.0,1.0
2008-03-18,10.53,11.5,10.45,11.0,2.60075307010562,4600300,0.0,1.0
2008-03-17,10.0,11.8,9.51,10.5,2.48253702146445,9871100,0.0,1.0
2008-03-14,16.98,17.28,16.51,16.86,3.98624516018006,2601100,0.0,1.0
2008-03-13,16.47,17.05,15.85,16.8,3.97205923434312,1792200,0.0,1.0
2008-03-12,16.33,17.03,16.13,16.7,3.94841602461489,1824500,0.0,1.0
2008-03-11,16.05,16.5,15.8,16.37,3.87039343251172,2769100,0.0,1.0
2008-03-10,15.94,16.21,15.52,15.56,3.67888343371304,1532200,0.0,1.0
2008-03-07,15.48,16.45,15.1,15.97,3.77582059359879,1999300,0.0,1.0
2008-03-06,16.69,16.69,15.75,15.78,3.73089849511515,2340500,0.0,1.0
2008-03-05,16.94,17.49,16.37,16.68,3.94368738266924,2173900,0.0,1.0
2008-03-04,16.95,17.35,15.75,17.08,4.03826022158218,3879200,0.0,1.0
2008-03-03,17.39,17.42,16.83,17.11,4.04535318450064,2463900,0.0,1.0
2008-02-29,18.62,18.73,17.3,17.42,4.11864713465817,3819300,0.0,1.0
2008-02-28,18.66,19.04,18.15,18.82,4.44965207085343,3090200,0.0,1.0
2008-02-27,18.34,19.15,17.79,18.54,4.38345108361437,1786800,0.0,1.0
2008-02-26,16.94,18.95,16.91,18.56,4.38817972556002,3331200,0.0,1.0
2008-02-25,16.75,17.19,16.64,17.02,4.02407429574524,1714800,0.08,1.0
2008-02-22,16.68,16.93,16.54,16.75,3.94171020197267,2018000,0.0,1.0
2008-02-21,17.32,17.38,16.56,16.63,3.91347108410779,2398300,0.0,1.0
2008-02-20,16.35,17.21,16.26,17.16,4.03819385467768,2256200,0.0,1.0
2008-02-19,17.73,17.73,16.25,16.8,3.95347650108304,3445600,0.0,1.0
2008-02-15,17.55,17.91,17.44,17.52,4.12291120827231,1809900,0.0,1.0
2008-02-14,17.81,18.01,17.5,17.72,4.16997640471378,1964500,0.0,1.0
2008-02-13,17.99,18.02,17.51,17.73,4.17232966453585,1223000,0.0,1.0
2008-02-12,17.78,18.27,17.67,17.84,4.19821552257866,2044800,0.0,1.0
2008-02-11,17.83,17.83,17.18,17.65,4.15350358595926,2299200,0.0,1.0
2008-02-08,17.36,17.99,17.1,17.79,4.18644922346829,2686400,0.0,1.0
2008-02-07,17.5,17.77,17.03,17.38,4.08996557076329,4222900,0.0,1.0
2008-02-06,19.01,19.14,17.62,17.7,4.16526988506963,3481100,0.0,1.0
2008-02-05,19.0,19.83,18.85,18.92,4.45236758336257,2908700,0.0,1.0
2008-02-04,20.19,20.48,19.14,19.41,4.56767731464415,2688400,0.0,1.0
2008-02-01,19.93,20.39,19.6,20.21,4.75593810041001,2818000,0.0,1.0
2008-01-31,19.71,20.3,18.94,19.78,4.65474792806086,4744200,0.0,1.0
2008-01-30,20.02,20.54,19.71,20.0,4.70651964414647,2202700,0.0,1.0
2008-01-29,20.14,20.19,19.37,20.02,4.71122616379062,3037700,0.0,1.0
2008-01-28,19.18,20.0,18.7,19.98,4.70181312450233,3687300,0.0,1.0
2008-01-25,22.44,22.44,18.66,18.97,4.46413388247293,17803000,0.0,1.0
2008-01-24,24.77,26.34,24.77,24.91,5.86197021678444,2489300,0.0,1.0
2008-01-23,22.96,25.94,22.58,24.63,5.79607894176638,4493200,0.0,1.0
2008-01-22,21.21,24.14,20.5,23.56,5.54428014080455,2509700,0.0,1.0
2008-01-18,22.57,22.57,21.74,22.13,5.20776398624807,1912400,0.0,1.0
2008-01-17,22.36,22.59,21.7,22.06,5.19129116749356,1483700,0.0,1.0
2008-01-16,22.0,22.89,21.23,22.24,5.23364984429088,1976200,0.0,1.0
2008-01-15,22.36,22.61,21.89,22.12,5.205410726426,2113500,0.0,1.0
2008-01-14,22.27,23.08,22.15,22.76,5.35601935503869,1290200,0.0,1.0
2008-01-11,22.39,22.56,21.91,22.08,5.19599768713771,1454200,0.0,1.0
2008-01-10,21.94,23.13,21.58,22.52,5.29954111930893,2623400,0.0,1.0
2008-01-09,22.71,22.84,21.47,22.15,5.21247050589222,3844900,0.0,1.0
2008-01-08,23.3,24.08,22.73,22.91,5.39131825236979,2963500,0.0,1.0
2008-01-07,22.86,23.35,22.34,23.23,5.46662256667613,2545200,0.0,1.0
2008-01-04,24.0,24.05,21.57,22.72,5.3466063157504,5267000,0.0,1.0
2008-01-03,26.05,26.25,24.15,24.15,5.68312247030687,3894100,0.0,1.0
2008-01-02,25.98,26.34,25.44,25.95,6.10670923828005,2425400,0.0,1.0
2007-12-31,26.44,26.72,25.87,25.97,6.1114157579242,1414800,0.0,1.0
2007-12-28,26.9,27.18,26.45,26.68,6.2784972052914,1416600,0.0,1.0
2007-12-27,27.7,27.89,26.64,26.72,6.28791024457969,1645600,0.0,1.0
2007-12-26,27.1,28.16,27.01,27.97,6.58206772233885,1211700,0.0,1.0
2007-12-24,27.95,27.95,27.01,27.58,6.49029058927799,695500,0.0,1.0
2007-12-21,27.35,28.07,27.31,27.94,6.57500794287263,1861800,0.0,1.0
2007-12-20,26.95,27.24,26.51,26.95,6.34203522048738,937600,0.0,1.0
