,EXPE_Open,EXPE_High,EXPE_Low,EXPE_Close,EXPE_Adj Close,EXPE_Volume,EXPE_Dividend Amount,EXPE_Split Coefficient
2010-04-22,24.26,24.76,24.09,24.53,20.763776585587,4995600,0.0,1.0
2010-04-21,24.94,25.11,24.5,24.63,20.8484230453733,4704000,0.0,1.0
2010-04-20,24.89,25.285,24.76,25.06,21.2124028224545,2793800,0.0,1.0
2010-04-19,24.63,24.93,24.28,24.71,20.9161402132024,4982200,0.0,1.0
2010-04-16,25.27,25.545,24.72,24.85,21.0346452569032,6565200,0.0,1.0
2010-04-15,25.59,25.89,25.31,25.38,21.4832714937708,5955000,0.0,1.0
2010-04-14,25.09,25.71,25.09,25.4825,21.5700341150518,7745800,0.0,1.0
2010-04-13,26.0,26.09,25.01,25.05,21.2039381764759,9854400,0.0,1.0
2010-04-12,25.3,25.61,24.57,25.18,21.3139785741981,5395400,0.0,1.0
2010-04-09,24.79,24.95,24.46,24.57,20.7976351695015,2546000,0.0,1.0
2010-04-08,24.94,25.04,24.44,24.73,20.9330695051596,4885400,0.0,1.0
2010-04-07,25.34,25.59,24.75,24.94,21.1108270707109,4847800,0.0,1.0
2010-04-06,24.86,25.68,24.75,25.29,21.4070896799631,6409600,0.0,1.0
2010-04-05,24.44,25.09,24.315,25.04,21.1954735304973,3897400,0.0,1.0
2010-04-01,25.04,25.21,24.38,24.43,20.6791301258006,4191800,0.0,1.0
2010-03-31,24.31,25.2,24.16,24.95,21.1192917166896,6400200,0.0,1.0
2010-03-30,24.23,24.72,24.2,24.36,20.6198776039502,4859800,0.0,1.0
2010-03-29,22.95,24.87,22.92,24.35,20.6114129579716,10570000,0.0,1.0
2010-03-26,22.96,23.15,22.64,22.94,19.4178978749843,4501000,0.0,1.0
2010-03-25,23.04,23.31,22.83,22.88,19.3671099991125,3668800,0.0,1.0
2010-03-24,22.8,23.07,22.71,22.8,19.2993928312834,2950400,0.0,1.0
2010-03-23,23.26,23.46,22.71,22.91,19.3925039370484,6404600,0.0,1.0
2010-03-22,22.66,23.47,22.33,23.4525,19.8517109813892,6637000,0.0,1.0
2010-03-19,22.73,22.89,22.53,22.69,19.2062817255185,6429000,0.0,1.0
2010-03-18,22.61,22.98,22.57,22.695,19.2105140485078,3576400,0.0,1.0
2010-03-17,22.88,23.12,22.82,22.9025,19.3861554525644,3596800,0.0,1.0
2010-03-16,22.63,22.85,22.3,22.76,19.2655342473689,5567400,0.0,1.0
2010-03-15,22.32,22.69,22.16,22.63,19.1554938496467,4109600,0.0,1.0
2010-03-12,22.95,22.95,22.28,22.31,18.8846251783304,4932000,0.0,1.0
2010-03-11,22.85,22.95,22.38,22.9,19.3840392910698,4371800,0.0,1.0
2010-03-10,22.93,23.2699,22.76,23.01,19.4771503968347,4322400,0.0,1.0
2010-03-09,22.9,23.22,22.78,22.95,19.4263625209629,2650400,0.07,1.0
2010-03-08,23.03,23.3,22.98,23.13,19.5191904913064,2211400,0.0,1.0
2010-03-05,23.0,23.38,22.9275,23.23,19.603579555255,3484400,0.0,1.0
2010-03-04,22.82,23.115,22.61,23.07,19.4685570529372,2608200,0.0,1.0
2010-03-03,23.15,23.21,22.73,22.87,19.2997789250401,5201800,0.0,1.0
2010-03-02,23.11,23.35,22.99,23.11,19.5023126785167,5187200,0.0,1.0
2010-03-01,22.34,23.2,22.17,23.13,19.5191904913064,5113000,0.0,1.0
2010-02-26,22.34,22.49,22.04,22.24,18.768127822164,6331400,0.0,1.0
2010-02-25,22.38,22.495,22.045,22.4,18.9031503244817,4644000,0.0,1.0
2010-02-24,22.59,22.88,22.39,22.63,19.0972451715635,3556800,0.0,1.0
2010-02-23,22.29,22.67,21.91,22.42,18.9200281372715,4753000,0.0,1.0
2010-02-22,22.64,22.72,22.25,22.38,18.886272511692,4395200,0.0,1.0
2010-02-19,22.81,22.99,22.56,22.59,19.063489545984,4506000,0.0,1.0
2010-02-18,21.87,22.93,21.79,22.85,19.2829011122504,6167200,0.0,1.0
2010-02-17,22.27,22.39,21.8,21.88,18.4643271919491,7718600,0.0,1.0
2010-02-16,21.48,22.26,21.35,22.18,18.7174943837949,5500000,0.0,1.0
2010-02-12,21.31,21.49,20.53,21.35,18.0170651530217,6314000,0.0,1.0
2010-02-11,21.07,21.55,20.17,21.27,17.9495539018628,20525400,0.0,1.0
2010-02-10,21.83,22.5,21.7,22.24,18.768127822164,7347800,0.0,1.0
2010-02-09,21.76,22.05,21.49,21.88,18.4643271919491,4007400,0.0,1.0
2010-02-08,21.21,21.9,21.19,21.42,18.0761374977857,2787000,0.0,1.0
2010-02-05,21.39,21.52,20.78,21.26,17.9411149954679,4937000,0.0,1.0
2010-02-04,22.09,22.11,21.36,21.4,18.059259684996,3615800,0.0,1.0
2010-02-03,21.93,22.16,21.65,22.11,18.6584220390309,2765000,0.0,1.0
2010-02-02,22.14,22.26,21.66,22.07,18.6246664134514,3496400,0.0,1.0
2010-02-01,21.57,22.2,21.38,22.1,18.649983132636,4004000,0.0,1.0
2010-01-29,21.82,22.21,21.295,21.41,18.0676985913908,4960800,0.0,1.0
2010-01-28,22.23,22.53,21.4,21.68,18.295549064052,3938600,0.0,1.0
2010-01-27,22.01,22.33,21.74,22.12,18.6668609454257,3216200,0.0,1.0
2010-01-26,21.61,22.44,21.58,22.17,18.7090554774,4237600,0.0,1.0
2010-01-25,21.82,22.05,21.71,21.73,18.3377435960263,3959400,0.0,1.0
2010-01-22,22.17,22.3,21.6,21.77,18.3714992216057,5591200,0.0,1.0
2010-01-21,22.28,22.77,21.55,22.23,18.7596889157692,3911600,0.0,1.0
2010-01-20,22.49,22.73,22.014,22.22,18.7512500093743,3798400,0.0,1.0
2010-01-19,22.71,22.86,22.47,22.75,19.1985120483018,4239400,0.0,1.0
2010-01-15,23.09,23.32,22.57,22.73,19.1816342355121,3571200,0.0,1.0
2010-01-14,23.4,24.02,23.02,23.06,19.4601181465424,4633800,0.0,1.0
2010-01-13,23.36,23.69,22.87,23.57,19.8905023726801,4536000,0.0,1.0
2010-01-12,23.84,23.92,23.15,23.28,19.6457740872292,4317000,0.0,1.0
2010-01-11,24.37,24.45,23.76,24.03,20.2786920668436,5573200,0.0,1.0
2010-01-08,24.6,24.6,23.9,24.24,20.4559091011356,4528600,0.0,1.0
2010-01-07,24.78,24.9,24.12,24.47,20.6500039482173,3554600,0.0,1.0
2010-01-06,25.73,25.88,24.49,24.6,20.7597097313505,7760000,0.0,1.0
2010-01-05,25.75,26.03,25.33,25.93,21.8820842818666,4863600,0.0,1.0
2010-01-04,25.71,25.91,25.42,25.82,21.7892563115232,4373000,0.0,1.0
2009-12-31,26.48,26.6,25.71,25.73,21.7133061539694,2397000,0.0,1.0
2009-12-30,26.61,26.67,26.26,26.46,22.3293463207941,2064200,0.0,1.0
2009-12-29,27.17,27.33,26.47,26.56,22.4137353847426,1806800,0.0,1.0
2009-12-28,27.06,27.51,27.0,27.08,22.8525585172752,1978200,0.0,1.0
2009-12-24,27.06,27.25,26.9,27.0,22.7850472661164,419200,0.0,1.0
2009-12-23,26.59,27.13,26.51,27.09,22.8609974236701,2599000,0.0,1.0
2009-12-22,26.16,26.69,26.12,26.53,22.3884186655581,2250600,0.0,1.0
2009-12-21,25.33,26.31,25.28,26.14,22.0593013161586,2165200,0.0,1.0
2009-12-18,25.31,25.49,24.55,25.24,21.2997997406214,6052000,0.0,1.0
2009-12-17,25.71,25.9,25.14,25.14,21.2154106766728,2202800,0.0,1.0
2009-12-16,25.55,26.325,25.47,25.86,21.8230119371026,2215000,0.0,1.0
2009-12-15,25.82,25.95,25.41,25.47,21.4938945877031,1856400,0.0,1.0
2009-12-14,25.81,25.96,25.65,25.83,21.797695217918,1778000,0.0,1.0
2009-12-11,25.8,25.86,25.25,25.66,21.6542338092054,2863400,0.0,1.0
2009-12-10,25.45,25.95,25.43,25.67,21.6626727156003,3560600,0.0,1.0
2009-12-09,25.01,25.4249,24.64,25.3,21.3504331789905,3116800,0.0,1.0
2009-12-08,25.04,25.46,24.72,25.1,21.1816550510934,2090800,0.0,1.0
2009-12-07,25.77,26.04,25.1,25.17,21.2407273958574,2711000,0.0,1.0
2009-12-04,26.23,26.705,25.65,25.85,21.8145730307077,3438800,0.0,1.0
2009-12-03,25.95,26.36,25.86,26.0,21.9411566266306,3227800,0.0,1.0
2009-12-02,25.88,26.09,25.65,25.77,21.7470617795489,2709800,0.0,1.0
2009-12-01,25.62,26.06,25.42,25.77,21.7470617795489,3930400,0.0,1.0
2009-11-30,25.2,25.5,24.72,25.48,21.502333494098,4787000,0.0,1.0
2009-11-27,25.27,25.71,24.93,25.21,21.2744830214368,1748200,0.0,1.0
2009-11-25,25.62,26.17,25.39,26.11,22.033984596974,2806400,0.0,1.0
2009-11-24,25.76,25.91,25.24,25.57,21.5782836516517,2697400,0.0,1.0
2009-11-23,25.22,25.92,25.17,25.75,21.7301839667591,4029400,0.0,1.0
2009-11-20,24.44,25.05,24.44,24.95,21.0550714551705,4297600,0.0,1.0
2009-11-19,25.23,25.23,24.44,24.59,20.7512708249556,4566000,0.0,1.0
2009-11-18,24.88,25.41,24.64,25.4,21.4348222429391,4172600,0.0,1.0
2009-11-17,23.89,25.01,23.807,24.96,21.0635103615654,3785600,0.0,1.0
2009-11-16,23.75,24.2,23.66,23.92,20.1858640965002,2736600,0.0,1.0
2009-11-13,23.7,23.9,23.49,23.68,19.9833303430236,1928800,0.0,1.0
2009-11-12,24.01,24.29,23.54,23.57,19.8905023726801,2025000,0.0,1.0
2009-11-11,24.55,24.67,23.78,24.09,20.3293255052127,2922400,0.0,1.0
2009-11-10,24.1,25.04,24.1,24.42,20.607809416243,5492600,0.0,1.0
2009-11-09,23.64,24.11,23.52,24.03,20.2786920668436,3457800,0.0,1.0
2009-11-06,23.35,23.92,23.25,23.48,19.8145522151264,3256000,0.0,1.0
2009-11-05,22.49,23.77,22.44,23.63,19.9411358110493,4888400,0.0,1.0
2009-11-04,22.98,23.06,22.35,22.43,18.9284670436663,5004400,0.0,1.0
2009-11-03,22.66,23.25,22.33,22.99,19.4010458017784,4555600,0.0,1.0
2009-11-02,23.02,23.27,21.95,23.07,19.4685570529372,8022600,0.0,1.0
2009-10-30,24.24,24.35,22.36,22.67,19.1310007971429,9744600,0.0,1.0
2009-10-29,26.0,26.25,23.8,24.3,20.5065425395047,18065000,0.0,1.0
2009-10-28,25.3,25.57,23.94,24.34,20.5402981650842,8481600,0.0,1.0
2009-10-27,26.65,26.78,24.72,25.24,21.2997997406214,7354000,0.0,1.0
2009-10-26,26.51,27.37,26.4,26.52,22.3799797591632,5785600,0.0,1.0
2009-10-23,25.98,26.97,25.98,26.36,22.2449572568455,5100600,0.0,1.0
2009-10-22,25.92,26.07,25.38,25.88,21.8398897498923,3287800,0.0,1.0
2009-10-21,25.34,26.55,25.34,25.84,21.8061341243129,6257000,0.0,1.0
2009-10-20,25.65,25.71,25.18,25.57,21.5782836516517,3289600,0.0,1.0
2009-10-19,25.04,25.71,25.01,25.5,21.5192113068877,3605600,0.0,1.0
2009-10-16,25.99,25.99,24.63,24.81,20.9369267656425,5491400,0.0,1.0
2009-10-15,25.63,26.11,25.56,25.96,21.9074010010512,4188000,0.0,1.0
2009-10-14,25.25,25.98,25.13,25.74,21.7217450603643,4913400,0.0,1.0
2009-10-13,24.42,25.06,24.36,25.02,21.1141437999345,4889200,0.0,1.0
2009-10-12,24.19,24.67,24.09,24.49,20.666881761007,4172200,0.0,1.0
2009-10-09,24.04,24.35,23.85,24.16,20.3883978499767,2384200,0.0,1.0
2009-10-08,24.17,24.45,23.89,24.06,20.3040087860282,4569600,0.0,1.0
2009-10-07,24.0,24.2,23.8,24.17,20.3968367563716,4480200,0.0,1.0
2009-10-06,23.18,24.14,23.1,24.1,20.3377644116076,6519000,0.0,1.0
2009-10-05,22.59,23.16,22.58,23.01,19.4179236145681,5050200,0.0,1.0
2009-10-02,23.14,23.25,22.49,22.6,19.0719284523789,4603200,0.0,1.0
2009-10-01,23.75,23.92,23.1,23.3,19.662651900019,3398000,0.0,1.0
2009-09-30,23.96,24.13,23.25,23.95,20.2111808156847,4009200,0.0,1.0
2009-09-29,24.06,24.07,23.56,23.87,20.1436695645259,2409000,0.0,1.0
2009-09-28,23.52,24.26,23.5,24.06,20.3040087860282,2846600,0.0,1.0
2009-09-25,23.97,24.12,23.39,23.47,19.8061133087315,3433400,0.0,1.0
2009-09-24,25.06,25.06,23.68,24.02,20.2702531604487,3202800,0.0,1.0
2009-09-23,24.92,25.62,24.88,24.9,21.0128769231962,4365600,0.0,1.0
2009-09-22,24.35,24.99,24.1,24.92,21.0297547359859,3188000,0.0,1.0
2009-09-21,24.3,24.48,23.57,24.14,20.371520037187,2967800,0.0,1.0
2009-09-18,24.27,24.73,23.94,24.48,20.6584428546122,4508400,0.0,1.0
2009-09-17,24.59,24.89,24.15,24.28,20.489664726715,4149000,0.0,1.0
2009-09-16,23.69,24.64,23.62,24.6,20.7597097313505,3431800,0.0,1.0
2009-09-15,23.15,23.79,23.05,23.71,20.0086470622081,3136000,0.0,1.0
2009-09-14,22.98,23.29,22.72,23.27,19.6373351808344,2122200,0.0,1.0
2009-09-11,23.03,23.315,22.82,23.06,19.4601181465424,2023000,0.0,1.0
2009-09-10,23.5,23.51,22.73,23.18,19.5613850232807,5168200,0.0,1.0
2009-09-09,22.92,23.59,22.68,23.53,19.8567467471007,2679600,0.0,1.0
2009-09-08,22.99,23.54,22.76,22.88,19.3082178314349,2805600,0.0,1.0
2009-09-04,22.26,22.99,22.1,22.96,19.3757290825938,1737000,0.0,1.0
2009-09-03,22.08,22.3,21.85,22.15,18.6921776646103,2372200,0.0,1.0
2009-09-02,22.04,22.46,21.83,21.93,18.5065217239234,2636800,0.0,1.0
2009-09-01,22.82,23.62,22.11,22.16,18.7006165710052,3462200,0.0,1.0
2009-08-31,23.09,23.45,22.68,23.05,19.4516792401475,2253200,0.0,1.0
2009-08-28,22.88,23.87,22.88,23.29,19.6542129936241,3162200,0.0,1.0
2009-08-27,22.77,22.91,22.3,22.77,19.2153898610915,2255800,0.0,1.0
2009-08-26,22.86,23.42,22.665,22.86,19.2913400186452,2452800,0.0,1.0
2009-08-25,22.42,23.11,22.2015,22.85,19.2829011122504,3397400,0.0,1.0
2009-08-24,23.08,23.17,22.16,22.3,18.8187612605332,3154000,0.0,1.0
2009-08-21,22.94,23.03,22.2,22.9,19.3250956442246,3182200,0.0,1.0
2009-08-20,21.87,22.66,21.71,22.6,19.0719284523789,2892200,0.0,1.0
2009-08-19,21.33,22.12,21.02,21.88,18.4643271919491,2322200,0.0,1.0
2009-08-18,21.33,21.58,20.93,21.52,18.1605265617342,3798200,0.0,1.0
2009-08-17,21.61,21.68,21.02,21.31,17.9833095274422,4448600,0.0,1.0
2009-08-14,22.53,22.69,21.66,22.12,18.6668609454257,3231400,0.0,1.0
2009-08-13,22.95,23.03,22.41,22.77,19.2153898610915,2995800,0.0,1.0
2009-08-12,22.54,23.17,22.49,22.97,19.3841679889886,3172800,0.0,1.0
2009-08-11,22.81,22.95,22.3023,22.62,19.0888062651686,3357800,0.0,1.0
2009-08-10,22.57,23.35,22.31,22.77,19.2153898610915,4541200,0.0,1.0
2009-08-07,22.49,22.8,21.98,22.52,19.00441720122,3575400,0.0,1.0
2009-08-06,22.2,22.41,21.67,21.981,18.5495601465372,3566000,0.0,1.0
2009-08-05,21.55,22.095,21.0999,21.99,18.5571551622926,7263000,0.0,1.0
2009-08-04,21.43,21.56,20.75,21.49,18.1352098425497,5134400,0.0,1.0
2009-08-03,20.96,21.47,20.7503,21.27,17.9495539018628,3438600,0.0,1.0
2009-07-31,20.46,21.178,20.33,20.71,17.4769751437508,5400000,0.0,1.0
2009-07-30,19.64,21.27,19.5,20.48,17.282880296669,9856200,0.0,1.0
2009-07-29,18.78,18.81,18.07,18.34,15.4769543281694,5504800,0.0,1.0
2009-07-28,18.2,18.89,17.99,18.84,15.8988996479123,6592600,0.0,1.0
2009-07-27,18.27,18.61,18.07,18.26,15.4094430770106,3013400,0.0,1.0
2009-07-24,18.25,18.54,17.865,18.45,15.5697822985129,3424400,0.0,1.0
2009-07-23,17.37,18.6325,17.37,18.36,15.4938321409591,5948200,0.0,1.0
2009-07-22,17.7,18.12,17.42,17.7,14.9368643188985,4712400,0.0,1.0
2009-07-21,17.36,17.78,17.25,17.74,14.970619944478,5521400,0.0,1.0
2009-07-20,16.67,17.37,16.52,17.25,14.5571135311299,4031000,0.0,1.0
2009-07-17,16.82,16.91,16.5,16.65,14.0507791474384,2778200,0.0,1.0
2009-07-16,16.48,16.81,16.14,16.75,14.135168211387,4115200,0.0,1.0
2009-07-15,15.95,16.87,15.85,16.53,13.9495122707001,6843000,0.0,1.0
2009-07-14,15.18,15.92,15.1,15.82,13.3503499166652,6118600,0.0,1.0
2009-07-13,14.57,15.32,14.46,15.26,12.8777711585532,4463400,0.0,1.0
2009-07-10,14.3,14.75,14.11,14.57,12.295486617308,3818400,0.0,1.0
2009-07-09,13.8,14.61,13.75,14.4,12.1520252085954,6214000,0.0,1.0
2009-07-08,13.93,14.17,13.52,13.74,11.5950573865348,6007400,0.0,1.0
2009-07-07,14.45,14.73,13.725,13.8,11.6456908249039,6766800,0.0,1.0
2009-07-06,14.95,15.0,14.23,14.43,12.17734192778,5599000,0.0,1.0
2009-07-02,15.3,15.37,14.58,15.0,12.6583595922869,4941800,0.0,1.0
2009-07-01,15.14,15.84,15.1,15.55,13.1224994440041,3744600,0.0,1.0
2009-06-30,15.77,15.77,14.69,15.11,12.7511875626303,6855400,0.0,1.0
2009-06-29,16.03,16.09,15.39,15.92,13.4347389806138,3826200,0.0,1.0
2009-06-26,15.63,16.01,15.54,15.93,13.4431778870087,2400218,0.0,1.0
2009-06-25,15.24,15.81,14.97,15.79,13.3250331974807,3769000,0.0,1.0
2009-06-24,15.18,15.74,14.93,15.21,12.8355766265789,4044000,0.0,1.0
2009-06-23,15.42,15.562,14.85,15.06,12.708993030656,4810000,0.0,1.0
2009-06-22,16.34,16.45,15.35,15.47,13.0549881928452,4569200,0.0,1.0
2009-06-19,16.08,16.57,15.8,16.56,13.9748289898847,7531800,0.0,1.0
2009-06-18,15.36,16.07,15.09,15.87,13.3925444486395,3392800,0.0,1.0
2009-06-17,15.92,16.2,15.06,15.44,13.0296714736606,5853200,0.0,1.0
2009-06-16,16.53,16.79,15.91,16.03,13.5275669509572,4232000,0.0,1.0
2009-06-15,16.99,16.99,15.95,16.5,13.9241955515156,3506200,0.0,1.0
2009-06-12,16.74,16.87,16.15,16.83,14.2026794625459,3183800,0.0,1.0
2009-06-11,16.65,17.25,16.35,16.91,14.2701907137047,3831800,0.0,1.0
2009-06-10,16.7,16.78,16.01,16.5,13.9241955515156,2929600,0.0,1.0
2009-06-09,16.19,16.78,16.12,16.73,14.1182903985973,3073600,0.0,1.0
2009-06-08,16.47,16.69,15.64,16.06,13.5528836701418,3612200,0.0,1.0
2009-06-05,16.73,16.94,16.2,16.68,14.076095866623,3211200,0.0,1.0
2009-06-04,16.79,16.9,16.09,16.56,13.9748289898847,4051400,0.0,1.0
2009-06-03,16.67,16.95,16.1795,16.57,13.9832678962796,4705800,0.0,1.0
2009-06-02,17.23,17.24,16.45,17.15,14.4727244671813,6303200,0.0,1.0
2009-06-01,17.31,17.65,16.965,17.38,14.6668193142631,6422400,0.0,1.0
2009-05-29,16.11,17.31,15.51,17.31,14.6077469694991,5627600,0.0,1.0
2009-05-28,15.83,16.0601,15.31,15.89,13.4094222614292,5258000,0.0,1.0
2009-05-27,15.84,16.25,15.44,15.57,13.1393772567938,3766200,0.0,1.0
2009-05-26,14.83,15.97,14.5,15.95,13.4600556997984,5497000,0.0,1.0
2009-05-22,14.77,15.29,14.61,14.96,12.6246039667075,2260800,0.0,1.0
2009-05-21,15.23,15.48,14.3,14.69,12.3967534940463,3643400,0.0,1.0
2009-05-20,14.98,15.89,14.93,15.27,12.886210064948,4605200,0.0,1.0
2009-05-19,14.45,15.25,14.12,15.05,12.7005541242612,4461400,0.0,1.0
2009-05-18,14.02,14.5,13.75,14.46,12.2026586469646,2858000,0.0,1.0
2009-05-15,13.95,14.37,13.4401,13.85,11.6878853568782,2162000,0.0,1.0
2009-05-14,13.43,14.17,13.09,14.01,11.8229078591959,5319000,0.0,1.0
2009-05-13,14.7,14.89,13.48,13.48,11.3756458202685,3064600,0.0,1.0
2009-05-12,14.75,15.38,14.55,14.89,12.5655316219434,2983800,0.0,1.0
2009-05-11,15.0,15.39,14.46,15.16,12.7933820946046,3017800,0.0,1.0
2009-05-08,15.2,15.66,14.74,15.32,12.9284045969223,2895000,0.0,1.0
2009-05-07,15.7,15.78,14.54,14.99,12.649920685892,5967200,0.0,1.0
2009-05-06,15.96,15.96,15.2,15.43,13.0212325672658,5238800,0.0,1.0
2009-05-05,15.37,15.87,14.91,15.8,13.3334721038755,5062800,0.0,1.0
2009-05-04,14.79,15.55,14.79,15.5,13.0803049120298,7301200,0.0,1.0
2009-05-01,13.88,15.18,13.88,14.79,12.4811425579949,9449400,0.0,1.0
2009-04-30,12.26,14.46,12.23,13.61,11.4853516034016,13656200,0.0,1.0
2009-04-29,10.46,10.8,10.31,10.59,8.93680187215454,8783400,0.0,1.0
2009-04-28,10.45,10.6,10.23,10.3,8.69207358670366,8191800,0.0,1.0
2009-04-27,10.59,11.13,10.47,10.53,8.88616843378539,8337200,0.0,1.0
2009-04-24,11.34,11.52,10.67,11.24,9.4853307878203,7447400,0.0,1.0
2009-04-23,11.71,11.74,10.86,11.23,9.47689188142545,7980400,0.0,1.0
2009-04-22,11.5,12.07,11.3,11.7,9.87352048198377,3859400,0.0,1.0
2009-04-21,10.77,11.64,10.73,11.59,9.78069251164033,4324400,0.0,1.0
2009-04-20,11.59,11.78,10.77,10.8,9.11401890644656,3164400,0.0,1.0
2009-04-17,11.35,11.95,11.01,11.81,9.96634845232721,5272200,0.0,1.0
2009-04-16,10.61,11.55,10.51,11.33,9.56128094537402,5885000,0.0,1.0
2009-04-15,10.37,10.6,10.3,10.44,8.81021827623167,4026800,0.0,1.0
2009-04-14,10.52,11.0,10.28,10.46,8.82709608902139,4744200,0.0,1.0
2009-04-13,10.3,10.73,10.17,10.57,8.91992405936482,3729600,0.0,1.0
2009-04-09,9.79,10.44,9.66,10.42,8.79334046344195,3878600,0.0,1.0
2009-04-08,9.04,9.53,9.0,9.52,8.03383888790474,4264400,0.0,1.0
2009-04-07,10.16,10.22,9.6,9.62,8.11822795185332,3948600,0.0,1.0
2009-04-06,10.13,10.39,9.81,10.37,8.75114593146766,3990600,0.0,1.0
2009-04-03,10.01,10.27,9.85,10.26,8.65831796112423,3023200,0.0,1.0
2009-04-02,9.57,10.14,9.485,10.05,8.48110092683221,4986400,0.0,1.0
2009-04-01,8.94,9.45,8.82,9.36,7.89881638558701,3203000,0.0,1.0
2009-03-31,8.98,9.25,8.775,9.08,7.66252700653099,3563800,0.0,1.0
2009-03-30,8.71,8.9769,8.62,8.91,7.51906559781841,3227400,0.0,1.0
2009-03-27,9.48,9.75,9.14,9.14,7.71316044490014,3345200,0.0,1.0
2009-03-26,9.41,9.7,9.29,9.65,8.14354467103789,4943000,0.0,1.0
2009-03-25,8.6,9.51,8.6,9.23,7.78911060245386,6931800,0.0,1.0
2009-03-24,8.49,9.02,8.4,8.75,7.38404309550068,4932400,0.0,1.0
2009-03-23,8.0,8.61,8.0,8.61,7.26589840597267,5055800,0.0,1.0
2009-03-20,8.16,8.34,7.77,7.87,6.64141933275318,7879600,0.0,1.0
2009-03-19,8.1,8.15,7.5,7.65,6.45576339206631,4553000,0.0,1.0
2009-03-18,7.5,8.26,7.5,8.16,6.88614761820406,5650400,0.0,1.0
2009-03-17,7.34,8.05,7.31,7.99,6.74268620949148,6788800,0.0,1.0
2009-03-16,7.4,7.75,6.77,7.33,6.18571838743086,3966800,0.0,1.0
2009-03-13,7.05,7.47,6.76,7.38,6.22791291940515,4380400,0.0,1.0
2009-03-12,7.04,7.12,6.79,7.09,5.98318463395427,3854800,0.0,1.0
2009-03-11,7.05,7.4,6.95,7.08,5.97474572755941,3429800,0.0,1.0
2009-03-10,6.55,7.09,6.51,7.05,5.94942900837483,4266800,0.0,1.0
2009-03-09,6.41,6.93,6.34,6.39,5.39246118631421,2730400,0.0,1.0
2009-03-06,6.75,6.84,6.31,6.47,5.45997243747308,4638600,0.0,1.0
2009-03-05,6.83,6.84,6.63,6.64,5.60343384618566,4879800,0.0,1.0
2009-03-04,7.24,7.39,6.88,6.92,5.83972322524168,6339600,0.0,1.0
2009-03-03,7.46,7.52,7.04,7.13,6.0169402595337,3421800,0.0,1.0
2009-03-02,7.8,8.06,7.31,7.36,6.21103510661543,5158200,0.0,1.0
2009-02-27,8.59,8.6,7.95,7.97,6.72580839670176,2950400,0.0,1.0
2009-02-26,8.27,8.56,8.0,8.03,6.77644183507091,3029400,0.0,1.0
2009-02-25,7.96,8.42,7.73,8.25,6.96209777575779,6504000,0.0,1.0
2009-02-24,7.89,8.36,7.88,8.25,6.96209777575779,4478200,0.0,1.0
2009-02-23,8.19,8.5,7.78,7.85,6.62454151996347,4232200,0.0,1.0
2009-02-20,7.84,8.09,7.49,7.74,6.53171354962003,7208000,0.0,1.0
2009-02-19,7.76,8.54,7.49,7.9,6.66673605193776,7759000,0.0,1.0
2009-02-18,8.49,8.61,8.06,8.53,7.19838715481381,4051800,0.0,1.0
2009-02-17,8.65,9.03,8.19,8.35,7.04648683970636,4995000,0.0,1.0
2009-02-13,9.14,9.33,8.97,9.17,7.73847716408471,3279200,0.0,1.0
2009-02-12,9.03,9.26,8.79,9.1,7.67940481932071,4562000,0.0,1.0
2009-02-11,9.08,9.43,9.0,9.19,7.75535497687443,2549400,0.0,1.0
2009-02-10,9.66,9.81,9.12,9.15,7.721599351295,4401600,0.0,1.0
2009-02-09,9.96,9.96,9.67,9.79,8.2616893605659,2686600,0.0,1.0
2009-02-06,9.51,10.345,9.33,9.96,8.40515076927849,4682200,0.0,1.0
2009-02-05,8.87,9.62,8.87,9.53,8.0422777942996,3205400,0.0,1.0
2009-02-04,9.23,9.5,9.095,9.27,7.82286622803329,4176600,0.0,1.0
2009-02-03,8.95,9.2,8.73,9.15,7.721599351295,2425800,0.0,1.0
2009-02-02,8.8,9.01,8.56,8.91,7.51906559781841,3008600,0.0,1.0
2009-01-30,9.29,9.64,8.92,8.93,7.53594341060812,4098400,0.0,1.0
2009-01-29,9.21,9.28,8.92,9.03,7.6203324745567,3990200,0.0,1.0
2009-01-28,8.78,9.43,8.61,9.3,7.84818294721787,4360000,0.0,1.0
2009-01-27,8.3,8.63,8.23,8.58,7.2405816867881,3825400,0.0,1.0
2009-01-26,8.1,8.5,8.06,8.28,6.98741449494236,1988400,0.0,1.0
2009-01-23,7.98,8.41,7.85,8.27,6.9789755885475,3291600,0.0,1.0
2009-01-22,8.2,8.39,7.85,8.16,6.88614761820406,4253800,0.0,1.0
2009-01-21,8.07,8.47,8.07,8.46,7.1393148100498,3700800,0.0,1.0
2009-01-20,9.04,9.14,8.13,8.14,6.86926980541435,4470800,0.0,1.0
2009-01-16,9.44,9.49,8.79,9.14,7.71316044490014,2960400,0.0,1.0
2009-01-15,8.43,9.39,8.43,9.14,7.71316044490014,3829600,0.0,1.0
2009-01-14,8.81,8.98,8.66,8.7,7.34184856352639,3334000,0.0,1.0
2009-01-13,8.36,9.07,8.36,8.99,7.58657684897727,3882200,0.0,1.0
2009-01-12,8.97,9.25,8.37,8.64,7.29121512515724,4285800,0.0,1.0
2009-01-09,9.25,9.51,9.0,9.15,7.721599351295,2560800,0.0,1.0
2009-01-08,8.57,9.51,8.57,9.51,8.02539998150988,5817000,0.0,1.0
