,OXM_Open,OXM_High,OXM_Low,OXM_Close,OXM_Adj Close,OXM_Volume,OXM_Dividend Amount,OXM_Split Coefficient
2005-01-28,36.83,36.93,36.0,36.07,24.4121130994272,71700,0.0,1.0
2005-01-27,36.11,37.12,35.95,36.93,24.9941595997185,158900,0.0,1.0
2005-01-26,35.27,36.31,35.2,36.1,24.4324170471118,265700,0.0,1.0
2005-01-25,35.9,36.2,33.34,35.07,23.7353148432745,462700,0.0,1.0
2005-01-24,35.77,36.13,35.3,35.83,24.2496815179505,218700,0.0,1.0
2005-01-21,36.99,37.13,35.21,35.77,24.2090736225814,452400,0.0,1.0
2005-01-20,37.15,37.25,36.95,36.99,25.0347674950877,73500,0.0,1.0
2005-01-19,37.67,37.67,37.13,37.2,25.1768951288797,154500,0.0,1.0
2005-01-18,37.4,37.82,37.31,37.67,25.4949903092715,129500,0.0,1.0
2005-01-14,37.11,37.63,37.11,37.55,25.4137745185332,167900,0.0,1.0
2005-01-13,36.74,37.72,36.73,37.04,25.0686074078953,128000,0.0,1.0
2005-01-12,36.97,37.23,36.71,36.74,24.8655679310495,143800,0.0,1.0
2005-01-11,36.81,37.45,36.79,37.07,25.0889113555799,133800,0.0,1.0
2005-01-10,36.7,37.33,36.61,36.7,24.8384960008034,100700,0.0,1.0
2005-01-07,36.79,37.26,36.6,36.79,24.8994078438571,478500,0.0,1.0
2005-01-06,37.32,37.32,36.15,36.75,24.872335913611,638900,0.0,1.0
2005-01-05,37.1,37.95,36.7,37.31,25.2513429370565,989300,0.0,1.0
2005-01-04,40.19,40.66,39.35,39.76,26.9094986646306,288900,0.0,1.0
2005-01-03,41.29,41.63,40.0,40.19,27.2005219147762,110500,0.0,1.0
2004-12-31,41.55,41.57,41.06,41.3,27.9517679791057,172600,0.0,1.0
2004-12-30,40.99,41.61,40.77,41.51,28.0938956128978,54300,0.0,1.0
2004-12-29,40.4,41.28,40.4,41.09,27.8096403453136,61300,0.0,1.0
2004-12-28,40.3,40.64,40.17,40.64,27.5050811300449,67100,0.0,1.0
2004-12-27,40.25,40.69,39.84,40.15,27.1734499845301,69600,0.0,1.0
2004-12-23,40.18,40.5,40.0,40.15,27.1734499845301,27100,0.0,1.0
2004-12-22,40.09,40.54,40.0,40.13,27.1599140194071,41800,0.0,1.0
2004-12-21,39.75,40.25,39.75,40.09,27.132842089161,80400,0.0,1.0
2004-12-20,39.83,40.15,39.25,39.5,26.7335311180309,114000,0.0,1.0
2004-12-17,39.41,39.8,39.22,39.8,26.9365705948767,61700,0.0,1.0
2004-12-16,39.5,39.58,39.11,39.4,26.6658512924156,50100,0.0,1.0
2004-12-15,39.25,39.72,39.1,39.65,26.8350508564538,45100,0.0,1.0
2004-12-14,39.03,39.5,38.81,39.49,26.7267631354694,105700,0.0,1.0
2004-12-13,38.0,39.01,37.73,39.01,26.4018999725161,142500,0.0,1.0
2004-12-10,38.56,38.75,37.79,38.0,25.7183337338019,114800,0.0,1.0
2004-12-09,38.51,38.84,38.41,38.55,26.0905727746858,135100,0.0,1.0
2004-12-08,38.9,39.11,38.5,38.5,26.0567328618782,113900,0.0,1.0
2004-12-07,40.25,40.27,38.66,38.75,26.2259324259164,125800,0.0,1.0
2004-12-06,40.93,40.93,40.25,40.3,27.274969722953,52600,0.0,1.0
2004-12-03,40.94,41.11,40.74,40.9,27.6810486766446,46000,0.0,1.0
2004-12-02,41.0,41.1,40.55,40.94,27.7081206068907,179000,0.0,1.0
2004-12-01,41.0,41.65,40.75,41.14,27.8434802581213,119300,0.0,1.0
2004-11-30,42.44,42.5,40.8,40.8,27.6133688510294,95500,0.0,1.0
2004-11-29,41.75,42.5,41.37,42.4,28.6962460608737,226200,0.0,1.0
2004-11-26,41.9,41.98,41.65,41.65,28.1886473687591,21200,0.0,1.0
2004-11-24,41.8,42.26,41.57,41.85,28.3240070199897,41200,0.0,1.0
2004-11-23,41.3,42.12,41.15,41.79,28.2833991246205,63500,0.0,1.0
2004-11-22,40.17,42.01,40.17,41.35,27.9856078919133,317600,0.0,1.0
2004-11-19,40.6,41.2,40.06,40.07,27.1193061240379,342100,0.0,1.0
2004-11-18,41.0,41.1,40.29,40.7,27.5456890254141,212900,0.0,1.0
2004-11-17,38.6,41.25,38.6,41.25,27.9179280662981,581900,0.0,1.0
2004-11-16,39.1,39.1,38.35,38.35,25.9552131234553,81200,0.0,1.0
2004-11-15,38.5,39.25,38.5,39.1,26.4628118155698,63700,0.0,1.0
2004-11-12,38.6,38.9,38.4,38.65,26.1582526003011,134400,0.0,1.0
2004-11-11,38.52,38.75,38.25,38.67,26.1717885654242,72600,0.0,1.0
2004-11-10,38.0,38.98,38.0,38.42,26.002589001386,124900,0.12,1.0
2004-11-09,38.4,38.66,38.02,38.2,25.7731940802529,33600,0.0,1.0
2004-11-08,39.1,39.1,38.25,38.25,25.8069286274783,65200,0.0,1.0
2004-11-05,39.3,39.45,38.87,39.1,26.3804159303112,55100,0.0,1.0
2004-11-04,38.2,39.3,38.0,39.16,26.4208973869817,111500,0.0,1.0
2004-11-03,38.2,38.6,37.68,38.2,25.7731940802529,91700,0.0,1.0
2004-11-02,37.5,38.79,37.5,38.01,25.6450028007961,241200,0.0,1.0
2004-11-01,36.95,37.38,36.6,37.29,25.1592253207494,99600,0.0,1.0
2004-10-29,37.9,37.95,36.65,37.09,25.0242871318476,156500,0.0,1.0
2004-10-28,37.95,38.15,37.57,38.0,25.638255891351,176400,0.0,1.0
2004-10-27,37.46,37.95,36.95,37.95,25.6045213441255,125900,0.0,1.0
2004-10-26,37.07,37.46,36.81,37.46,25.273922781316,144900,0.0,1.0
2004-10-25,36.18,37.33,36.12,37.06,25.0040464035123,100100,0.0,1.0
2004-10-22,36.83,37.13,36.12,36.15,24.3900776440089,108800,0.0,1.0
2004-10-21,36.17,36.87,36.17,36.73,24.7813983918243,74900,0.0,1.0
2004-10-20,35.97,36.45,35.83,36.22,24.4373060101246,125100,0.0,1.0
2004-10-19,36.15,36.15,35.5,35.88,24.2079110889914,179600,0.0,1.0
2004-10-18,36.56,36.56,35.81,35.98,24.2753801834423,207400,0.0,1.0
2004-10-15,36.46,36.92,36.15,36.49,24.6194725651421,82100,0.0,1.0
2004-10-14,36.48,36.57,36.25,36.45,24.5924849273617,96800,0.0,1.0
2004-10-13,37.01,37.08,36.24,36.47,24.6059787462519,132500,0.0,1.0
2004-10-12,37.28,37.34,36.79,36.86,24.8691082146105,154000,0.0,1.0
2004-10-11,37.1,37.37,36.8,37.34,25.1929598679749,167200,0.0,1.0
2004-10-08,37.4,37.74,37.1,37.1,25.0310340412927,103700,0.0,1.0
2004-10-07,38.12,38.39,37.51,37.58,25.3548856946571,144000,0.0,1.0
2004-10-06,37.52,38.4,37.38,38.2,25.7731940802529,151800,0.0,1.0
2004-10-05,38.5,38.5,37.59,37.6,25.3683795135473,155000,0.0,1.0
2004-10-04,40.25,40.25,38.2,38.64,26.0700580958369,336500,0.0,1.0
2004-10-01,39.4,39.8,38.6,39.7,26.7852304970167,841600,0.0,1.0
2004-09-30,37.64,37.65,36.4,37.25,25.1322376829691,378100,0.0,1.0
2004-09-29,37.9,38.68,37.44,37.64,25.3953671513277,338600,0.0,1.0
2004-09-28,37.49,37.8,36.6,37.8,25.5033177024492,491200,0.0,1.0
2004-09-27,40.25,40.26,37.84,38.0,25.638255891351,261100,0.0,1.0
2004-09-24,41.55,41.72,40.5,40.5,27.3249832526241,676200,0.0,1.0
2004-09-23,42.2,42.35,41.72,42.07,28.3842480355036,38900,0.0,1.0
2004-09-22,41.9,42.5,41.27,42.0,28.337019669388,108900,0.0,1.0
2004-09-21,42.0,42.43,41.45,42.0,28.337019669388,46200,0.0,1.0
2004-09-20,41.84,41.87,41.5,41.76,28.1750938427057,81900,0.0,1.0
2004-09-17,42.0,42.0,41.3,41.7,28.1346123860352,71300,0.0,1.0
2004-09-16,41.64,41.95,41.48,41.85,28.2358160277116,41100,0.0,1.0
2004-09-15,42.0,42.0,41.28,41.53,28.0199149254686,67300,0.0,1.0
2004-09-14,42.0,42.22,41.72,41.92,28.2830443938272,46600,0.0,1.0
2004-09-13,42.24,42.3,41.76,41.94,28.2965382127174,99600,0.0,1.0
2004-09-10,42.7,42.75,41.81,42.2,28.4719578582898,52300,0.0,1.0
2004-09-09,42.75,43.16,42.6,42.6,28.7418342360935,130700,0.0,1.0
2004-09-08,42.95,43.26,42.65,42.65,28.775568783319,127100,0.0,1.0
2004-09-07,42.37,43.45,42.33,43.0,29.0117106138972,99700,0.0,1.0
2004-09-03,41.71,42.15,41.35,42.12,28.4179825827291,87000,0.0,1.0
2004-09-02,40.25,41.92,40.25,41.61,28.0738902010294,169400,0.0,1.0
2004-09-01,40.3,41.2,39.96,40.25,27.1563105164968,171500,0.0,1.0
2004-08-31,40.6,40.84,40.1,40.46,27.2979956148437,61300,0.0,1.0
2004-08-30,42.38,42.42,40.37,40.47,27.3047425242888,181700,0.0,1.0
2004-08-27,41.35,42.67,41.18,42.34,28.5664145905211,92500,0.0,1.0
2004-08-26,41.9,41.9,41.05,41.29,27.8579890987864,49300,0.0,1.0
2004-08-25,41.34,41.59,40.81,41.52,28.0131680160235,145900,0.0,1.0
2004-08-24,41.85,42.2,41.33,41.34,27.8917236460119,100500,0.0,1.0
2004-08-23,40.76,41.25,40.5,40.85,27.5611250832023,169200,0.0,1.0
2004-08-20,39.68,41.12,39.65,40.76,27.5004028981965,170000,0.0,1.0
2004-08-19,39.25,40.09,38.75,39.68,26.7717366781265,259800,0.0,1.0
2004-08-18,39.0,39.61,38.65,39.36,26.5558355758836,99400,0.0,1.0
2004-08-17,38.27,39.24,38.27,39.05,26.3466813830857,183000,0.0,1.0
2004-08-16,36.63,38.6,36.63,38.37,25.8878915408194,142600,0.0,1.0
2004-08-13,37.86,37.86,36.53,36.73,24.7813983918243,154500,0.0,1.0
2004-08-12,38.0,38.1,37.2,37.76,25.4763300646688,128100,0.12,1.0
2004-08-11,38.05,38.36,37.25,38.25,25.7251748937059,109100,0.0,1.0
2004-08-10,37.56,38.46,37.49,38.3,25.7588025733056,138500,0.0,1.0
2004-08-09,36.75,37.76,36.63,37.76,25.3956236336297,145700,0.0,1.0
2004-08-06,37.36,37.36,36.25,36.78,24.7365211134772,105400,0.0,1.0
2004-08-05,38.36,38.55,37.33,37.61,25.2947405948309,165600,0.0,1.0
2004-08-04,38.2,38.99,37.9,38.35,25.7924302529052,87200,0.0,1.0
2004-08-03,39.13,39.25,38.45,38.45,25.8596856121044,78600,0.0,1.0
2004-08-02,39.5,39.75,38.76,39.1,26.2968454468994,212000,0.0,1.0
2004-07-30,40.0,40.4,39.52,39.57,26.6129456351358,129300,0.0,1.0
2004-07-29,39.5,40.15,38.89,40.0,26.9021436796925,164700,0.0,1.0
2004-07-28,39.05,40.35,38.96,40.1,26.9693990388917,105600,0.0,1.0
2004-07-27,37.22,39.34,37.22,39.26,26.4044540216182,130500,0.0,1.0
2004-07-26,37.25,37.72,37.1,37.32,25.0997000531531,70400,0.0,1.0
2004-07-23,37.8,37.8,37.25,37.5,25.2207596997117,71600,0.0,1.0
2004-07-22,38.0,38.12,37.05,37.77,25.4023491695496,100300,0.0,1.0
2004-07-21,39.31,39.31,38.0,38.0,25.5570364957079,76900,0.0,1.0
2004-07-20,37.7,39.23,37.7,39.21,26.3708263420186,82000,0.0,1.0
2004-07-19,39.5,39.75,37.75,37.87,25.4696045287489,103700,0.0,1.0
2004-07-16,39.6,39.89,39.24,39.25,26.3977284856983,115400,0.0,1.0
2004-07-15,39.75,39.86,38.86,39.4,26.4986115244971,58700,0.0,1.0
2004-07-14,40.26,40.28,39.03,39.92,26.8483393923331,79600,0.0,1.0
2004-07-13,40.3,40.83,40.22,40.26,27.0770076136105,39700,0.0,1.0
2004-07-12,40.56,40.6,39.83,40.41,27.1778906524093,67700,0.0,1.0
2004-07-09,40.75,41.0,40.13,40.55,27.2720481552883,72700,0.0,1.0
2004-07-08,41.9,41.91,40.47,40.56,27.2787736912082,78900,0.0,1.0
2004-07-07,42.07,42.59,41.69,41.99,28.2405253277572,111400,0.0,1.0
2004-07-06,42.92,43.3,41.6,41.99,28.2405253277572,85500,0.0,1.0
2004-07-02,42.45,42.95,42.22,42.67,28.697861770312,55000,0.0,1.0
2004-07-01,44.06,44.5,42.01,42.2,28.3817615820756,125400,0.0,1.0
2004-06-30,44.06,44.1,43.25,43.56,29.2964344671851,148800,0.0,1.0
2004-06-29,44.13,44.82,42.77,43.81,29.4645728651832,206000,0.0,1.0
2004-06-28,43.49,45.14,43.44,44.12,29.6730644787008,143200,0.0,1.0
2004-06-25,43.8,44.11,43.38,43.41,29.1955514283863,176900,0.0,1.0
2004-06-24,43.8,44.15,43.59,43.81,29.4645728651832,105400,0.0,1.0
2004-06-23,44.05,44.4,43.36,43.86,29.4982005447828,204900,0.0,1.0
2004-06-22,42.9,44.59,42.8,43.8,29.4578473292633,297100,0.0,1.0
2004-06-21,39.85,44.86,39.75,43.5,29.2560812516656,1015500,0.0,1.0
2004-06-18,36.15,36.45,36.0,36.1,24.2791846709225,96700,0.0,1.0
2004-06-17,35.78,35.84,35.15,35.78,24.0639675214849,77600,0.0,1.0
2004-06-16,36.23,36.23,35.65,36.03,24.232105919483,60300,0.0,1.0
2004-06-15,35.82,36.25,35.72,35.98,24.1984782398834,74900,0.0,1.0
2004-06-14,36.17,36.24,35.51,35.57,23.9227312671665,71500,0.0,1.0
2004-06-10,36.46,36.81,36.27,36.42,24.49440182036,77700,0.0,1.0
2004-06-09,37.65,37.65,36.58,36.71,24.6894423620378,96500,0.0,1.0
2004-06-08,36.35,37.71,36.35,37.71,25.3619959540301,149500,0.0,1.0
2004-06-07,36.47,36.59,35.56,36.39,24.4742252126002,141500,0.0,1.0
2004-06-04,36.5,37.0,36.25,36.55,24.581833787319,158600,0.0,1.0
2004-06-03,36.35,36.61,36.21,36.25,24.3800677097213,115900,0.0,1.0
2004-06-02,36.7,36.71,36.31,36.35,24.4473230689206,217400,0.0,1.0
2004-06-01,36.84,36.93,36.2,36.79,24.7432466493972,162600,0.0,1.0
2004-05-28,36.5,37.1,35.9,36.85,24.7835998649167,754500,0.0,1.0
2004-05-27,39.0,39.23,38.37,38.94,26.1892368721806,177400,0.0,1.0
2004-05-26,39.5,39.7,38.8,39.12,26.3102965187393,134500,0.0,1.0
2004-05-25,37.6,39.46,37.47,39.27,26.4111795575381,134900,0.0,1.0
2004-05-24,37.59,38.3,37.44,37.75,25.3888980977098,101700,0.0,1.0
2004-05-21,36.53,37.35,36.4,37.34,25.1131511249929,77300,0.0,1.0
2004-05-20,36.05,36.81,35.18,36.33,24.4338719970807,82300,0.0,1.0
2004-05-19,36.45,37.16,36.15,36.2,24.3464400301217,92900,0.0,1.0
2004-05-18,36.15,36.6,35.93,36.29,24.406969853401,55400,0.0,1.0
2004-05-17,36.05,36.8,35.9,36.15,24.3128123505221,71100,0.0,1.0
2004-05-14,36.98,37.21,36.03,36.56,24.5885593232389,114200,0.0,1.0
2004-05-13,36.73,38.0,36.73,36.9,24.8172275445163,132500,0.12,1.0
2004-05-12,36.85,37.38,35.5,36.77,24.6496341656366,221400,0.0,1.0
2004-05-11,35.99,37.17,35.99,36.75,24.6362266953262,101900,0.0,1.0
2004-05-10,35.0,36.15,35.0,35.74,23.9591494446519,235300,0.0,1.0
2004-05-07,37.06,38.14,35.65,35.98,24.1200390883765,133500,0.0,1.0
2004-05-06,38.86,39.0,36.5,37.05,24.8373387499819,204000,0.0,1.0
2004-05-05,39.2,39.2,38.5,38.61,25.8831214341917,56000,0.0,1.0
2004-05-04,39.24,39.25,38.02,39.21,26.2853455435031,124400,0.0,1.0
2004-05-03,38.73,39.49,38.3,39.24,26.3054567489687,135400,0.0,1.0
2004-04-30,40.58,40.89,38.52,38.98,26.1311596349337,207900,0.0,1.0
2004-04-29,41.25,41.48,39.56,40.58,27.2037572597642,157200,0.0,1.0
2004-04-28,42.78,42.85,40.7,41.7,27.9545755971456,153000,0.0,1.0
2004-04-27,43.9,43.9,42.65,42.78,28.6785789939062,63400,0.0,1.0
2004-04-26,43.78,44.01,43.15,43.89,29.4226935961324,57700,0.0,1.0
2004-04-23,43.86,44.0,43.01,43.66,29.268507687563,31900,0.0,1.0
2004-04-22,43.28,44.18,42.9,43.76,29.3355450391149,70600,0.0,1.0
2004-04-21,42.75,43.53,42.4,43.2,28.9601358704242,69800,0.0,1.0
2004-04-20,43.08,43.88,42.65,42.75,28.6584677884406,88300,0.0,1.0
2004-04-19,43.75,43.8,42.69,43.08,28.8796910485619,121200,0.0,1.0
2004-04-16,43.0,44.01,42.5,43.85,29.3958786555116,87100,0.0,1.0
2004-04-15,43.79,43.79,42.42,43.01,28.8327649024756,183300,0.0,1.0
2004-04-14,44.85,44.85,43.57,43.79,29.3556562445805,109600,0.0,1.0
2004-04-13,46.45,46.45,44.5,45.25,30.3344015772383,98500,0.0,1.0
2004-04-12,46.06,46.5,45.6,46.2,30.9712564169815,109900,0.0,1.0
2004-04-08,46.95,46.95,46.0,46.03,30.8572929193432,64500,0.0,1.0
2004-04-07,46.05,46.85,45.85,46.8,31.3734805262929,76300,0.0,1.0
2004-04-06,45.9,46.36,45.75,46.0,30.8371817138777,87800,0.0,1.0
2004-04-05,45.13,46.09,44.5,46.01,30.8438854490328,227800,0.0,1.0
2004-04-02,46.43,47.5,45.31,45.38,30.4215501342558,219200,0.0,1.0
2004-04-01,46.1,46.65,45.8,46.43,31.1254423255509,109900,0.0,1.0
2004-03-31,45.45,46.19,45.45,46.19,30.9645526818263,130600,0.0,1.0
2004-03-30,45.88,45.95,45.5,45.5,30.5019949561181,62000,0.0,1.0
2004-03-29,45.55,46.2,45.55,45.88,30.7567368920154,111900,0.0,1.0
2004-03-26,45.45,45.6,45.25,45.38,30.4215501342558,73900,0.0,1.0
2004-03-25,44.51,45.6,44.51,45.39,30.428253869411,39700,0.0,1.0
2004-03-24,44.44,44.6,44.26,44.51,29.8383251757542,35000,0.0,1.0
2004-03-23,44.05,44.86,44.05,44.37,29.7444728835816,55800,0.0,1.0
2004-03-22,44.75,44.75,43.85,43.9,29.4293973312876,75100,0.0,1.0
2004-03-19,45.0,45.06,44.68,44.95,30.1332895225826,126000,0.0,1.0
2004-03-18,45.0,45.1,44.78,44.99,30.1601044632034,90800,0.0,1.0
2004-03-17,44.99,45.16,44.71,45.0,30.1668081983586,141900,0.0,1.0
2004-03-16,45.71,45.99,43.65,44.93,30.1198820522722,122000,0.0,1.0
2004-03-15,46.5,46.51,45.61,45.7,30.6360696592219,67900,0.0,1.0
2004-03-12,46.25,46.7,46.05,46.69,31.2997394395858,62800,0.0,1.0
2004-03-11,45.8,46.47,45.5,46.0,30.8371817138777,63900,0.0,1.0
2004-03-10,46.67,46.67,45.56,45.9,30.7701443623257,145600,0.0,1.0
2004-03-09,46.2,46.65,46.2,46.47,31.1522572661716,135500,0.0,1.0
2004-03-08,46.2,46.6,46.1,46.45,31.1388497958612,77600,0.0,1.0
2004-03-05,46.35,46.4,45.5,46.4,31.1053311200853,61400,0.0,1.0
2004-03-04,45.26,46.1,45.21,46.1,30.9042190654296,60800,0.0,1.0
2004-03-03,45.25,45.8,44.4,45.01,30.1735119335138,77200,0.0,1.0
2004-03-02,45.46,45.7,45.0,45.07,30.2137343444449,57200,0.0,1.0
2004-03-01,44.2,45.66,44.2,45.46,30.4751800154974,84700,0.0,1.0
2004-02-27,43.9,44.45,43.85,43.95,29.4629160070635,46300,0.0,1.0
2004-02-26,44.48,44.48,43.43,43.88,29.4159898609772,64900,0.0,1.0
2004-02-25,43.76,44.47,43.63,44.24,29.6573243265641,68800,0.0,1.0
2004-02-24,43.0,43.7,42.55,43.51,29.1679516602352,92600,0.0,1.0
2004-02-23,43.2,43.21,42.68,43.03,28.846172372786,100900,0.0,1.0
2004-02-20,42.3,43.25,42.2,43.23,28.9802470758898,75100,0.0,1.0
2004-02-19,42.0,42.95,41.9,42.21,28.2964660900603,93400,0.0,1.0
2004-02-18,42.28,42.6,41.31,41.8,28.0216129486975,88100,0.0,1.0
2004-02-17,41.35,42.75,41.26,42.28,28.3433922361467,66400,0.0,1.0
2004-02-13,44.41,44.41,41.2,41.23,27.6395000448516,117600,0.0,1.0
2004-02-12,43.43,44.69,42.75,44.41,29.7712878242023,189400,0.12,1.0
2004-02-11,42.46,43.6,42.2,43.55,29.1160921792951,158900,0.0,1.0
2004-02-10,41.65,42.62,41.3,42.21,28.2202124199322,160500,0.0,1.0
2004-02-09,40.65,42.38,40.55,41.65,27.8458149085566,156000,0.0,1.0
2004-02-06,39.02,40.8,38.84,40.7,27.2106762731874,153800,0.0,1.0
2004-02-05,38.6,39.18,38.48,38.77,25.9203419929109,96300,0.0,1.0
2004-02-04,38.81,39.3,38.39,38.73,25.893599313527,125500,0.0,1.0
2004-02-03,39.05,39.25,38.21,38.56,25.7799429261451,111800,0.0,1.0
2004-02-02,38.35,38.65,37.95,38.65,25.840113954759,119500,0.0,1.0
2004-01-30,38.02,38.4,37.79,38.3,25.6061155101493,56000,0.0,1.0
2004-01-29,37.99,38.68,37.99,38.02,25.4189167544615,74700,0.0,1.0
2004-01-28,37.61,38.25,37.45,37.95,25.3721170655396,80000,0.0,1.0
2004-01-27,37.8,38.24,37.22,37.86,25.3119460369257,96800,0.0,1.0
2004-01-26,38.1,38.14,37.24,37.7,25.2049753193898,92600,0.0,1.0
2004-01-23,37.7,38.49,37.42,38.22,25.5526301513814,85500,0.0,1.0
2004-01-22,38.7,39.0,37.84,37.84,25.2985746972337,111700,0.0,1.0
2004-01-21,38.1,38.74,37.71,38.51,25.7465145769151,220000,0.0,1.0
2004-01-20,38.5,38.75,37.7,38.2,25.5392588116894,248400,0.0,1.0
2004-01-16,38.28,38.56,37.9,38.35,25.6395438593793,91900,0.0,1.0
2004-01-15,37.65,37.91,37.25,37.84,25.2985746972337,83300,0.0,1.0
2004-01-14,37.26,37.8,37.15,37.45,25.03783357324,63300,0.0,1.0
2004-01-13,37.05,37.4,36.52,37.06,24.7770924492463,87000,0.0,1.0
2004-01-12,35.6,37.39,35.6,37.33,24.9576055350881,207600,0.0,1.0
2004-01-09,35.53,36.15,35.4,35.6,23.8009846517315,149000,0.0,1.0
2004-01-08,36.06,37.44,35.31,35.78,23.9213267089593,375700,0.0,1.0
2004-01-07,34.61,35.25,34.17,35.2,23.5335578578918,128000,0.0,1.0
2004-01-06,34.97,34.97,34.13,34.6,23.1324176671323,82300,0.0,1.0
2004-01-05,34.26,35.03,34.26,34.85,23.2995594132821,86800,0.0,1.0
2004-01-02,34.0,34.99,34.0,34.22,22.8783622129846,275200,0.0,1.0
2003-12-31,33.75,34.34,33.5,33.88,22.6510494382209,83600,0.0,1.0
2003-12-30,33.85,33.99,33.25,33.55,22.4304223333031,88800,0.0,1.0
2003-12-29,33.75,34.11,33.56,33.91,22.6711064477588,24700,0.0,1.0
2003-12-26,34.0,34.0,33.8,33.88,22.6510494382209,12700,0.0,1.0
2003-12-24,34.3,34.3,33.65,33.96,22.7045347969888,13300,0.0,1.0
2003-12-23,33.45,34.2,33.44,34.2,22.8649908732926,30400,0.0,1.0
2003-12-22,33.5,33.96,33.1,33.33,22.2833375966913,96300,0.0,1.0
2003-12-19,33.5,33.69,33.2,33.3,22.2632805871533,96600,0.0,1.0
2003-12-18,33.74,34.38,33.51,33.73,22.550764390531,83000,0.0,1.0
2003-12-17,32.85,33.74,32.8,33.74,22.557450060377,121800,0.0,1.0
2003-12-16,33.09,33.09,32.41,32.77,21.9089400853157,170900,0.0,1.0
2003-12-15,33.5,33.8,32.6,32.84,21.9557397742377,147700,0.0,1.0
2003-12-12,32.95,33.9,32.35,32.55,21.7618553487039,367700,0.0,1.0
2003-12-11,30.34,31.5,30.0,31.35,20.9595749671849,286700,0.0,1.0
2003-12-10,30.4,30.62,29.6,30.29,20.2508939635097,232700,0.0,1.0
2003-12-09,32.0,32.23,30.63,30.81,20.5985487955013,87000,0.0,1.0
2003-12-08,32.6,32.7,31.6,31.8,21.2604301102545,82300,0.0,1.0
2003-12-05,33.49,33.85,32.58,32.6,21.7952836979339,90600,0.0,1.0
2003-12-04,33.55,33.58,32.55,33.49,22.3903083142272,53500,0.0,1.0
2003-12-03,34.6,34.6,33.42,33.6,22.4638506825331,74700,0.0,1.0
2003-12-02,34.6,34.77,34.35,34.37,22.9786472606745,89200,0.0,2.0
2003-12-01,68.03,69.32,68.03,68.8,22.9987042702124,93800,0.0,1.0
2003-11-28,66.52,68.41,66.52,68.28,22.8248768542166,12600,0.0,1.0
2003-11-26,65.47,66.87,64.86,66.55,22.2465664125383,59200,0.0,1.0
2003-11-25,65.1,65.69,64.85,64.96,21.715055659782,61300,0.0,1.0
2003-11-24,65.5,65.75,64.7,64.85,21.678284475629,36400,0.0,1.0
2003-11-21,64.95,65.25,64.83,65.15,21.7785695233189,19700,0.0,1.0
2003-11-20,64.55,64.99,64.29,64.7,21.6281419517841,34300,0.0,1.0
2003-11-19,63.85,66.4,63.85,64.65,21.6114277771691,39300,0.0,1.0
2003-11-18,64.57,64.84,63.4,63.85,21.3440009833294,33700,0.0,1.0
2003-11-17,64.8,64.95,63.65,64.32,21.5011142247102,56400,0.0,1.0
2003-11-14,64.96,65.0,64.35,64.95,21.711712824859,68300,0.0,1.0
2003-11-13,65.8,66.4,65.55,65.55,21.9122829202387,56700,0.21,1.0
2003-11-12,66.45,66.66,65.73,66.05,22.0089155547714,57500,0.0,1.0
2003-11-11,67.55,67.55,66.15,66.7,22.2255059425171,79100,0.0,1.0
2003-11-10,68.9,70.7,67.8,67.8,22.592043521779,66500,0.0,1.0
2003-11-07,69.15,69.5,68.68,68.68,22.8852735851885,19400,0.0,1.0
2003-11-06,69.51,69.51,68.9,68.9,22.9585811010409,26200,0.0,1.0
2003-11-05,69.7,70.0,69.3,69.31,23.0951996533112,12000,0.0,1.0
2003-11-04,70.07,70.91,69.7,69.7,23.2251538859586,29400,0.0,1.0
2003-11-03,68.5,70.01,68.5,69.84,23.2718041233192,63000,0.0,1.0
2003-10-31,68.32,68.7,68.0,68.5,22.825294708582,29000,0.0,1.0
2003-10-30,69.55,69.84,68.25,68.32,22.7653158319755,30400,0.0,1.0
2003-10-29,69.75,69.8,69.0,69.3,23.0918674934998,23400,0.0,1.0
2003-10-28,68.75,69.5,68.7,69.5,23.1585106897292,26900,0.0,1.0
2003-10-27,67.31,68.8,67.31,68.55,22.8419555076394,33700,0.0,1.0
2003-10-24,66.84,67.5,66.51,67.21,22.3954460929022,59400,0.0,1.0
2003-10-23,67.33,67.95,66.17,66.76,22.2454989013859,68200,0.0,1.0
2003-10-22,68.79,68.79,67.35,67.58,22.5187360059266,50800,0.0,1.0
2003-10-21,68.92,69.62,68.4,68.79,22.9219273431147,58400,0.0,1.0
2003-10-20,70.0,70.27,68.85,68.86,22.945252461795,25100,0.0,1.0
2003-10-17,71.2,71.65,69.74,70.2,23.3917618765322,52300,0.0,1.0
2003-10-16,69.95,71.05,69.63,71.05,23.6749954605073,45500,0.0,1.0
2003-10-15,69.75,69.9,69.55,69.9,23.2917970821881,20300,0.0,1.0
2003-10-14,69.4,69.85,69.2,69.75,23.241814685016,123700,0.0,1.0
2003-10-13,69.4,69.6,69.34,69.4,23.1251890916145,75600,0.0,1.0
2003-10-10,69.99,70.0,69.04,69.38,23.1185247719915,32700,0.0,1.0
2003-10-09,70.58,71.0,69.51,69.99,23.3217865204913,88200,0.0,1.0
2003-10-08,70.7,70.75,70.24,70.43,23.4684015521961,60700,0.0,1.0
2003-10-07,71.05,71.22,70.4,70.54,23.5050553101223,62800,0.0,1.0
2003-10-06,68.55,70.5,68.55,70.41,23.4617372325731,72200,0.0,1.0
