,INGN_Open,INGN_High,INGN_Low,INGN_Close,INGN_Adj Close,INGN_Volume,INGN_Dividend Amount,INGN_Split Coefficient
2020-06-02,38.82,39.13,37.79,38.84,38.84,178113,0.0,1.0
2020-06-01,37.24,39.12,36.79,38.55,38.55,264425,0.0,1.0
2020-05-29,38.63,38.63,36.74,38.0,38.0,389841,0.0,1.0
2020-05-28,37.92,39.6,37.57,38.38,38.38,301729,0.0,1.0
2020-05-27,37.65,37.88,36.305,37.5,37.5,563526,0.0,1.0
2020-05-26,37.47,38.34,36.5,37.05,37.05,435167,0.0,1.0
2020-05-22,36.97,37.2,36.1,36.8,36.8,184354,0.0,1.0
2020-05-21,36.66,37.25,36.2,36.57,36.57,243945,0.0,1.0
2020-05-20,38.04,38.16,36.55,36.78,36.78,278209,0.0,1.0
2020-05-19,38.45,38.83,37.34,37.42,37.42,219108,0.0,1.0
2020-05-18,38.56,39.46,37.9,38.15,38.15,278260,0.0,1.0
2020-05-15,37.33,37.97,37.05,37.64,37.64,189129,0.0,1.0
2020-05-14,35.45,37.9535,34.625,37.41,37.41,367399,0.0,1.0
2020-05-13,37.08,37.1,34.68,36.11,36.11,491177,0.0,1.0
2020-05-12,39.62,39.69,37.03,37.04,37.04,443915,0.0,1.0
2020-05-11,39.63,40.095,38.5,39.64,39.64,463015,0.0,1.0
2020-05-08,41.6,42.19,39.88,40.15,40.15,374070,0.0,1.0
2020-05-07,40.56,42.4,40.07,41.21,41.21,649425,0.0,1.0
2020-05-06,48.58,48.62,39.15,39.505,39.505,1599143,0.0,1.0
2020-05-05,50.67,54.0,50.5801,52.9,52.9,429748,0.0,1.0
2020-05-04,51.32,51.49,49.69,50.26,50.26,583778,0.0,1.0
2020-05-01,49.22,51.75,48.6937,51.54,51.54,456491,0.0,1.0
2020-04-30,51.92,52.02,49.92,50.0,50.0,561744,0.0,1.0
2020-04-29,53.89,54.43,51.6,52.0,52.0,377818,0.0,1.0
2020-04-28,52.69,54.17,50.82,53.0,53.0,436217,0.0,1.0
2020-04-27,49.93,52.03,49.93,51.51,51.51,320146,0.0,1.0
2020-04-24,50.71,51.52,49.04,49.48,49.48,183989,0.0,1.0
2020-04-23,48.45,51.04,47.21,49.98,49.98,315461,0.0,1.0
2020-04-22,48.02,49.32,46.25,47.8,47.8,340403,0.0,1.0
2020-04-21,49.08,49.565,46.9,47.82,47.82,217398,0.0,1.0
2020-04-20,49.18,50.8,48.33,49.77,49.77,182664,0.0,1.0
2020-04-17,47.46,49.75,46.93,49.3,49.3,176165,0.0,1.0
2020-04-16,49.77,50.76,46.22,46.62,46.62,334102,0.0,1.0
2020-04-15,49.54,50.94,48.245,49.24,49.24,370524,0.0,1.0
2020-04-14,55.0,55.55,50.9,51.13,51.13,287398,0.0,1.0
2020-04-13,53.92,54.44,52.48,53.77,53.77,336122,0.0,1.0
2020-04-09,51.33,54.22,51.14,53.56,53.56,225334,0.0,1.0
2020-04-08,51.75,51.75,49.2,51.06,51.06,419924,0.0,1.0
2020-04-07,53.89,54.96,49.67,50.29,50.29,421099,0.0,1.0
2020-04-06,52.0,53.62,50.42,53.34,53.34,286092,0.0,1.0
2020-04-03,50.78,52.0,50.05,50.91,50.91,316554,0.0,1.0
2020-04-02,48.6,51.47,48.32,50.55,50.55,248102,0.0,1.0
2020-04-01,51.12,51.12,47.01,48.99,48.99,324980,0.0,1.0
2020-03-31,51.93,53.71,50.67,51.66,51.66,263458,0.0,1.0
2020-03-30,51.45,53.465,50.03,51.42,51.42,459791,0.0,1.0
2020-03-27,53.61,54.0,49.22,50.06,50.06,624302,0.0,1.0
2020-03-26,50.55,55.18,49.52,54.89,54.89,697488,0.0,1.0
2020-03-25,51.06,52.82,46.33,52.5,52.5,770098,0.0,1.0
2020-03-24,50.17,52.0,43.11,51.04,51.04,1137701,0.0,1.0
2020-03-23,40.55,50.67,40.53,48.36,48.36,883467,0.0,1.0
2020-03-20,37.37,40.44,36.08,40.0,40.0,786891,0.0,1.0
2020-03-19,32.46,37.19,32.45,37.04,37.04,636337,0.0,1.0
2020-03-18,36.6,37.42,31.21,32.63,32.63,497743,0.0,1.0
2020-03-17,39.93,40.7828,36.22,37.71,37.71,638126,0.0,1.0
2020-03-16,38.0,41.455,35.0,39.19,39.19,507608,0.0,1.0
2020-03-13,42.61,44.075,40.8905,43.85,43.85,728795,0.0,1.0
2020-03-12,37.68,41.44,37.22,40.58,40.58,624052,0.0,1.0
2020-03-11,43.29,43.75,40.38,40.61,40.61,421234,0.0,1.0
2020-03-10,43.81,44.66,41.32,44.33,44.33,413348,0.0,1.0
2020-03-09,42.25,43.7,40.4,43.0,43.0,445036,0.0,1.0
2020-03-06,41.72,46.69,41.59,44.52,44.52,419721,0.0,1.0
2020-03-05,43.92,44.491,41.62,42.58,42.58,283154,0.0,1.0
2020-03-04,45.4,45.52,43.07,44.87,44.87,207697,0.0,1.0
2020-03-03,47.73,48.62,42.74,44.11,44.11,439360,0.0,1.0
2020-03-02,45.71,47.82,45.71,47.67,47.67,475770,0.0,1.0
2020-02-28,46.6,47.715,43.56,45.78,45.78,964851,0.0,1.0
2020-02-27,46.76,48.93,45.55,47.93,47.93,656469,0.0,1.0
2020-02-26,37.25,49.78,37.25,47.88,47.88,1150300,0.0,1.0
2020-02-25,43.49,43.58,41.52,41.98,41.98,892840,0.0,1.0
2020-02-24,42.8,43.77,42.21,43.44,43.44,294997,0.0,1.0
2020-02-21,44.64,45.06,43.93,44.13,44.13,247968,0.0,1.0
2020-02-20,45.37,45.91,44.19,44.85,44.85,264132,0.0,1.0
2020-02-19,45.22,45.96,44.3611,45.46,45.46,474429,0.0,1.0
2020-02-18,46.2,46.7424,44.92,45.18,45.18,248321,0.0,1.0
2020-02-14,46.25,47.74,45.69,46.22,46.22,202293,0.0,1.0
2020-02-13,45.63,46.23,44.88,46.16,46.16,151943,0.0,1.0
2020-02-12,46.44,46.92,44.81,45.88,45.88,290929,0.0,1.0
2020-02-11,45.68,47.37,45.18,46.6,46.6,289330,0.0,1.0
2020-02-10,46.76,46.85,45.03,45.34,45.34,264166,0.0,1.0
2020-02-07,48.09,48.09,46.22,46.81,46.81,194776,0.0,1.0
2020-02-06,47.8,48.91,47.1326,48.2,48.2,255382,0.0,1.0
2020-02-05,45.81,48.11,45.81,47.72,47.72,332702,0.0,1.0
2020-02-04,45.72,46.61,45.07,45.42,45.42,170236,0.0,1.0
2020-02-03,44.67,45.66,44.57,45.02,45.02,447310,0.0,1.0
2020-01-31,45.1,45.11,43.31,44.27,44.27,252892,0.0,1.0
2020-01-30,45.51,46.0605,45.08,45.28,45.28,232028,0.0,1.0
2020-01-29,46.07,46.47,45.525,45.96,45.96,215762,0.0,1.0
2020-01-28,46.7,47.264,45.04,46.64,46.64,249574,0.0,1.0
2020-01-27,45.78,47.37,44.78,46.36,46.36,418560,0.0,1.0
2020-01-24,47.86,47.86,45.875,46.75,46.75,309043,0.0,1.0
2020-01-23,47.56,47.73,46.15,47.63,47.63,257183,0.0,1.0
2020-01-22,48.76,49.0,47.56,47.655,47.655,238399,0.0,1.0
2020-01-21,49.01,49.79,48.11,48.6,48.6,238401,0.0,1.0
2020-01-17,52.22,52.73,49.11,49.43,49.43,249765,0.0,1.0
2020-01-16,51.09,53.73,50.9289,51.79,51.79,319512,0.0,1.0
2020-01-15,50.39,53.19,50.38,50.87,50.87,556439,0.0,1.0
2020-01-14,47.8,50.78,47.3,50.38,50.38,1028823,0.0,1.0
2020-01-13,47.63,50.92,47.28,47.69,47.69,1540288,0.0,1.0
2020-01-10,63.51,64.5,60.31,61.17,61.17,630914,0.0,1.0
2020-01-09,66.35,66.76,63.055,63.22,63.22,270015,0.0,1.0
2020-01-08,65.85,67.015,65.47,65.86,65.86,213912,0.0,1.0
2020-01-07,66.37,66.925,64.75,66.17,66.17,223294,0.0,1.0
2020-01-06,65.85,67.05,64.53,66.66,66.66,247215,0.0,1.0
2020-01-03,66.4,66.99,65.55,66.34,66.34,232583,0.0,1.0
2020-01-02,68.68,68.68,66.7,67.59,67.59,231418,0.0,1.0
2019-12-31,67.63,69.25,67.3,68.33,68.33,189804,0.0,1.0
2019-12-30,68.36,68.75,67.13,67.85,67.85,336357,0.0,1.0
2019-12-27,71.03,71.03,68.34,68.54,68.54,314182,0.0,1.0
2019-12-26,71.24,72.3,70.07,70.3,70.3,194718,0.0,1.0
2019-12-24,71.2,72.245,70.579,71.47,71.47,144114,0.0,1.0
2019-12-23,71.29,71.29,69.73,70.87,70.87,331774,0.0,1.0
2019-12-20,71.52,72.12,70.85,70.97,70.97,460953,0.0,1.0
2019-12-19,71.81,71.9213,70.53,71.07,71.07,262699,0.0,1.0
2019-12-18,71.17,71.715,70.83,71.51,71.51,208241,0.0,1.0
2019-12-17,71.21,71.21,68.47,70.91,70.91,217516,0.0,1.0
2019-12-16,71.39,72.04,70.585,70.86,70.86,177763,0.0,1.0
2019-12-13,71.46,72.16,70.56,70.74,70.74,165961,0.0,1.0
2019-12-12,71.44,73.23,70.78,71.69,71.69,198229,0.0,1.0
2019-12-11,71.71,72.91,70.93,71.61,71.61,141550,0.0,1.0
2019-12-10,71.88,72.99,70.3,71.7,71.7,358597,0.0,1.0
2019-12-09,71.92,72.74,70.05,71.38,71.38,331310,0.0,1.0
2019-12-06,72.42,73.49,71.8882,72.27,72.27,247154,0.0,1.0
2019-12-05,72.78,73.07,71.5,71.78,71.78,200692,0.0,1.0
2019-12-04,74.19,74.55,72.47,72.57,72.57,208367,0.0,1.0
2019-12-03,71.08,73.7,70.51,73.42,73.42,254655,0.0,1.0
2019-12-02,73.41,73.8,71.05,71.68,71.68,440941,0.0,1.0
2019-11-29,73.56,74.27,73.09,73.61,73.61,67553,0.0,1.0
2019-11-27,75.17,76.6899,73.31,73.89,73.89,194758,0.0,1.0
2019-11-26,76.16,76.89,74.06,74.9,74.9,442828,0.0,1.0
2019-11-25,73.04,76.26,72.22,76.15,76.15,434915,0.0,1.0
2019-11-22,71.15,73.11,70.61,73.08,73.08,377314,0.0,1.0
2019-11-21,70.59,71.01,69.43,70.6,70.6,305452,0.0,1.0
2019-11-20,71.18,71.47,69.31,70.55,70.55,438224,0.0,1.0
2019-11-19,69.82,71.48,69.09,71.18,71.18,305015,0.0,1.0
2019-11-18,71.09,71.56,68.92,69.66,69.66,353894,0.0,1.0
2019-11-15,70.35,72.544,70.14,71.28,71.28,400244,0.0,1.0
2019-11-14,69.7,70.15,68.52,69.7,69.7,338499,0.0,1.0
2019-11-13,68.72,70.14,67.51,70.1,70.1,524819,0.0,1.0
2019-11-12,67.36,69.32,66.384,69.05,69.05,462338,0.0,1.0
2019-11-11,69.09,69.36,66.08,67.6,67.6,530850,0.0,1.0
2019-11-08,69.34,70.91,67.9,69.07,69.07,538642,0.0,1.0
2019-11-07,67.91,70.12,66.03,69.05,69.05,985214,0.0,1.0
2019-11-06,68.63,73.0,65.12,67.69,67.69,1808153,0.0,1.0
2019-11-05,57.82,60.03,57.28,59.32,59.32,783267,0.0,1.0
2019-11-04,56.41,58.18,56.1,57.7,57.7,408779,0.0,1.0
2019-11-01,54.62,57.26,54.555,56.02,56.02,347927,0.0,1.0
2019-10-31,54.08,54.595,52.85,54.435,54.435,339899,0.0,1.0
2019-10-30,53.9,54.3,52.79,54.21,54.21,318742,0.0,1.0
2019-10-29,54.22,54.83,53.26,53.94,53.94,291918,0.0,1.0
2019-10-28,52.57,54.42,52.54,54.33,54.33,330502,0.0,1.0
2019-10-25,51.69,53.63,51.23,52.52,52.52,200842,0.0,1.0
2019-10-24,52.44,52.45,51.12,51.64,51.64,385645,0.0,1.0
2019-10-23,50.89,52.16,49.92,52.01,52.01,312305,0.0,1.0
2019-10-22,49.58,51.37,48.61,50.8,50.8,242215,0.0,1.0
2019-10-21,49.51,50.29,49.025,49.52,49.52,389363,0.0,1.0
2019-10-18,49.42,49.85,48.32,48.98,48.98,165733,0.0,1.0
2019-10-17,49.86,50.06,48.96,49.39,49.39,196645,0.0,1.0
2019-10-16,48.74,49.83,47.955,48.96,48.96,204335,0.0,1.0
2019-10-15,48.16,49.44,47.17,48.74,48.74,328413,0.0,1.0
2019-10-14,48.46,49.5,45.56,47.84,47.84,320624,0.0,1.0
2019-10-11,46.87,49.44,46.25,48.67,48.67,351836,0.0,1.0
2019-10-10,47.63,47.9,45.5501,46.08,46.08,246576,0.0,1.0
2019-10-09,47.19,47.79,46.61,47.67,47.67,175052,0.0,1.0
2019-10-08,47.26,48.01,46.27,46.73,46.73,346097,0.0,1.0
2019-10-07,47.87,48.6,47.62,47.9,47.9,255890,0.0,1.0
2019-10-04,47.73,48.33,46.93,47.815,47.815,205718,0.0,1.0
2019-10-03,45.93,47.67,45.59,47.41,47.41,335042,0.0,1.0
2019-10-02,45.54,46.121,44.13,45.95,45.95,361502,0.0,1.0
2019-10-01,48.0,49.0,45.66,46.0,46.0,218764,0.0,1.0
2019-09-30,47.77,49.0,47.11,47.91,47.91,232237,0.0,1.0
2019-09-27,47.73,48.89,47.28,47.77,47.77,231605,0.0,1.0
2019-09-26,48.24,48.24,46.69,47.37,47.37,191560,0.0,1.0
2019-09-25,47.84,49.19,47.71,48.32,48.32,297658,0.0,1.0
2019-09-24,47.63,48.62,47.4,47.95,47.95,372448,0.0,1.0
2019-09-23,48.11,48.35,46.18,47.37,47.37,365674,0.0,1.0
2019-09-20,48.95,50.08,47.76,48.62,48.62,654730,0.0,1.0
2019-09-19,48.23,50.05,47.86,49.09,49.09,686169,0.0,1.0
2019-09-18,50.51,50.99,47.61,48.46,48.46,610175,0.0,1.0
2019-09-17,51.58,52.8,49.66,50.59,50.59,4076222,0.0,1.0
2019-09-16,47.97,51.67,47.87,51.5,51.5,757762,0.0,1.0
2019-09-13,49.51,55.41,47.88,48.41,48.41,1319779,0.0,1.0
2019-09-12,48.25,48.38,46.68,47.08,47.08,334240,0.0,1.0
2019-09-11,47.04,48.34,45.6315,47.95,47.95,506271,0.0,1.0
2019-09-10,42.44,46.76,42.42,46.68,46.68,508488,0.0,1.0
2019-09-09,43.78,44.36,42.52,42.81,42.81,335576,0.0,1.0
2019-09-06,44.8,45.03,43.49,43.67,43.67,289410,0.0,1.0
2019-09-05,42.95,44.2606,42.53,43.93,43.93,382976,0.0,1.0
2019-09-04,44.64,45.24,42.12,42.51,42.51,576628,0.0,1.0
2019-09-03,45.8,46.27,43.53,44.22,44.22,495491,0.0,1.0
2019-08-30,46.04,46.82,45.47,46.37,46.37,532157,0.0,1.0
2019-08-29,46.62,47.12,45.32,45.87,45.87,408178,0.0,1.0
2019-08-28,45.41,46.97,45.34,45.89,45.89,377672,0.0,1.0
2019-08-27,46.87,47.33,44.52,45.47,45.47,449943,0.0,1.0
2019-08-26,44.93,46.7,44.48,46.41,46.41,449032,0.0,1.0
2019-08-23,44.74,46.37,44.2101,44.6,44.6,504497,0.0,1.0
2019-08-22,43.37,45.05,42.84,44.72,44.72,835979,0.0,1.0
2019-08-21,42.1,43.4895,41.527,43.29,43.29,588914,0.0,1.0
2019-08-20,43.13,43.16,41.71,41.82,41.82,418981,0.0,1.0
2019-08-19,42.5,43.1,42.01,42.48,42.48,531534,0.0,1.0
2019-08-16,43.27,44.13,42.01,42.18,42.18,597877,0.0,1.0
2019-08-15,42.93,43.44,42.22,42.88,42.88,346297,0.0,1.0
2019-08-14,45.47,45.5,42.69,42.93,42.93,486080,0.0,1.0
2019-08-13,44.64,47.33,44.64,45.96,45.96,523599,0.0,1.0
2019-08-12,44.74,45.89,44.215,44.98,44.98,878570,0.0,1.0
2019-08-09,46.89,47.49,44.57,44.94,44.94,824391,0.0,1.0
2019-08-08,41.98,46.78,41.62,46.66,46.66,1348083,0.0,1.0
2019-08-07,45.69,46.0,41.1868,42.32,42.32,3302729,0.0,1.0
2019-08-06,58.76,59.46,54.25,55.18,55.18,1170867,0.0,1.0
2019-08-05,57.35,58.41,56.63,58.06,58.06,582998,0.0,1.0
2019-08-02,60.14,61.42,57.89,58.75,58.75,398535,0.0,1.0
2019-08-01,61.45,62.66,59.68,60.69,60.69,270223,0.0,1.0
2019-07-31,63.19,64.13,60.625,61.5,61.5,296496,0.0,1.0
2019-07-30,59.4,63.23,59.4,63.18,63.18,504956,0.0,1.0
2019-07-29,61.53,61.53,58.71,59.66,59.66,446983,0.0,1.0
2019-07-26,60.55,61.555,60.5,61.35,61.35,195383,0.0,1.0
2019-07-25,60.65,62.61,59.12,60.28,60.28,524229,0.0,1.0
2019-07-24,57.34,60.78,56.83,60.5,60.5,487314,0.0,1.0
2019-07-23,58.49,59.14,56.96,57.35,57.35,394549,0.0,1.0
2019-07-22,59.39,60.54,57.68,58.19,58.19,363894,0.0,1.0
2019-07-19,59.83,60.26,58.2,58.67,58.67,398974,0.0,1.0
2019-07-18,60.04,60.42,58.43,59.81,59.81,410015,0.0,1.0
2019-07-17,62.03,62.7492,59.84,59.89,59.89,419186,0.0,1.0
2019-07-16,62.45,63.44,61.96,62.02,62.02,167104,0.0,1.0
2019-07-15,62.5,63.585,62.06,62.62,62.62,146919,0.0,1.0
2019-07-12,62.28,62.95,61.58,62.68,62.68,244170,0.0,1.0
2019-07-11,63.85,64.9,61.82,62.17,62.17,437152,0.0,1.0
2019-07-10,63.53,64.1834,62.74,63.7,63.7,212389,0.0,1.0
2019-07-09,63.55,63.955,61.35,63.26,63.26,407878,0.0,1.0
2019-07-08,65.63,66.359,62.7,63.7,63.7,325871,0.0,1.0
2019-07-05,64.67,66.08,63.8,65.89,65.89,301248,0.0,1.0
2019-07-03,63.46,65.52,63.46,65.38,65.38,197906,0.0,1.0
2019-07-02,66.84,66.84,64.7,65.26,65.26,246533,0.0,1.0
2019-07-01,67.6,67.76,65.77,66.71,66.71,426716,0.0,1.0
2019-06-28,63.53,67.01,63.015,66.76,66.76,648516,0.0,1.0
2019-06-27,64.72,65.66,64.37,65.49,65.49,773826,0.0,1.0
2019-06-26,68.27,68.88,63.57,64.32,64.32,865630,0.0,1.0
2019-06-25,71.3,71.3,67.84,67.96,67.96,620866,0.0,1.0
2019-06-24,71.56,72.56,70.9,71.19,71.19,296164,0.0,1.0
2019-06-21,72.36,72.46,70.06,71.33,71.33,489937,0.0,1.0
2019-06-20,72.12,73.38,70.9,72.67,72.67,491057,0.0,1.0
2019-06-19,71.0,71.81,70.18,71.13,71.13,387341,0.0,1.0
2019-06-18,71.7,74.06,70.96,71.03,71.03,453649,0.0,1.0
2019-06-17,68.37,71.35,68.23,71.31,71.31,517439,0.0,1.0
2019-06-14,67.73,68.32,66.21,68.0,68.0,315011,0.0,1.0
2019-06-13,67.45,68.28,64.96,67.67,67.67,497213,0.0,1.0
2019-06-12,65.63,67.815,65.61,67.39,67.39,440334,0.0,1.0
2019-06-11,66.37,67.67,65.23,66.09,66.09,648805,0.0,1.0
2019-06-10,66.51,67.275,64.31,64.61,64.61,444767,0.0,1.0
2019-06-07,65.53,66.78,64.82,66.24,66.24,401454,0.0,1.0
2019-06-06,62.78,65.085,62.315,64.9,64.9,751397,0.0,1.0
2019-06-05,65.5,65.9245,63.19,63.19,63.19,496626,0.0,1.0
2019-06-04,64.15,65.23,62.77,65.05,65.05,598308,0.0,1.0
2019-06-03,64.3,64.76,62.7465,63.35,63.35,488156,0.0,1.0
2019-05-31,63.95,65.31,62.9,64.47,64.47,668348,0.0,1.0
2019-05-30,63.74,64.99,63.47,64.68,64.68,403389,0.0,1.0
2019-05-29,64.54,65.32,62.83,63.62,63.62,588671,0.0,1.0
2019-05-28,65.7,66.6502,64.11,64.97,64.97,422015,0.0,1.0
2019-05-24,66.39,67.24,65.51,66.0,66.0,426241,0.0,1.0
2019-05-23,67.43,67.53,65.29,66.11,66.11,437029,0.0,1.0
2019-05-22,68.95,69.1,67.4656,68.06,68.06,351903,0.0,1.0
2019-05-21,70.72,71.4751,68.7086,68.99,68.99,661969,0.0,1.0
2019-05-20,70.85,71.97,68.87,69.95,69.95,575307,0.0,1.0
2019-05-17,74.04,75.46,70.655,71.4,71.4,567526,0.0,1.0
2019-05-16,74.85,77.52,74.56,74.95,74.95,529996,0.0,1.0
2019-05-15,72.67,75.96,72.52,74.85,74.85,421601,0.0,1.0
2019-05-14,73.5,74.92,72.78,73.37,73.37,599589,0.0,1.0
2019-05-13,71.9,73.67,70.44,73.18,73.18,513067,0.0,1.0
2019-05-10,72.2,74.15,69.13,74.04,74.04,640662,0.0,1.0
2019-05-09,67.01,72.85,65.34,72.24,72.24,1375293,0.0,1.0
2019-05-08,64.62,71.72,64.01,67.79,67.79,5201298,0.0,1.0
2019-05-07,94.5,95.59,90.23,91.14,91.14,731457,0.0,1.0
2019-05-06,91.0,95.25,90.5,95.15,95.15,602364,0.0,1.0
2019-05-03,88.96,92.55,88.6572,91.68,91.68,482043,0.0,1.0
2019-05-02,86.06,89.37,85.51,88.11,88.11,267099,0.0,1.0
2019-05-01,87.75,87.75,85.66,85.85,85.85,266827,0.0,1.0
2019-04-30,86.97,89.35,86.25,87.3,87.3,427273,0.0,1.0
2019-04-29,86.43,89.35,86.03,87.0,87.0,596114,0.0,1.0
2019-04-26,82.69,86.63,82.52,86.22,86.22,600246,0.0,1.0
2019-04-25,83.31,84.185,82.11,82.95,82.95,602538,0.0,1.0
2019-04-24,84.27,86.47,82.89,83.4,83.4,526389,0.0,1.0
2019-04-23,79.02,85.19,78.81,84.04,84.04,870188,0.0,1.0
2019-04-22,78.61,79.66,77.52,78.86,78.86,624756,0.0,1.0
2019-04-18,79.84,80.59,77.14,78.69,78.69,749221,0.0,1.0
2019-04-17,82.67,82.92,79.28,79.91,79.91,407316,0.0,1.0
2019-04-16,83.63,83.945,81.35,82.27,82.27,330755,0.0,1.0
2019-04-15,84.12,84.83,82.72,83.14,83.14,385433,0.0,1.0
2019-04-12,88.67,89.74,83.56,84.83,84.83,482304,0.0,1.0
2019-04-11,89.58,89.58,86.01,88.01,88.01,874292,0.0,1.0
2019-04-10,89.29,91.765,88.17,89.57,89.57,304456,0.0,1.0
2019-04-09,92.3,93.19,88.75,89.49,89.49,497681,0.0,1.0
2019-04-08,93.44,93.667,91.12,92.94,92.94,248856,0.0,1.0
2019-04-05,92.59,93.8,92.42,93.37,93.37,285112,0.0,1.0
2019-04-04,90.45,93.87,90.45,92.42,92.42,414597,0.0,1.0
2019-04-03,91.25,94.9,89.95,90.2,90.2,668372,0.0,1.0
2019-04-02,91.25,91.53,88.21,90.18,90.18,483914,0.0,1.0
2019-04-01,95.97,96.0,90.5,91.25,91.25,491189,0.0,1.0
2019-03-29,94.16,96.22,92.92,95.37,95.37,343828,0.0,1.0
2019-03-28,92.61,94.8,91.94,93.75,93.75,330855,0.0,1.0
2019-03-27,92.45,93.22,88.71,92.54,92.54,487391,0.0,1.0
2019-03-26,92.36,94.24,91.72,92.64,92.64,363098,0.0,1.0
2019-03-25,89.84,92.3,89.07,91.78,91.78,420835,0.0,1.0
2019-03-22,94.17,94.57,89.7901,90.12,90.12,431342,0.0,1.0
2019-03-21,93.08,95.57,93.0,94.68,94.68,391975,0.0,1.0
2019-03-20,95.79,96.99,92.965,93.27,93.27,423887,0.0,1.0
2019-03-19,96.14,97.65,94.22,96.11,96.11,399996,0.0,1.0
2019-03-18,95.2,98.42,95.2,95.71,95.71,473600,0.0,1.0
2019-03-15,96.62,97.88,94.91,95.12,95.12,609830,0.0,1.0
2019-03-14,97.28,98.0977,95.11,96.38,96.38,279443,0.0,1.0
2019-03-13,96.31,98.48,95.01,97.44,97.44,378587,0.0,1.0
2019-03-12,96.44,97.78,95.18,95.84,95.84,532674,0.0,1.0
2019-03-11,93.82,96.86,91.9,96.28,96.28,701186,0.0,1.0
2019-03-08,96.66,96.99,93.54,93.95,93.95,605025,0.0,1.0
2019-03-07,98.11,98.11,96.2,97.23,97.23,744963,0.0,1.0
2019-03-06,102.81,103.21,97.84,98.51,98.51,624949,0.0,1.0
2019-03-05,103.44,103.82,101.4,102.6,102.6,605912,0.0,1.0
2019-03-04,106.71,107.6583,102.87,102.99,102.99,773865,0.0,1.0
2019-03-01,108.91,109.86,104.25,106.97,106.97,575142,0.0,1.0
2019-02-28,107.01,110.3,107.0,107.46,107.46,954274,0.0,1.0
2019-02-27,117.25,118.0,100.5,106.28,106.28,3648914,0.0,1.0
2019-02-26,145.28,145.745,139.95,140.06,140.06,716158,0.0,1.0
2019-02-25,144.4,146.89,143.82,144.43,144.43,778393,0.0,1.0
2019-02-22,139.6,143.83,139.1244,143.33,143.33,429393,0.0,1.0
2019-02-21,140.06,140.5,137.9,138.99,138.99,242483,0.0,1.0
2019-02-20,139.76,141.48,139.44,140.51,140.51,259698,0.0,1.0
2019-02-19,141.73,142.16,138.38,139.44,139.44,368575,0.0,1.0
2019-02-15,138.98,143.2,137.91,141.89,141.89,385306,0.0,1.0
2019-02-14,135.9,138.5,134.52,138.25,138.25,410649,0.0,1.0
2019-02-13,138.1,139.2,133.0401,136.1,136.1,844801,0.0,1.0
2019-02-12,143.42,144.18,135.0,138.05,138.05,2737063,0.0,1.0
2019-02-11,135.35,142.36,134.5,142.2,142.2,849950,0.0,1.0
2019-02-08,138.57,139.7,125.54,136.72,136.72,2061229,0.0,1.0
2019-02-07,142.63,142.63,138.09,139.74,139.74,483655,0.0,1.0
2019-02-06,144.0,145.685,138.835,144.07,144.07,441711,0.0,1.0
2019-02-05,151.7,152.59,144.04,144.07,144.07,651869,0.0,1.0
2019-02-04,152.87,155.75,151.27,151.33,151.33,492039,0.0,1.0
2019-02-01,151.21,154.61,151.15,152.23,152.23,262626,0.0,1.0
2019-01-31,150.37,154.44,150.12,151.21,151.21,336817,0.0,1.0
2019-01-30,147.7,150.93,145.52,149.8,149.8,329455,0.0,1.0
2019-01-29,145.74,147.9672,144.4,146.17,146.17,212045,0.0,1.0
2019-01-28,148.26,150.08,145.25,145.71,145.71,227215,0.0,1.0
2019-01-25,147.87,150.52,144.54,149.92,149.92,261966,0.0,1.0
2019-01-24,143.18,147.62,142.58,147.23,147.23,231003,0.0,1.0
2019-01-23,146.68,147.51,141.05,143.03,143.03,313223,0.0,1.0
2019-01-22,151.22,151.3,144.7,145.99,145.99,445081,0.0,1.0
2019-01-18,150.22,152.74,149.485,150.13,150.13,558387,0.0,1.0
2019-01-17,146.17,149.3,145.07,148.54,148.54,474291,0.0,1.0
2019-01-16,145.35,148.78,144.77,146.16,146.16,556976,0.0,1.0
2019-01-15,139.11,149.44,135.64,145.2,145.2,698018,0.0,1.0
2019-01-14,134.54,140.79,131.82,139.71,139.71,565811,0.0,1.0
2019-01-11,140.91,140.91,134.42,135.81,135.81,366884,0.0,1.0
2019-01-10,136.0,141.46,134.82,141.36,141.36,348898,0.0,1.0
2019-01-09,134.5,138.95,134.5,136.59,136.59,387052,0.0,1.0
2019-01-08,138.86,139.86,130.8,133.19,133.19,629763,0.0,1.0
2019-01-07,128.52,136.435,127.42,136.14,136.14,527781,0.0,1.0
2019-01-04,121.5,129.23,121.5,127.9,127.9,339151,0.0,1.0
2019-01-03,122.54,124.495,119.22,121.13,121.13,489079,0.0,1.0
2019-01-02,122.0,123.38,118.815,123.22,123.22,539226,0.0,1.0
2018-12-31,123.63,125.8,122.89,124.17,124.17,357813,0.0,1.0
2018-12-28,124.07,124.74,120.22,122.48,122.48,239720,0.0,1.0
2018-12-27,120.34,127.2853,117.23,122.81,122.81,300721,0.0,1.0
2018-12-26,113.85,123.07,113.5,123.07,123.07,419635,0.0,1.0
2018-12-24,114.29,115.57,110.5101,112.83,112.83,161838,0.0,1.0
2018-12-21,116.32,118.12,113.2158,115.29,115.29,558802,0.0,1.0
2018-12-20,120.42,121.1,112.2151,115.58,115.58,514782,0.0,1.0
2018-12-19,128.52,130.23,118.81,120.1,120.1,542054,0.0,1.0
