,HSKA_Open,HSKA_High,HSKA_Low,HSKA_Close,HSKA_Adj Close,HSKA_Volume,HSKA_Dividend Amount,HSKA_Split Coefficient
2003-12-29,2.55,2.62,2.3,2.43,23.609331986321,343000,0.0,1.0
2003-12-26,2.72,2.72,2.41,2.6,25.2610136479155,107000,0.0,1.0
2003-12-24,2.74,2.74,2.6,2.64,25.6496446271142,29000,0.0,1.0
2003-12-23,2.53,2.65,2.31,2.62,25.4553291375149,89000,0.0,1.0
2003-12-22,2.66,2.8,2.6,2.63,25.5524868823145,67000,0.0,1.0
2003-12-19,2.85,2.85,2.63,2.7,26.2325910959123,42000,0.0,1.0
2003-12-18,2.69,2.85,2.69,2.71,26.3297488407119,119000,0.0,1.0
2003-12-17,2.63,2.83,2.6,2.66,25.8439601167136,149000,0.0,1.0
2003-12-16,2.8,2.88,2.67,2.69,26.1354333511126,90000,0.0,1.0
2003-12-15,3.0,3.009,2.83,2.9,28.1757459919058,100000,0.0,1.0
2003-12-12,3.0,3.0,2.85,3.0,29.1473234399025,107000,0.0,1.0
2003-12-11,2.77,3.019,2.66,3.0,29.1473234399025,199000,0.0,1.0
2003-12-10,2.49,2.75,2.48,2.75,26.7183798199106,264000,0.0,1.0
2003-12-09,2.75,2.81,2.43,2.48,24.0951207103194,175000,0.0,1.0
2003-12-08,2.67,2.85,2.67,2.71,26.3297488407119,154000,0.0,1.0
2003-12-05,2.71,2.85,2.67,2.71,26.3297488407119,121000,0.0,1.0
2003-12-04,3.1,3.15,2.61,2.8,27.204168543909,400000,0.0,1.0
2003-12-03,3.05,3.21,3.05,3.089,30.0120273686196,156000,0.0,1.0
2003-12-02,3.2,3.28,3.06,3.1,30.1189008878993,211000,0.0,1.0
2003-12-01,3.25,3.389,3.01,3.15,30.6046896118976,313000,0.0,1.0
2003-11-28,3.29,3.4,3.1,3.15,30.6046896118976,123000,0.0,1.0
2003-11-26,3.5,3.52,3.25,3.27,31.7705825494937,245000,0.0,1.0
2003-11-25,3.22,3.49,3.22,3.48,33.8108951902869,332000,0.0,1.0
2003-11-24,3.24,3.49,3.18,3.3,32.0620557838928,584000,0.0,1.0
2003-11-21,3.16,3.21,3.09,3.16,30.7018473566973,107000,0.0,1.0
2003-11-20,3.26,3.32,3.02,3.09,30.0217431430996,387000,0.0,1.0
2003-11-19,2.73,3.35,2.72,3.35,32.5478445078911,1482000,0.0,1.0
2003-11-18,2.72,2.74,2.6,2.69,26.1354333511126,118000,0.0,1.0
2003-11-17,2.74,2.78,2.56,2.67,25.9411178615132,138000,0.0,1.0
2003-11-14,2.7,2.8,2.6,2.78,27.0098530543097,106000,0.0,1.0
2003-11-13,2.71,2.74,2.5,2.7,26.2325910959123,151000,0.0,1.0
2003-11-12,2.65,2.7,2.52,2.69,26.1354333511126,298000,0.0,1.0
2003-11-11,2.84,2.87,2.58,2.69,26.1354333511126,301000,0.0,1.0
2003-11-10,2.7,3.0,2.5,2.687,26.1062860276727,532000,0.0,1.0
2003-11-07,2.25,2.98,2.25,2.59,25.1638559031158,521000,0.0,1.0
2003-11-06,2.16,2.33,2.15,2.28,22.1519658143259,95000,0.0,1.0
2003-11-05,2.15,2.32,2.05,2.3,22.3462813039253,190000,0.0,1.0
2003-11-04,2.05,2.23,1.96,2.22,21.5690193455279,82000,0.0,1.0
2003-11-03,2.0,2.21,2.0,2.161,20.9957886512098,97000,0.0,1.0
2003-10-31,2.09,2.2,2.02,2.2,21.3747038559285,128000,0.0,1.0
2003-10-30,2.01,2.129,1.95,2.04,19.8201799391337,110000,0.0,1.0
2003-10-29,1.85,2.1,1.8,2.0,19.431548959935,297000,0.0,1.0
2003-10-28,2.05,2.05,1.87,1.999,19.421833185455,80000,0.0,1.0
2003-10-27,1.9,2.05,1.88,1.93,18.7514447463373,52000,0.0,1.0
2003-10-24,1.9,2.0,1.8,2.0,19.431548959935,78000,0.0,1.0
2003-10-23,2.0,2.07,1.76,1.975,19.1886545979358,255000,0.0,1.0
2003-10-22,2.1,2.2,1.99,2.018,19.6064329005744,250000,0.0,1.0
2003-10-21,2.0,2.37,1.96,2.1,20.4031264079318,149000,0.0,1.0
2003-10-20,2.05,2.07,1.98,2.0,19.431548959935,110000,0.0,1.0
2003-10-17,2.05,2.07,1.95,2.05,19.9173376839334,93000,0.0,1.0
2003-10-16,2.05,2.12,1.98,2.04,19.8201799391337,103000,0.0,1.0
2003-10-15,1.95,2.15,1.95,1.98,19.2372334703357,81000,0.0,1.0
2003-10-14,2.17,2.19,1.9,1.93,18.7514447463373,352000,0.0,1.0
2003-10-13,2.15,2.38,2.0,2.05,19.9173376839334,488000,0.0,1.0
2003-10-10,1.83,2.24,1.83,2.08,20.2088109183324,709000,0.0,1.0
2003-10-09,1.6,1.76,1.6,1.7,16.5168166159448,133000,0.0,1.0
2003-10-08,1.7,1.7,1.64,1.65,16.0310278919464,87000,0.0,1.0
2003-10-07,1.65,1.72,1.6,1.659,16.1184698622661,19000,0.0,1.0
2003-10-06,1.7,1.9,1.64,1.69,16.4196588711451,55000,0.0,1.0
2003-10-03,1.71,1.79,1.65,1.69,16.4196588711451,36000,0.0,1.0
2003-10-02,1.68,1.82,1.68,1.71,16.6139743607444,39000,0.0,1.0
2003-10-01,1.75,1.88,1.56,1.75,17.0026053399431,75000,0.0,1.0
2003-09-30,1.78,1.8,1.75,1.75,17.0026053399431,10000,0.0,1.0
2003-09-29,1.82,1.9,1.71,1.79,17.3912363191418,30000,0.0,1.0
2003-09-26,1.85,1.89,1.7,1.79,17.3912363191418,72000,0.0,1.0
2003-09-25,1.89,1.9,1.81,1.82,17.6827095535409,43000,0.0,1.0
2003-09-24,1.86,1.98,1.84,1.9,18.4599715119383,42000,0.0,1.0
2003-09-23,1.95,2.0,1.8,1.989,19.3246754406554,85000,0.0,1.0
2003-09-22,2.09,2.1,1.98,2.0,19.431548959935,62000,0.0,1.0
2003-09-19,2.1,2.15,2.0,2.08,20.2088109183324,82000,0.0,1.0
2003-09-18,2.02,2.1,1.97,2.06,20.0144954287331,80000,0.0,1.0
2003-09-17,2.05,2.11,1.91,1.989,19.3246754406554,116000,0.0,1.0
2003-09-16,1.77,2.1,1.77,2.1,20.4031264079318,136000,0.0,1.0
2003-09-15,2.0,2.0,1.81,1.98,19.2372334703357,96000,0.0,1.0
2003-09-12,1.73,2.0,1.7,1.94,18.848602491137,185000,0.0,1.0
2003-09-11,1.62,1.74,1.61,1.7,16.5168166159448,97000,0.0,1.0
2003-09-10,1.69,1.72,1.64,1.69,16.4196588711451,56000,0.0,1.0
2003-09-09,1.72,1.73,1.6,1.69,16.4196588711451,59000,0.0,1.0
2003-09-08,1.7,1.75,1.6,1.73,16.8082898503438,108000,0.0,1.0
2003-09-05,1.7,1.75,1.63,1.69,16.4196588711451,77000,0.0,1.0
2003-09-04,1.74,1.74,1.56,1.64,15.9338701471467,147000,0.0,1.0
2003-09-03,1.6,1.75,1.6,1.7,16.5168166159448,230000,0.0,1.0
2003-09-02,1.55,1.66,1.53,1.6,15.545239167948,94000,0.0,1.0
2003-08-29,1.53,1.53,1.49,1.53,14.8651349543503,189000,0.0,1.0
2003-08-28,1.51,1.58,1.486,1.54,14.96229269915,297000,0.0,1.0
2003-08-27,1.45,1.63,1.42,1.541,14.9720084736299,325000,0.0,1.0
2003-08-26,1.43,1.47,1.4,1.46,14.1850307407526,156000,0.0,1.0
2003-08-25,1.35,1.43,1.26,1.43,13.8935575063535,170000,0.0,1.0
2003-08-22,1.31,1.35,1.27,1.35,13.1162955479561,54000,0.0,1.0
2003-08-21,1.29,1.35,1.29,1.34,13.0191378031565,60000,0.0,1.0
2003-08-20,1.27,1.35,1.22,1.29,12.5333490791581,107000,0.0,1.0
2003-08-19,1.16,1.27,1.13,1.27,12.3390335895587,103000,0.0,1.0
2003-08-18,1.19,1.19,1.12,1.19,11.5617716311613,17000,0.0,1.0
2003-08-15,1.07,1.2,1.05,1.19,11.5617716311613,69000,0.0,1.0
2003-08-14,1.05,1.14,1.05,1.13,10.9788251623633,42000,0.0,1.0
2003-08-13,1.07,1.08,1.04,1.05,10.2015632039659,26000,0.0,1.0
2003-08-12,1.1,1.12,1.02,1.05,10.2015632039659,25000,0.0,1.0
2003-08-11,1.1,1.12,1.05,1.09,10.5901941831646,20000,0.0,1.0
2003-08-08,1.08,1.08,1.02,1.07,10.3958786935652,62000,0.0,1.0
2003-08-07,1.07,1.09,1.06,1.06,10.2987209487656,35000,0.0,1.0
2003-08-06,1.11,1.11,1.02,1.05,10.2015632039659,58000,0.0,1.0
2003-08-05,1.03,1.11,1.01,1.11,10.7845096727639,60000,0.0,1.0
2003-08-04,1.03,1.08,1.01,1.03,10.0072477143665,67000,0.0,1.0
2003-08-01,1.19,1.19,1.0,1.04,10.1044054591662,443000,0.0,1.0
2003-07-31,1.19,1.22,1.09,1.199,11.649213601481,154000,0.0,1.0
2003-07-30,1.35,1.35,0.98,1.08,10.4930364383649,358000,0.0,1.0
2003-07-29,1.34,1.35,1.25,1.34,13.0191378031565,59000,0.0,1.0
2003-07-28,1.35,1.36,1.33,1.33,12.9219800583568,41000,0.0,1.0
2003-07-25,1.34,1.35,1.32,1.331,12.9316958328367,34000,0.0,1.0
2003-07-24,1.3,1.36,1.3,1.34,13.0191378031565,21000,0.0,1.0
2003-07-23,1.41,1.41,1.3,1.3,12.6305068239578,18000,0.0,1.0
2003-07-22,1.45,1.45,1.31,1.42,13.7963997615539,42000,0.0,1.0
2003-07-21,1.38,1.44,1.36,1.42,13.7963997615539,14000,0.0,1.0
2003-07-18,1.35,1.38,1.33,1.38,13.4077687823552,20000,0.0,1.0
2003-07-17,1.45,1.45,1.35,1.35,13.1162955479561,17000,0.0,1.0
2003-07-16,1.43,1.45,1.35,1.43,13.8935575063535,84000,0.0,1.0
2003-07-15,1.38,1.43,1.33,1.39,13.5049265271548,25000,0.0,1.0
2003-07-14,1.15,1.48,1.15,1.39,13.5049265271548,76000,0.0,1.0
2003-07-11,1.19,1.3,1.19,1.3,12.6305068239578,73000,0.0,1.0
2003-07-10,1.2,1.25,1.2,1.25,12.1447180999594,14000,0.0,1.0
2003-07-09,1.25,1.279,1.22,1.23,11.95040261036,40000,0.0,1.0
2003-07-08,1.26,1.27,1.22,1.26,12.2418758447591,19000,0.0,1.0
2003-07-07,1.24,1.29,1.18,1.21,11.7560871207607,32300,0.0,1.0
2003-07-03,1.21,1.27,1.2,1.24,12.0475603551597,36100,0.0,1.0
2003-07-02,1.27,1.29,1.2,1.21,11.7560871207607,20000,0.0,1.0
2003-07-01,1.289,1.29,1.2,1.27,12.3390335895587,24000,0.0,1.0
2003-06-30,1.19,1.3,1.19,1.28,12.4361913343584,22000,0.0,1.0
2003-06-27,1.3,1.3,1.18,1.25,12.1447180999594,90000,0.0,1.0
2003-06-26,1.27,1.34,1.21,1.3,12.6305068239578,76000,0.0,1.0
2003-06-25,1.3,1.35,1.28,1.28,12.4361913343584,18000,0.0,1.0
2003-06-24,1.3,1.3,1.21,1.29,12.5333490791581,35000,0.0,1.0
2003-06-23,1.28,1.41,1.23,1.25,12.1447180999594,88000,0.0,1.0
2003-06-20,1.27,1.28,1.2,1.27,12.3390335895587,90000,0.0,1.0
2003-06-19,1.21,1.34,1.2,1.29,12.5333490791581,64000,0.0,1.0
2003-06-18,1.37,1.37,1.28,1.34,13.0191378031565,80000,0.0,1.0
2003-06-17,1.39,1.44,1.33,1.34,13.0191378031565,56000,0.0,1.0
2003-06-16,1.4,1.45,1.32,1.39,13.5049265271548,72000,0.0,1.0
2003-06-13,1.41,1.44,1.32,1.33,12.9219800583568,72000,0.0,1.0
2003-06-12,1.42,1.5,1.4,1.41,13.6992420167542,72000,0.0,1.0
2003-06-11,1.44,1.5,1.429,1.44,13.9907152511532,48000,0.0,1.0
2003-06-10,1.45,1.47,1.42,1.469,14.2724727110723,19000,0.0,1.0
2003-06-09,1.52,1.52,1.42,1.46,14.1850307407526,58000,0.0,1.0
2003-06-06,1.48,1.54,1.42,1.46,14.1850307407526,138000,0.0,1.0
2003-06-05,1.57,1.57,1.43,1.45,14.0878729959529,38000,0.0,1.0
2003-06-04,1.5,1.55,1.4,1.55,15.0594504439496,45000,0.0,1.0
2003-06-03,1.48,1.5,1.41,1.46,14.1850307407526,59000,0.0,1.0
2003-06-02,1.48,1.64,1.45,1.5,14.5736617199513,83000,0.0,1.0
2003-05-30,1.55,1.55,1.39,1.45,14.0878729959529,168000,0.0,1.0
2003-05-29,1.6,1.69,1.42,1.5,14.5736617199513,200000,0.0,1.0
2003-05-28,1.41,1.821,1.37,1.53,14.8651349543503,236000,0.0,1.0
2003-05-27,1.43,1.43,1.37,1.4,13.6020842719545,35000,0.0,1.0
2003-05-23,1.41,1.43,1.35,1.43,13.8935575063535,54000,0.0,1.0
2003-05-22,1.35,1.45,1.3,1.41,13.6992420167542,56000,0.0,1.0
2003-05-21,1.35,1.35,1.291,1.32,12.8248223135571,26000,0.0,1.0
2003-05-20,1.34,1.37,1.27,1.3,12.6305068239578,83000,0.0,1.0
2003-05-19,1.36,1.4,1.31,1.39,13.5049265271548,26000,0.0,1.0
2003-05-16,1.34,1.42,1.34,1.4,13.6020842719545,48000,0.0,1.0
2003-05-15,1.35,1.42,1.27,1.37,13.3106110375555,98000,0.0,1.0
2003-05-14,1.3,1.35,1.26,1.32,12.8248223135571,26000,0.0,1.0
2003-05-13,1.3,1.35,1.27,1.33,12.9219800583568,26000,0.0,1.0
2003-05-12,1.22,1.34,1.22,1.3,12.6305068239578,14000,0.0,1.0
2003-05-09,1.3,1.37,1.22,1.25,12.1447180999594,42000,0.0,1.0
2003-05-08,1.4,1.4,1.26,1.28,12.4361913343584,52000,0.0,1.0
2003-05-07,1.5,1.52,1.22,1.4,13.6020842719545,186000,0.0,1.0
2003-05-06,1.41,1.51,1.41,1.41,13.6992420167542,83000,0.0,1.0
2003-05-05,1.4,1.5,1.3,1.5,14.5736617199513,181000,0.0,1.0
2003-05-02,1.48,1.48,1.3,1.43,13.8935575063535,66000,0.0,1.0
2003-05-01,1.24,1.45,1.22,1.35,13.1162955479561,62000,0.0,1.0
2003-04-30,1.35,1.38,1.25,1.28,12.4361913343584,136000,0.0,1.0
2003-04-29,1.42,1.5,1.28,1.3,12.6305068239578,73000,0.0,1.0
2003-04-28,1.27,1.45,1.27,1.43,13.8935575063535,102000,0.0,1.0
2003-04-25,1.21,1.33,1.16,1.27,12.3390335895587,71000,0.0,1.0
2003-04-24,1.4,1.4,1.24,1.24,12.0475603551597,66000,0.0,1.0
2003-04-23,1.5,1.5,1.25,1.29,12.5333490791581,139000,0.0,1.0
2003-04-22,1.5,1.55,1.41,1.43,13.8935575063535,210000,0.0,1.0
2003-04-21,1.14,1.56,1.11,1.51,14.6708194647509,665000,0.0,1.0
2003-04-17,1.1,1.14,0.98,1.14,11.075982907163,86000,0.0,1.0
2003-04-16,0.96,1.06,0.94,1.06,10.2987209487656,126000,0.0,1.0
2003-04-15,0.87,0.98,0.87,0.92,8.93851252157011,39000,0.0,1.0
2003-04-14,1.02,1.02,0.9,0.98,9.52145899036815,11000,0.0,1.0
2003-04-11,1.0,1.1,0.92,0.95,9.22998575596913,35000,0.0,1.0
2003-04-10,0.92,0.97,0.92,0.95,9.22998575596913,34000,0.0,1.0
2003-04-09,0.95,0.96,0.91,0.95,9.22998575596913,34000,0.0,1.0
2003-04-08,0.95,0.96,0.95,0.95,9.22998575596913,8000,0.0,1.0
2003-04-07,0.94,1.04,0.9,0.95,9.22998575596913,16000,0.0,1.0
2003-04-04,0.94,1.05,0.92,0.95,9.22998575596913,74000,0.0,1.0
2003-04-03,0.93,0.95,0.88,0.94,9.13282801116945,16000,0.0,1.0
2003-04-02,0.83,0.93,0.83,0.93,9.03567026636978,116000,0.0,1.0
2003-04-01,0.85,0.85,0.84,0.84,8.1612505631727,37000,0.0,1.0
2003-03-31,0.81,0.88,0.81,0.88,8.5498815423714,24000,0.0,1.0
2003-03-28,0.85,0.89,0.82,0.82,7.96693507357335,37000,0.0,1.0
2003-03-27,0.84,0.85,0.82,0.85,8.25840830797238,18000,0.0,1.0
2003-03-26,0.82,0.88,0.82,0.85,8.25840830797238,39000,0.0,1.0
2003-03-25,0.83,0.85,0.79,0.82,7.96693507357335,15000,0.0,1.0
2003-03-24,0.81,0.82,0.81,0.82,7.96693507357335,4000,0.0,1.0
2003-03-21,0.82,0.85,0.81,0.83,8.06409281837303,11000,0.0,1.0
2003-03-20,0.85,0.85,0.83,0.835,8.11267169077287,35000,0.0,1.0
2003-03-19,0.8,0.85,0.8,0.85,8.25840830797238,65000,0.0,1.0
2003-03-18,0.84,0.84,0.69,0.81,7.86977732877368,16000,0.0,1.0
2003-03-17,0.85,0.85,0.78,0.78,7.57830409437465,6000,0.0,1.0
2003-03-14,0.81,0.84,0.78,0.79,7.67546183917433,3000,0.0,1.0
2003-03-13,0.78,0.78,0.78,0.78,7.57830409437465,2000,0.0,1.0
2003-03-12,0.78,0.82,0.78,0.79,7.67546183917433,6000,0.0,1.0
2003-03-11,0.84,0.93,0.8,0.85,8.25840830797238,9000,0.0,1.0
2003-03-10,0.85,0.85,0.8,0.84,8.1612505631727,13000,0.0,1.0
2003-03-07,0.83,0.86,0.81,0.81,7.86977732877368,41000,0.0,1.0
2003-03-06,0.76,0.85,0.76,0.84,8.1612505631727,55000,0.0,1.0
2003-03-05,0.84,0.85,0.78,0.78,7.57830409437465,21000,0.0,1.0
2003-03-04,0.81,0.82,0.81,0.81,7.86977732877368,7000,0.0,1.0
2003-03-03,0.85,0.85,0.68,0.81,7.86977732877368,27000,0.0,1.0
2003-02-28,0.79,0.87,0.79,0.87,8.45272379757173,38000,0.0,1.0
2003-02-27,0.86,0.86,0.81,0.81,7.86977732877368,51000,0.0,1.0
2003-02-26,0.86,0.86,0.85,0.86,8.35556605277205,4000,0.0,1.0
2003-02-25,0.79,0.89,0.77,0.88,8.5498815423714,58000,0.0,1.0
2003-02-24,0.8,0.89,0.7,0.85,8.25840830797238,100000,0.0,1.0
2003-02-21,0.75,0.75,0.72,0.75,7.28683085997563,17000,0.0,1.0
2003-02-20,0.79,0.79,0.67,0.74,7.18967311517595,35000,0.0,1.0
2003-02-19,0.8,0.81,0.8,0.8,7.772619583974,18000,0.0,1.0
2003-02-18,0.8,0.88,0.75,0.8,7.772619583974,39000,0.0,1.0
2003-02-14,0.83,0.88,0.8,0.83,8.06409281837303,90000,0.0,1.0
2003-02-13,0.84,0.84,0.75,0.819,7.95721929909339,60000,0.0,1.0
2003-02-12,0.82,0.96,0.77,0.84,8.1612505631727,126000,0.0,1.0
2003-02-11,0.93,0.96,0.75,0.88,8.5498815423714,156000,0.0,1.0
2003-02-10,1.08,1.15,0.8,1.0,9.71577447996751,319000,0.0,1.0
2003-02-07,0.8,1.18,0.8,1.0,9.71577447996751,209000,0.0,1.0
2003-02-06,0.75,0.79,0.74,0.74,7.18967311517595,52000,0.0,1.0
2003-02-05,0.72,0.72,0.71,0.71,6.89819988077693,18000,0.0,1.0
2003-02-04,0.7,0.73,0.7,0.71,6.89819988077693,25000,0.0,1.0
2003-02-03,0.69,0.75,0.69,0.701,6.81075791045722,30000,0.0,1.0
2003-01-31,0.71,0.72,0.69,0.7,6.80104213597725,28000,0.0,1.0
2003-01-30,0.72,0.76,0.4,0.71,6.89819988077693,37000,0.0,1.0
2003-01-29,0.7,0.77,0.66,0.74,7.18967311517595,31000,0.0,1.0
2003-01-28,0.7,0.77,0.66,0.74,7.18967311517595,70000,0.0,1.0
2003-01-27,0.75,0.75,0.68,0.7,6.80104213597725,104000,0.0,1.0
2003-01-24,0.79,0.79,0.72,0.75,7.28683085997563,110000,0.0,1.0
2003-01-23,0.7,0.79,0.69,0.75,7.28683085997563,66000,0.0,1.0
2003-01-22,0.66,0.75,0.66,0.69,6.70388439117758,88000,0.0,1.0
2003-01-21,0.65,0.7,0.64,0.67,6.50956890157823,189000,0.0,1.0
2003-01-17,0.57,0.65,0.53,0.63,6.12093792237953,70000,0.0,1.0
2003-01-16,0.56,0.6,0.53,0.54,5.24651821918245,258000,0.0,1.0
2003-01-15,0.49,0.57,0.46,0.55,5.34367596398213,388000,0.0,1.0
2003-01-14,0.46,0.47,0.41,0.44,4.2749407711857,163000,0.0,1.0
2003-01-13,0.35,0.47,0.35,0.47,4.56641400558473,351000,0.0,1.0
2003-01-10,0.37,0.37,0.35,0.37,3.59483655758798,6000,0.0,1.0
2003-01-09,0.37,0.37,0.35,0.37,3.59483655758798,32000,0.0,1.0
2003-01-08,0.379,0.38,0.35,0.35,3.40052106798863,20000,0.0,1.0
2003-01-07,0.35,0.38,0.34,0.38,3.69199430238765,5000,0.0,1.0
2003-01-06,0.38,0.38,0.32,0.34,3.30336332318895,12000,0.0,1.0
2003-01-03,0.38,0.38,0.32,0.35,3.40052106798863,19000,0.0,1.0
2003-01-02,0.38,0.39,0.34,0.38,3.69199430238765,32000,0.0,1.0
2002-12-31,0.3,0.39,0.3,0.35,3.40052106798863,28000,0.0,1.0
2002-12-30,0.31,0.35,0.3,0.35,3.40052106798863,52000,0.0,1.0
2002-12-27,0.31,0.39,0.31,0.35,3.40052106798863,5000,0.0,1.0
2002-12-26,0.32,0.39,0.3,0.32,3.1090478335896,52000,0.0,1.0
2002-12-24,0.33,0.34,0.3,0.3,2.91473234399025,91000,0.0,1.0
2002-12-23,0.33,0.37,0.32,0.37,3.59483655758798,43200,0.0,1.0
2002-12-20,0.35,0.39,0.32,0.33,3.20620557838928,74100,0.0,1.0
2002-12-19,0.36,0.391,0.34,0.35,3.40052106798863,43000,0.0,1.0
2002-12-18,0.41,0.41,0.35,0.35,3.40052106798863,49000,0.0,1.0
2002-12-17,0.37,0.4,0.35,0.35,3.40052106798863,23000,0.0,1.0
2002-12-16,0.37,0.39,0.36,0.36,3.4976788127883,22000,0.0,1.0
2002-12-13,0.45,0.45,0.38,0.38,3.69199430238765,20000,0.0,1.0
2002-12-12,0.42,0.42,0.42,0.42,4.08062528158635,4000,0.0,1.0
2002-12-11,0.44,0.45,0.4,0.411,3.99318331126664,47000,0.0,1.0
2002-12-10,0.42,0.44,0.39,0.39,3.78915204718733,3000,0.0,1.0
2002-12-09,0.42,0.46,0.39,0.39,3.78915204718733,51000,0.0,1.0
2002-12-06,0.43,0.43,0.39,0.42,4.08062528158635,32000,0.0,1.0
2002-12-05,0.43,0.46,0.39,0.419,4.07090950710638,217000,0.0,1.0
2002-12-04,0.41,0.44,0.4,0.4,3.886309791987,51000,0.0,1.0
2002-12-03,0.42,0.45,0.39,0.41,3.98346753678668,205000,0.0,1.0
2002-12-02,0.42,0.42,0.38,0.38,3.69199430238765,87000,0.0,1.0
2002-11-29,0.401,0.401,0.4,0.4,3.886309791987,21000,0.0,1.0
2002-11-27,0.41,0.42,0.38,0.42,4.08062528158635,54000,0.0,1.0
2002-11-26,0.39,0.41,0.38,0.4,3.886309791987,140000,0.0,1.0
2002-11-25,0.4,0.4,0.37,0.38,3.69199430238765,9000,0.0,1.0
2002-11-22,0.4,0.43,0.37,0.43,4.17778302638603,91000,0.0,1.0
2002-11-21,0.41,0.41,0.34,0.37,3.59483655758798,50000,0.0,1.0
2002-11-20,0.37,0.44,0.37,0.42,4.08062528158635,37000,0.0,1.0
2002-11-19,0.4,0.41,0.36,0.36,3.4976788127883,17000,0.0,1.0
2002-11-18,0.38,0.44,0.38,0.39,3.78915204718733,16000,0.0,1.0
2002-11-15,0.37,0.43,0.37,0.4,3.886309791987,34000,0.0,1.0
2002-11-14,0.4,0.43,0.37,0.4,3.886309791987,41000,0.0,1.0
2002-11-13,0.39,0.405,0.39,0.4,3.886309791987,9000,0.0,1.0
2002-11-12,0.42,0.43,0.28,0.39,3.78915204718733,40000,0.0,1.0
2002-11-11,0.46,0.47,0.4,0.41,3.98346753678668,41000,0.0,1.0
2002-11-08,0.5,0.5,0.499,0.5,4.85788723998375,9000,0.0,1.0
2002-11-07,0.55,0.58,0.4,0.4,3.886309791987,126000,0.0,1.0
2002-11-06,0.46,0.54,0.46,0.54,5.24651821918245,104000,0.0,1.0
2002-11-05,0.55,0.57,0.49,0.49,4.76072949518408,42000,0.0,1.0
2002-11-04,0.5,0.55,0.47,0.55,5.34367596398213,5000,0.0,1.0
2002-11-01,0.5,0.5,0.45,0.5,4.85788723998375,7000,0.0,1.0
2002-10-31,0.52,0.53,0.5,0.5,4.85788723998375,22000,0.0,1.0
2002-10-30,0.5,0.55,0.45,0.55,5.34367596398213,31000,0.0,1.0
2002-10-29,0.44,0.441,0.44,0.441,4.28465654566567,2000,0.0,1.0
2002-10-28,0.45,0.45,0.45,0.45,4.37209851598538,200,0.0,1.0
2002-10-25,0.43,0.5,0.43,0.5,4.85788723998375,15000,0.0,1.0
2002-10-24,0.5,0.5,0.48,0.48,4.6635717503844,15000,0.0,1.0
2002-10-23,0.5,0.501,0.42,0.44,4.2749407711857,26000,0.0,1.0
2002-10-22,0.42,0.5,0.42,0.49,4.76072949518408,10000,0.0,1.0
2002-10-21,0.48,0.48,0.46,0.46,4.46925626078505,2000,0.0,1.0
2002-10-18,0.44,0.45,0.42,0.42,4.08062528158635,6000,0.0,1.0
2002-10-17,0.4,0.41,0.4,0.41,3.98346753678668,20000,0.0,1.0
2002-10-16,0.5,0.501,0.42,0.42,4.08062528158635,5000,0.0,1.0
2002-10-15,0.58,0.58,0.49,0.58,5.63514919838115,15000,0.0,1.0
2002-10-14,0.521,0.521,0.521,0.521,5.06191850406307,200,0.0,1.0
2002-10-11,0.471,0.57,0.47,0.57,5.53799145358148,4000,0.0,1.0
2002-10-10,0.51,0.54,0.47,0.47,4.56641400558473,15000,0.0,1.0
2002-10-09,0.47,0.52,0.47,0.5,4.85788723998375,12000,0.0,1.0
2002-10-08,0.51,0.52,0.5,0.51,4.95504498478343,6000,0.0,1.0
2002-10-07,0.42,0.509,0.42,0.5,4.85788723998375,4000,0.0,1.0
2002-10-04,0.46,0.46,0.46,0.46,4.46925626078505,7000,0.0,1.0
2002-10-03,0.52,0.52,0.42,0.45,4.37209851598538,135000,0.0,1.0
2002-10-02,0.5,0.51,0.5,0.51,4.95504498478343,3000,0.0,1.0
2002-10-01,0.585,0.59,0.41,0.48,4.6635717503844,32000,0.0,1.0
2002-09-30,0.46,0.6,0.46,0.57,5.53799145358148,14000,0.0,1.0
2002-09-27,0.48,0.5,0.45,0.5,4.85788723998375,12000,0.0,1.0
2002-09-26,0.53,0.55,0.5,0.5,4.85788723998375,6000,0.0,1.0
2002-09-25,0.45,0.5,0.45,0.5,4.85788723998375,21000,0.0,1.0
2002-09-24,0.451,0.451,0.45,0.45,4.37209851598538,14000,0.0,1.0
2002-09-23,0.5,0.5,0.451,0.479,4.65385597590443,1000,0.0,1.0
2002-09-20,0.5,0.5,0.5,0.5,4.85788723998375,0,0.0,1.0
2002-09-19,0.45,0.5,0.45,0.5,4.85788723998375,19000,0.0,1.0
2002-09-18,0.421,0.6,0.421,0.47,4.56641400558473,11000,0.0,1.0
2002-09-17,0.57,0.57,0.47,0.49,4.76072949518408,16000,0.0,1.0
2002-09-16,0.57,0.61,0.565,0.58,5.63514919838115,6000,0.0,1.0
2002-09-13,0.52,0.6,0.5,0.57,5.53799145358148,7000,0.0,1.0
2002-09-12,0.52,0.61,0.52,0.6,5.8294646879805,43000,0.0,1.0
2002-09-11,0.53,0.55,0.525,0.539,5.23680244470249,17000,0.0,1.0
2002-09-10,0.58,0.69,0.51,0.55,5.34367596398213,26000,0.0,1.0
2002-09-09,0.38,0.58,0.37,0.53,5.14936047438278,72000,0.0,1.0
2002-09-06,0.37,0.48,0.37,0.44,4.2749407711857,6000,0.0,1.0
2002-09-05,0.38,0.4,0.38,0.4,3.886309791987,3000,0.0,1.0
