,JLL_Open,JLL_High,JLL_Low,JLL_Close,JLL_Adj Close,JLL_Volume,JLL_Dividend Amount,JLL_Split Coefficient
2002-12-19,15.75,16.12,15.75,15.9,14.5248820421812,60200,0.0,1.0
2002-12-18,15.9,16.0,15.65,15.98,14.5979632096891,54100,0.0,1.0
2002-12-17,15.75,16.15,15.59,16.15,14.7532606906432,102700,0.0,1.0
2002-12-16,16.15,16.24,15.85,16.0,14.616233501566,67400,0.0,1.0
2002-12-13,16.0,16.35,15.9,16.0,14.616233501566,39200,0.0,1.0
2002-12-12,16.33,16.48,16.1,16.3,14.8902878797204,42100,0.0,1.0
2002-12-11,16.31,16.43,16.0,16.35,14.9359636094128,37500,0.0,1.0
2002-12-10,16.13,16.46,16.1,16.33,14.9176933175358,34900,0.0,1.0
2002-12-09,16.35,16.35,15.9,16.1,14.7075849609508,23600,0.0,1.0
2002-12-06,16.0,16.49,16.0,16.37,14.9542339012898,47600,0.0,1.0
2002-12-05,16.3,16.41,15.75,16.03,14.6436389393815,130200,0.0,1.0
2002-12-04,16.21,16.31,16.03,16.1,14.7075849609508,33000,0.0,1.0
2002-12-03,16.13,16.5,16.01,16.25,14.844612150028,141700,0.0,1.0
2002-12-02,16.18,16.35,15.89,16.23,14.826341858151,20900,0.0,1.0
2002-11-29,16.37,16.45,15.99,16.13,14.7349903987663,14700,0.0,1.0
2002-11-27,16.1,16.38,15.85,16.36,14.9450987553513,39800,0.0,1.0
2002-11-26,16.05,16.25,15.75,16.11,14.7167201068893,60600,0.0,1.0
2002-11-25,16.16,16.16,15.65,16.08,14.6893146690739,77200,0.0,1.0
2002-11-22,15.65,16.25,15.6,16.16,14.7623958365817,90900,0.0,1.0
2002-11-21,15.4,15.95,15.4,15.75,14.3878548531041,64300,0.0,1.0
2002-11-20,15.05,15.71,15.05,15.3,13.9767732858725,97900,0.0,1.0
2002-11-19,14.92,15.3,14.88,15.11,13.8032055130414,67200,0.0,1.0
2002-11-18,15.0,15.25,14.86,14.95,13.6570431780258,42900,0.0,1.0
2002-11-15,15.13,15.22,14.67,14.94,13.6479080320873,49700,0.0,1.0
2002-11-14,14.35,15.16,14.35,15.16,13.8488812427338,57600,0.0,1.0
2002-11-13,14.18,14.53,14.18,14.31,13.0723938379631,41300,0.0,1.0
2002-11-12,14.39,14.64,14.2,14.2,12.9719072326399,62300,0.0,1.0
2002-11-11,14.45,14.71,14.04,14.29,13.0541235460862,63900,0.0,1.0
2002-11-08,14.81,14.81,14.35,14.48,13.2276913189173,84400,0.0,1.0
2002-11-07,15.1,15.11,14.75,14.81,13.5291511348871,130800,0.0,1.0
2002-11-06,15.39,15.41,15.13,15.16,13.8488812427338,132100,0.0,1.0
2002-11-05,16.15,16.15,15.3,15.35,14.0224490155649,245900,0.0,1.0
2002-11-04,16.69,16.75,16.13,16.14,14.7441255447047,56700,0.0,1.0
2002-11-01,16.75,16.8,15.9,16.59,15.1552071119363,318500,0.0,1.0
2002-10-31,17.8,17.8,16.6,16.85,15.3927209063367,518500,0.0,1.0
2002-10-30,19.27,19.99,19.27,19.5,17.8135345800336,80000,0.0,1.0
2002-10-29,18.7,19.25,18.7,19.25,17.5851559315716,37800,0.0,1.0
2002-10-28,19.2,19.2,18.7,18.71,17.0918580508938,46800,0.0,1.0
2002-10-25,18.6,19.25,18.58,19.25,17.5851559315716,54200,0.0,1.0
2002-10-24,18.5,18.85,18.5,18.74,17.1192634887092,60300,0.0,1.0
2002-10-23,18.1,19.1,17.2,18.85,17.2197500940325,143200,0.0,1.0
2002-10-22,19.6,19.6,18.2,18.2,16.6259656080314,50300,0.0,1.0
2002-10-21,19.56,19.65,19.35,19.64,17.9414266231723,15400,0.0,1.0
2002-10-18,20.01,20.1,19.46,19.59,17.8957508934799,34900,0.0,1.0
2002-10-17,19.3,20.05,19.3,19.91,18.1880755635112,34200,0.0,1.0
2002-10-16,20.27,20.31,19.14,19.23,17.5668856396947,64600,0.0,1.0
2002-10-15,19.41,20.3,19.41,20.3,18.5443462551119,40300,0.0,1.0
2002-10-14,19.41,19.41,19.27,19.34,17.6673722450179,32700,0.0,1.0
2002-10-11,19.0,19.65,18.99,19.44,17.7587237044027,108200,0.0,1.0
2002-10-10,19.32,19.38,18.87,19.0,17.3567772831097,68900,0.0,1.0
2002-10-09,19.78,19.78,19.25,19.25,17.5851559315716,68700,0.0,1.0
2002-10-08,19.75,19.88,19.0,19.81,18.0967241041264,83200,0.0,1.0
2002-10-07,20.0,20.0,19.5,19.65,17.9505617691108,14700,0.0,1.0
2002-10-04,20.15,20.3,19.9,20.09,18.3525081904039,29700,0.0,1.0
2002-10-03,20.6,20.72,20.1,20.12,18.3799136282193,31000,0.0,1.0
2002-10-02,21.43,21.49,20.65,20.65,18.8640763629587,81400,0.0,1.0
2002-10-01,20.59,21.45,20.5,21.45,19.594888038037,107000,0.0,1.0
2002-09-30,20.35,20.8,20.02,20.56,18.7818600495124,46500,0.0,1.0
2002-09-27,20.5,20.6,20.3,20.38,18.6174274226197,28100,0.0,1.0
2002-09-26,20.25,20.5,20.2,20.5,18.7270491738815,67700,0.0,1.0
2002-09-25,20.18,20.47,20.0,20.25,18.4986705254195,34700,0.0,1.0
2002-09-24,20.0,20.21,19.89,20.06,18.3251027525884,87500,0.0,1.0
2002-09-23,20.85,20.85,20.0,20.0,18.2702918769575,39700,0.0,1.0
2002-09-20,20.91,21.15,20.7,20.87,19.0650495736052,109400,0.0,1.0
2002-09-19,21.15,21.2,20.7,20.71,18.9188872385895,38700,0.0,1.0
2002-09-18,21.15,21.45,21.1,21.19,19.3573742436365,39500,0.0,1.0
2002-09-17,21.33,21.59,21.18,21.18,19.348239097698,41000,0.0,1.0
2002-09-16,21.5,21.75,21.29,21.29,19.4487257030213,18500,0.0,1.0
2002-09-13,21.54,21.65,21.4,21.5,19.6405637677294,147500,0.0,1.0
2002-09-12,21.69,21.69,20.95,21.55,19.6862394974218,134600,0.0,1.0
2002-09-11,21.85,21.85,21.6,21.71,19.8324018324374,67400,0.0,1.0
2002-09-10,21.99,22.0,21.74,22.0,20.0973210646533,61300,0.0,1.0
2002-09-09,21.99,22.0,21.5,21.98,20.0790507727763,132500,0.0,1.0
2002-09-06,21.29,22.0,21.29,21.99,20.0881859187148,116400,0.0,1.0
2002-09-05,21.7,21.79,21.36,21.79,19.9054829999452,65900,0.0,1.0
2002-09-04,20.7,21.85,20.7,21.85,19.9602938755761,55200,0.0,1.0
2002-09-03,21.07,21.1,20.4,20.68,18.8914818007741,109900,0.0,1.0
2002-08-30,21.53,21.8,21.07,21.07,19.2477524923748,44600,0.0,1.0
2002-08-29,20.9,21.75,20.85,21.55,19.6862394974218,75800,0.0,1.0
2002-08-28,20.94,21.1,20.89,20.9,19.0924550114206,42000,0.0,1.0
2002-08-27,21.7,21.8,20.89,20.9,19.0924550114206,36600,0.0,1.0
2002-08-26,21.51,21.75,21.0,21.7,19.8232666864989,28800,0.0,1.0
2002-08-23,21.55,21.95,21.5,21.5,19.6405637677294,53600,0.0,1.0
2002-08-22,21.45,21.98,21.29,21.8,19.9146181458837,41400,0.0,1.0
2002-08-21,21.05,21.5,21.05,21.5,19.6405637677294,94200,0.0,1.0
2002-08-20,21.62,21.85,20.9,20.99,19.1746713248669,37000,0.0,1.0
2002-08-19,21.7,21.85,21.33,21.7,19.8232666864989,32200,0.0,1.0
2002-08-16,20.98,21.9,20.98,21.65,19.7775909568065,58400,0.0,1.0
2002-08-15,21.5,21.85,21.08,21.08,19.2568876383133,61800,0.0,1.0
2002-08-14,20.45,21.49,20.25,21.49,19.6314286217909,75200,0.0,1.0
2002-08-13,21.12,21.5,20.43,20.44,18.6722382982506,65100,0.0,1.0
2002-08-12,20.6,21.5,20.4,21.11,19.2842930761287,161200,0.0,1.0
2002-08-09,20.3,20.55,19.8,20.55,18.7727249035739,89500,0.0,1.0
2002-08-08,19.53,20.3,19.5,20.3,18.5443462551119,49700,0.0,1.0
2002-08-07,19.7,19.85,19.32,19.49,17.8043994340951,41700,0.0,1.0
2002-08-06,19.08,20.05,19.08,19.59,17.8957508934799,58600,0.0,1.0
2002-08-05,19.1,19.14,18.6,19.03,17.3841827209251,84600,0.0,1.0
2002-08-02,19.95,19.95,19.12,19.2,17.5394802018792,65600,0.0,1.0
2002-08-01,19.9,20.0,19.85,19.95,18.2246161472651,123600,0.0,1.0
2002-07-31,20.94,20.99,20.1,20.14,18.3981839200962,73300,0.0,1.0
2002-07-30,21.4,21.4,20.39,20.98,19.1655361789285,124000,0.0,1.0
2002-07-29,20.4,21.6,20.4,21.5,19.6405637677294,97400,0.0,1.0
2002-07-26,20.05,20.5,20.05,20.37,18.6082922766813,41700,0.0,1.0
2002-07-25,19.7,20.4,19.7,20.01,18.279427022896,114600,0.0,1.0
2002-07-24,19.9,19.9,19.35,19.85,18.1332646878804,81700,0.0,1.0
2002-07-23,20.35,20.35,19.7,20.0,18.2702918769575,186800,0.0,1.0
2002-07-22,21.05,21.06,20.36,20.36,18.5991571307428,37600,0.0,1.0
2002-07-19,21.1,21.49,20.71,21.15,19.3208336598826,79000,0.0,1.0
2002-07-18,21.4,21.9,21.14,21.2,19.366509389575,54500,0.0,1.0
2002-07-17,21.98,22.0,20.85,21.4,19.5492123083446,74500,0.0,1.0
2002-07-16,21.5,22.1,21.5,21.88,19.9876993133916,106600,0.0,1.0
2002-07-15,22.35,22.35,21.3,21.95,20.0516453349609,179100,0.0,1.0
2002-07-12,22.76,22.8,22.3,22.35,20.4170511725001,104400,0.0,1.0
2002-07-11,23.0,23.0,22.55,22.75,20.7824570100392,110100,0.0,1.0
2002-07-10,23.95,23.95,23.05,23.2,21.1935385772708,96200,0.0,1.0
2002-07-09,24.29,24.4,24.01,24.02,21.942620544226,21900,0.0,1.0
2002-07-08,24.2,24.5,24.2,24.26,22.1618640467495,75000,0.0,1.0
2002-07-05,24.0,24.35,24.0,24.3,22.1984046305034,38200,0.0,1.0
2002-07-03,23.7,24.0,23.35,24.0,21.9243502523491,128800,0.0,1.0
2002-07-02,24.3,24.35,23.75,23.9,21.8329987929643,145100,0.0,1.0
2002-07-01,24.6,24.7,24.1,24.3,22.1984046305034,140800,0.0,1.0
2002-06-28,24.6,24.8,24.28,24.7,22.5638104680426,251500,0.0,1.0
2002-06-27,23.25,24.48,23.2,24.2,22.1070531711186,197700,0.0,1.0
2002-06-26,23.2,23.7,23.11,23.3,21.2848900366555,171900,0.0,1.0
2002-06-25,23.5,23.57,23.34,23.41,21.3853766419788,240300,0.0,1.0
2002-06-24,23.35,23.5,23.02,23.35,21.3305657663479,167100,0.0,1.0
2002-06-21,23.75,24.0,23.33,23.45,21.4219172257327,149200,0.0,1.0
2002-06-20,22.9,23.65,22.8,23.52,21.4858632473021,129200,0.0,1.0
2002-06-19,22.82,23.5,22.7,22.9,20.9194841991164,112100,0.0,1.0
2002-06-18,23.0,23.24,22.9,22.95,20.9651599288088,101400,0.0,1.0
2002-06-17,22.72,23.1,22.45,22.98,20.9925653666242,176900,0.0,1.0
2002-06-14,22.35,22.8,21.8,22.7,20.7367812803468,148000,0.0,1.0
2002-06-13,22.6,23.0,22.4,22.41,20.4718620481309,57400,0.0,1.0
2002-06-12,22.5,22.73,22.22,22.73,20.7641867181623,69200,0.0,1.0
2002-06-11,22.0,22.32,22.0,22.25,20.3256997131153,70700,0.0,1.0
2002-06-10,22.88,22.88,22.0,22.15,20.2343482537305,116100,0.0,1.0
2002-06-07,22.45,23.0,22.42,22.91,20.9286193450549,65400,0.0,1.0
2002-06-06,22.95,22.95,22.34,22.4,20.4627269021925,109300,0.0,1.0
2002-06-05,22.97,22.97,22.53,22.95,20.9651599288088,109000,0.0,1.0
2002-06-04,22.7,22.97,22.65,22.97,20.9834302206857,66500,0.0,1.0
2002-06-03,23.05,23.05,22.69,22.7,20.7367812803468,119100,0.0,1.0
2002-05-31,23.15,23.32,23.01,23.1,21.102187117886,32600,0.0,1.0
2002-05-30,23.0,23.35,22.99,23.12,21.1204574097629,95600,0.0,1.0
2002-05-29,23.1,23.1,22.96,23.1,21.102187117886,163800,0.0,1.0
2002-05-28,23.0,23.2,22.76,23.15,21.1478628475784,76000,0.0,1.0
2002-05-24,22.98,23.05,22.82,23.05,21.0565113881936,65600,0.0,1.0
2002-05-23,23.25,23.25,22.74,23.0,21.0108356585012,92300,0.0,1.0
2002-05-22,23.0,23.27,23.0,23.25,21.2392143069631,101600,0.0,1.0
2002-05-21,23.01,23.06,22.9,23.03,21.0382410963166,48700,0.0,1.0
2002-05-20,23.02,23.3,23.0,23.08,21.083916826009,63900,0.0,1.0
2002-05-17,23.1,23.14,22.99,23.1,21.102187117886,41800,0.0,1.0
2002-05-16,23.01,23.15,23.0,23.0,21.0108356585012,31000,0.0,1.0
2002-05-15,23.05,23.18,22.95,23.01,21.0199708044397,58600,0.0,1.0
2002-05-14,23.1,23.2,23.02,23.08,21.083916826009,202000,0.0,1.0
2002-05-13,23.0,23.07,22.98,23.07,21.0747816800705,86500,0.0,1.0
2002-05-10,23.3,23.3,22.9,23.0,21.0108356585012,126700,0.0,1.0
2002-05-09,23.4,23.41,23.29,23.3,21.2848900366555,70800,0.0,1.0
2002-05-08,23.25,23.5,23.25,23.5,21.4675929554251,81600,0.0,1.0
2002-05-07,22.9,23.25,22.9,23.23,21.2209440150862,71800,0.0,1.0
2002-05-06,23.5,23.54,23.04,23.04,21.0473762422551,78500,0.0,1.0
2002-05-03,23.6,23.6,23.25,23.38,21.3579712041634,122500,0.0,1.0
2002-05-02,23.5,23.65,23.1,23.6,21.5589444148099,122400,0.0,1.0
2002-05-01,22.36,23.54,22.31,23.54,21.504133539179,123300,0.0,1.0
2002-04-30,22.0,22.4,21.9,22.36,20.4261863184385,134600,0.0,1.0
2002-04-29,22.55,22.6,21.98,22.01,20.1064562105918,70600,0.0,1.0
2002-04-26,23.25,23.3,22.7,22.7,20.7367812803468,37400,0.0,1.0
2002-04-25,23.0,23.25,22.7,23.23,21.2209440150862,47700,0.0,1.0
2002-04-24,23.15,23.24,22.89,23.22,21.2118088691477,42900,0.0,1.0
2002-04-23,22.6,23.15,22.5,23.15,21.1478628475784,133200,0.0,1.0
2002-04-22,23.0,23.0,22.4,22.6,20.645429820962,96600,0.0,1.0
2002-04-19,23.05,23.28,23.05,23.15,21.1478628475784,66700,0.0,1.0
2002-04-18,23.35,23.39,23.2,23.25,21.2392143069631,59900,0.0,1.0
2002-04-17,23.51,23.58,23.2,23.3,21.2848900366555,103500,0.0,1.0
2002-04-16,23.35,23.57,23.3,23.5,21.4675929554251,105100,0.0,1.0
2002-04-15,23.5,23.74,23.2,23.4,21.3762414960403,62600,0.0,1.0
2002-04-12,23.25,23.5,23.2,23.5,21.4675929554251,97200,0.0,1.0
2002-04-11,23.48,23.5,23.07,23.18,21.1752682853938,136400,0.0,1.0
2002-04-10,23.25,23.5,23.1,23.45,21.4219172257327,100200,0.0,1.0
2002-04-09,23.07,23.5,23.07,23.3,21.2848900366555,90500,0.0,1.0
2002-04-08,22.95,23.15,22.8,23.07,21.0747816800705,185600,0.0,1.0
2002-04-05,23.72,24.2,23.51,23.58,21.5406741229329,181100,0.0,1.0
2002-04-04,23.2,24.0,23.03,23.79,21.732512187641,149800,0.0,1.0
2002-04-03,22.15,24.0,22.15,23.25,21.2392143069631,229200,0.0,1.0
2002-04-02,21.9,22.1,21.75,22.1,20.1886725240381,66200,0.0,1.0
2002-04-01,22.15,22.15,21.79,22.1,20.1886725240381,43200,0.0,1.0
2002-03-28,21.75,22.25,21.75,22.15,20.2343482537305,55800,0.0,1.0
2002-03-27,22.1,22.1,21.45,21.87,19.9785641674531,37300,0.0,1.0
2002-03-26,22.0,22.5,21.5,21.99,20.0881859187148,122400,0.0,1.0
2002-03-25,22.15,22.49,21.09,22.47,20.5266729237618,153600,0.0,1.0
2002-03-22,22.5,22.6,22.0,22.4,20.4627269021925,105800,0.0,1.0
2002-03-21,22.5,22.5,21.5,22.5,20.5540783615772,102900,0.0,1.0
2002-03-20,21.9,22.4,21.65,21.9,20.0059696052685,105600,0.0,1.0
2002-03-19,21.5,22.05,21.4,21.99,20.0881859187148,83100,0.0,1.0
2002-03-18,21.2,21.74,21.0,21.51,19.6496989136678,201600,0.0,1.0
2002-03-15,21.5,21.9,20.52,21.08,19.2568876383133,257100,0.0,1.0
2002-03-14,22.85,22.85,20.95,22.1,20.1886725240381,376400,0.0,1.0
2002-03-13,19.2,20.9,19.19,20.77,18.9736981142204,347000,0.0,1.0
2002-03-12,18.96,18.96,18.9,18.91,17.2745609696634,27300,0.0,1.0
2002-03-11,18.95,19.06,18.87,18.95,17.3111015534173,55900,0.0,1.0
2002-03-08,18.75,18.94,18.65,18.94,17.3019664074788,35400,0.0,1.0
2002-03-07,18.9,19.0,18.7,18.92,17.2836961156018,81000,0.0,1.0
2002-03-06,18.56,18.85,18.46,18.85,17.2197500940325,46200,0.0,1.0
2002-03-05,18.5,18.75,18.48,18.56,16.9548308618166,348000,0.0,1.0
2002-03-04,18.59,18.62,18.43,18.5,16.9000199861857,130900,0.0,1.0
2002-03-01,18.5,18.65,18.35,18.65,17.0370471752629,41200,0.0,1.0
2002-02-28,17.85,18.48,17.85,18.48,16.8817496943088,32800,0.0,1.0
2002-02-27,17.95,18.11,17.85,18.05,16.4889384189542,59500,0.0,1.0
2002-02-26,17.88,18.1,17.87,18.0,16.4432626892618,315200,0.0,1.0
2002-02-25,17.8,17.88,17.72,17.88,16.333640938,23500,0.0,1.0
2002-02-22,17.26,17.99,16.99,17.87,16.3245057920616,92200,0.0,1.0
2002-02-21,18.0,18.0,17.02,17.21,15.721586160122,483500,0.0,1.0
2002-02-20,18.01,18.01,17.1,18.0,16.4432626892618,126100,0.0,1.0
2002-02-19,17.96,17.99,17.5,17.52,16.0047756842148,139700,0.0,1.0
2002-02-15,19.35,19.35,18.0,18.0,16.4432626892618,287900,0.0,1.0
2002-02-14,17.6,18.05,17.56,18.05,16.4889384189542,188300,0.0,1.0
2002-02-13,17.66,17.66,17.46,17.6,16.0778568517226,64600,0.0,1.0
2002-02-12,17.6,17.7,17.6,17.6,16.0778568517226,14700,0.0,1.0
2002-02-11,17.5,17.65,17.47,17.61,16.0869919976611,221500,0.0,1.0
2002-02-08,17.25,17.55,17.05,17.55,16.0321811220302,62000,0.0,1.0
2002-02-07,17.2,17.44,17.18,17.25,15.7581267438759,28200,0.0,1.0
2002-02-06,17.35,17.4,17.1,17.2,15.7124510141835,59300,0.0,1.0
2002-02-05,17.45,17.45,17.18,17.45,15.9408296626455,27700,0.0,1.0
2002-02-04,17.5,17.51,17.2,17.4,15.8951539329531,49400,0.0,1.0
2002-02-01,17.7,17.7,17.1,17.7,16.1692083111074,175600,0.0,1.0
2002-01-31,17.0,17.4,16.93,17.4,15.8951539329531,167300,0.0,1.0
2002-01-30,16.75,17.09,16.74,17.0,15.5297480954139,84300,0.0,1.0
2002-01-29,17.25,17.32,16.82,16.84,15.3835857603983,83500,0.0,1.0
2002-01-28,17.27,17.27,17.0,17.27,15.7763970357528,47700,0.0,1.0
2002-01-25,17.3,17.4,17.0,17.19,15.703315868245,60200,0.0,1.0
2002-01-24,17.25,17.4,17.21,17.33,15.8312079113837,33500,0.0,1.0
2002-01-23,17.5,17.5,17.18,17.38,15.8768836410761,56900,0.0,1.0
2002-01-22,17.65,17.65,17.3,17.3,15.8038024735683,19300,0.0,1.0
2002-01-18,17.9,17.9,17.4,17.75,16.2148840407998,57700,0.0,1.0
2002-01-17,17.75,18.02,17.75,17.99,16.4341275433233,38000,0.0,1.0
2002-01-16,17.98,18.23,17.88,17.9,16.351911229877,52600,0.0,1.0
2002-01-15,18.0,18.24,17.91,17.98,16.4249923973848,196100,0.0,1.0
2002-01-14,17.55,18.0,17.42,17.85,16.3062355001846,147000,0.0,1.0
2002-01-11,17.5,17.62,17.0,17.5,15.9865053923379,100100,0.0,1.0
2002-01-10,17.85,17.9,17.6,17.7,16.1692083111074,39200,0.0,1.0
2002-01-09,17.6,18.24,17.59,17.85,16.3062355001846,251800,0.0,1.0
2002-01-08,17.45,17.82,17.35,17.82,16.2788300623692,74400,0.0,1.0
2002-01-07,17.3,17.58,17.3,17.4,15.8951539329531,31100,0.0,1.0
2002-01-04,17.87,17.87,17.38,17.39,15.8860187870146,28100,0.0,1.0
2002-01-03,18.42,18.42,17.9,18.0,16.4432626892618,152400,0.0,1.0
2002-01-02,18.05,18.05,17.34,17.8,16.2605597704922,175300,0.0,1.0
2001-12-31,18.1,18.2,17.8,18.05,16.4889384189542,117100,0.0,1.0
2001-12-28,17.74,18.04,17.74,18.0,16.4432626892618,107400,0.0,1.0
2001-12-27,17.5,17.73,17.45,17.72,16.1874786029844,108700,0.0,1.0
2001-12-26,17.15,17.49,17.1,17.49,15.9773702463994,99400,0.0,1.0
2001-12-24,17.2,17.2,16.98,17.11,15.6302347007372,87500,0.0,1.0
2001-12-21,17.0,17.2,16.96,17.2,15.7124510141835,250400,0.0,1.0
2001-12-20,16.9,17.1,16.75,16.75,15.3013694469519,87000,0.0,1.0
2001-12-19,17.0,17.0,16.84,16.9,15.4383966360291,40400,0.0,1.0
2001-12-18,17.35,17.35,16.8,17.0,15.5297480954139,37900,0.0,1.0
2001-12-17,16.6,17.35,16.6,17.35,15.8494782032607,243400,0.0,1.0
2001-12-14,16.35,16.61,16.35,16.6,15.1643422578748,272600,0.0,1.0
2001-12-13,16.18,16.32,16.15,16.32,14.9085581715974,178700,0.0,1.0
2001-12-12,15.95,16.2,15.95,16.2,14.7989364203356,94600,0.0,1.0
2001-12-11,15.88,16.1,15.85,16.1,14.7075849609508,33200,0.0,1.0
2001-12-10,16.0,16.0,15.76,15.81,14.4426657287349,20900,0.0,1.0
2001-12-07,16.1,16.1,15.8,16.1,14.7075849609508,147700,0.0,1.0
2001-12-06,16.0,16.0,15.7,15.99,14.6070983556276,37000,0.0,1.0
2001-12-05,16.0,16.0,15.75,15.8,14.4335305827965,54900,0.0,1.0
2001-12-04,15.75,16.0,15.75,16.0,14.616233501566,57000,0.0,1.0
2001-12-03,15.95,15.95,15.73,15.73,14.3695845612271,36000,0.0,1.0
2001-11-30,16.0,16.0,15.77,15.95,14.5705577718736,116800,0.0,1.0
2001-11-29,15.7,16.24,15.7,16.24,14.8354770040895,30800,0.0,1.0
2001-11-28,15.95,15.95,15.69,15.71,14.3513142693502,26800,0.0,1.0
2001-11-27,15.98,15.99,15.75,15.8,14.4335305827965,12000,0.0,1.0
2001-11-26,15.88,16.05,15.8,15.97,14.5888280637506,38400,0.0,1.0
2001-11-23,15.95,15.95,15.8,15.93,14.5522874799967,18800,0.0,1.0
2001-11-21,16.01,16.01,15.85,15.94,14.5614226259352,45600,0.0,1.0
2001-11-20,15.9,16.0,15.55,15.75,14.3878548531041,33500,0.0,1.0
2001-11-19,15.95,16.25,15.81,16.01,14.6253686475045,95100,0.0,1.0
2001-11-16,15.35,16.0,15.24,15.99,14.6070983556276,63300,0.0,1.0
2001-11-15,15.51,15.62,15.2,15.2,13.8854218264877,46200,0.0,1.0
2001-11-14,15.25,15.7,15.24,15.55,14.2051519343345,238700,0.0,1.0
2001-11-13,15.02,15.24,15.0,15.24,13.9219624102416,34800,0.0,1.0
2001-11-12,14.88,15.03,14.87,15.03,13.7301243455336,39000,0.0,1.0
2001-11-09,14.75,14.81,14.34,14.8,13.5200159889486,82300,0.0,1.0
2001-11-08,15.0,15.0,14.89,14.95,13.6570431780258,138500,0.0,1.0
2001-11-07,15.03,15.03,14.65,15.0,13.7027189077182,201300,0.0,1.0
2001-11-06,14.48,14.75,14.48,14.75,13.4743402592562,60600,0.0,1.0
2001-11-05,14.4,14.7,14.35,14.48,13.2276913189173,50400,0.0,1.0
2001-11-02,14.46,14.52,14.3,14.5,13.2459616107942,86400,0.0,1.0
2001-11-01,14.85,14.93,14.5,14.56,13.3007724864251,44500,0.0,1.0
2001-10-31,14.71,14.95,14.45,14.95,13.6570431780258,132400,0.0,1.0
2001-10-30,14.75,14.75,14.5,14.7,13.4286645295638,65200,0.0,1.0
2001-10-29,14.64,14.7,14.48,14.6,13.337313070179,76200,0.0,1.0
2001-10-26,14.5,14.74,14.5,14.74,13.4652051133177,48600,0.0,1.0
2001-10-25,14.6,14.6,14.26,14.6,13.337313070179,55800,0.0,1.0
2001-10-24,14.7,14.7,14.18,14.7,13.4286645295638,95700,0.0,1.0
2001-10-23,14.5,14.73,14.4,14.4,13.1546101514094,66200,0.0,1.0
2001-10-22,14.4,14.5,14.4,14.5,13.2459616107942,7900,0.0,1.0
2001-10-19,14.2,14.5,14.2,14.5,13.2459616107942,18300,0.0,1.0
2001-10-18,14.38,14.42,14.0,14.3,13.0632586920246,131400,0.0,1.0
2001-10-17,14.75,14.8,14.35,14.35,13.108934421717,103500,0.0,1.0
2001-10-16,14.7,14.75,14.5,14.75,13.4743402592562,72900,0.0,1.0
2001-10-15,14.5,14.7,14.4,14.65,13.3829887998714,112000,0.0,1.0
2001-10-12,14.6,14.6,14.2,14.21,12.9810423785783,56400,0.0,1.0
2001-10-11,14.4,14.74,14.15,14.69,13.4195293836253,133500,0.0,1.0
2001-10-10,13.75,14.47,13.75,14.34,13.0997992757786,121400,0.0,1.0
2001-10-09,14.14,14.14,13.46,13.85,12.6521771247931,382100,0.0,1.0
2001-10-08,13.85,13.85,13.55,13.68,12.496879643839,22600,0.0,1.0
2001-10-05,13.9,13.9,13.56,13.82,12.6247716869777,58100,0.0,1.0
2001-10-04,13.8,13.8,13.55,13.68,12.496879643839,33900,0.0,1.0
2001-10-03,13.8,13.8,13.4,13.8,12.6065013951007,69900,0.0,1.0
2001-10-02,13.74,13.74,13.45,13.55,12.3781227466387,22100,0.0,1.0
2001-10-01,13.25,13.75,13.25,13.72,12.5334202275929,55100,0.0,1.0
2001-09-28,13.41,13.7,13.41,13.7,12.5151499357159,61900,0.0,1.0
2001-09-27,13.75,13.76,13.51,13.51,12.3415821628848,61000,0.0,1.0
2001-09-26,14.4,14.4,13.4,13.75,12.5608256654083,81400,0.0,1.0
2001-09-25,12.85,12.85,12.85,12.85,11.7386625309452,26700,0.0,1.0
2001-09-24,13.0,13.0,12.5,12.85,11.7386625309452,56000,0.0,1.0
2001-09-21,13.76,13.76,13.3,13.3,12.1497440981768,73200,0.0,1.0
2001-09-20,14.93,14.93,14.2,14.21,12.9810423785783,18100,0.0,1.0
2001-09-19,15.0,15.0,14.0,15.0,13.7027189077182,59100,0.0,1.0
2001-09-18,13.98,14.0,13.9,14.0,12.7892043138703,47700,0.0,1.0
2001-09-17,14.3,14.35,13.85,13.93,12.7252582923009,123800,0.0,1.0
2001-09-10,14.6,14.75,13.85,14.17,12.9445017948244,41200,0.0,1.0
2001-09-07,14.7,14.71,14.45,14.5,13.2459616107942,46500,0.0,1.0
2001-09-06,15.4,15.4,14.8,14.8,13.5200159889486,17800,0.0,1.0
2001-09-05,15.6,15.65,15.23,15.33,14.004178723688,38100,0.0,1.0
2001-09-04,15.04,15.59,14.75,15.5,14.1594762046421,288300,0.0,1.0
2001-08-31,15.0,15.05,15.0,15.0,13.7027189077182,16000,0.0,1.0
2001-08-30,15.21,15.21,15.0,15.05,13.7483946374106,94700,0.0,1.0
2001-08-29,15.0,15.2,15.0,15.2,13.8854218264877,41400,0.0,1.0
2001-08-28,15.03,15.07,15.0,15.0,13.7027189077182,34300,0.0,1.0
2001-08-27,15.0,15.13,15.0,15.01,13.7118540536566,14200,0.0,1.0
2001-08-24,15.05,15.3,15.0,15.01,13.7118540536566,68300,0.0,1.0
2001-08-23,15.2,15.48,15.05,15.05,13.7483946374106,52700,0.0,1.0
2001-08-22,14.9,15.35,14.9,15.35,14.0224490155649,95400,0.0,1.0
