,PVH_Open,PVH_High,PVH_Low,PVH_Close,PVH_Adj Close,PVH_Volume,PVH_Dividend Amount,PVH_Split Coefficient
2002-09-11,13.7,13.73,13.53,13.56,12.6973999224957,60900,0.0,1.0
2002-09-10,13.3,13.57,13.3,13.5,12.641216736998,204400,0.0,1.0
2002-09-09,13.74,13.74,13.23,13.25,12.4071201307572,140100,0.0,1.0
2002-09-06,13.05,13.42,13.05,13.16,12.3228453525106,60200,0.0,1.0
2002-09-05,13.6,13.6,13.05,13.05,12.2198428457647,101100,0.0,1.0
2002-09-04,12.75,13.6,12.75,13.6,12.7348553794942,62300,0.0,1.0
2002-09-03,12.6,12.93,12.54,12.75,11.9389269182758,92700,0.0,1.0
2002-08-30,12.31,12.9,12.31,12.5,11.7048303120351,61700,0.0,1.0
2002-08-29,12.38,12.5,12.2,12.33,11.5456446197915,93800,0.0,1.0
2002-08-28,12.5,12.74,12.32,12.32,11.5362807555418,53800,0.0375,1.0
2002-08-27,13.28,13.28,12.55,12.55,11.7159881433987,70000,0.0,1.0
2002-08-26,12.4,13.18,12.35,13.18,12.3041214127486,66800,0.0,1.0
2002-08-23,12.72,12.95,12.35,12.35,11.529279169002,87900,0.0,1.0
2002-08-22,13.7,14.2,12.7,12.76,11.9120325665154,216100,0.0,1.0
2002-08-21,12.62,13.12,12.59,13.02,12.1547542332312,127000,0.0,1.0
2002-08-20,12.4,12.65,12.4,12.52,11.6879817972392,123700,0.0,1.0
2002-08-19,12.41,12.65,12.41,12.43,11.6039627587607,111600,0.0,1.0
2002-08-16,12.23,12.83,12.18,12.51,11.6786463485194,110100,0.0,1.0
2002-08-15,12.21,12.5,12.1,12.25,11.4359246818036,69200,0.0,1.0
2002-08-14,11.62,12.23,11.62,12.19,11.3799119894845,62300,0.0,1.0
2002-08-13,11.81,11.95,11.56,11.61,10.8384559637338,71400,0.0,1.0
2002-08-12,11.9,11.95,11.8,11.81,11.0251649381306,64500,0.0,1.0
2002-08-09,11.78,12.13,11.5,11.98,11.1838675663679,68100,0.0,1.0
2002-08-08,11.65,11.97,11.65,11.82,11.0345003868505,52400,0.0,1.0
2002-08-07,12.0,12.17,11.75,11.75,10.9691522458116,44200,0.0,1.0
2002-08-06,11.6,11.99,11.6,11.98,11.1838675663679,31300,0.0,1.0
2002-08-05,11.76,11.99,11.5,11.5,10.7357660278156,85900,0.0,1.0
2002-08-02,12.2,12.2,11.75,11.75,10.9691522458116,113300,0.0,1.0
2002-08-01,11.8,12.18,11.8,12.18,11.3705765407647,158900,0.0,1.0
2002-07-31,12.67,12.73,11.8,11.8,11.0158294894108,131500,0.0,1.0
2002-07-30,13.3,13.45,12.42,12.7,11.8560198741963,85900,0.0,1.0
2002-07-29,12.15,13.35,12.01,13.26,12.3788050025074,112300,0.0,1.0
2002-07-26,11.95,12.38,11.95,12.1,11.295892951006,39500,0.0,1.0
2002-07-25,11.8,12.1,11.76,11.88,11.0905130791695,123600,0.0,1.0
2002-07-24,11.44,12.07,11.0,11.78,10.9971585919711,123000,0.0,1.0
2002-07-23,12.05,12.05,11.25,11.5,10.7357660278156,189000,0.0,1.0
2002-07-22,12.55,12.62,11.66,12.0,11.2025384638076,85100,0.0,1.0
2002-07-19,12.21,12.75,12.15,12.65,11.8093426305971,186700,0.0,1.0
2002-07-18,13.0,13.0,12.24,12.25,11.4359246818036,109500,0.0,1.0
2002-07-17,12.65,13.07,12.63,13.0,12.1360833357915,294200,0.0,1.0
2002-07-16,12.45,12.61,12.21,12.58,11.7439944895583,229300,0.0,1.0
2002-07-15,13.22,13.6,12.4,12.55,11.7159881433987,276100,0.0,1.0
2002-07-12,14.2,14.28,13.28,13.28,12.397475899947,122300,0.0,1.0
2002-07-11,14.45,14.48,14.08,14.16,13.2189953872929,119200,0.0,1.0
2002-07-10,14.9,14.98,14.41,14.49,13.5270651950476,125100,0.0,1.0
2002-07-09,14.72,15.1,14.72,14.9,13.9098185925611,153700,0.0,1.0
2002-07-08,15.0,15.49,14.65,14.65,13.6764323745651,104000,0.0,1.0
2002-07-05,14.8,15.29,14.8,14.9,13.9098185925611,31300,0.0,1.0
2002-07-03,15.25,15.25,13.95,14.8,13.8164641053627,86200,0.0,1.0
2002-07-02,15.75,15.75,15.13,15.37,14.3485846823935,52800,0.0,1.0
2002-07-01,15.75,15.99,15.6,15.8,14.7500089773466,141600,0.0,1.0
2002-06-28,15.74,15.92,15.45,15.6,14.5633000029498,221600,0.0,1.0
2002-06-27,15.17,15.85,15.17,15.81,14.7593444260665,189600,0.0,1.0
2002-06-26,14.85,15.17,14.76,15.0,14.0031730797595,162000,0.0,1.0
2002-06-25,14.85,15.34,14.41,14.75,13.7697868617635,162700,0.0,1.0
2002-06-24,14.7,14.99,14.2,14.71,13.7324450668841,104500,0.0,1.0
2002-06-21,15.1,15.1,14.15,14.8,13.8164641053627,104300,0.0,1.0
2002-06-20,15.05,15.22,14.99,14.99,13.9938376310396,100900,0.0,1.0
2002-06-19,15.05,15.38,15.0,15.0,14.0031730797595,109500,0.0,1.0
2002-06-18,15.05,15.24,15.05,15.1,14.0965275669579,71300,0.0,1.0
2002-06-17,14.32,15.26,14.32,15.05,14.0498503233587,121700,0.0,1.0
2002-06-14,14.35,14.66,14.21,14.3,13.3496916693707,74300,0.0,1.0
2002-06-13,14.15,14.75,14.13,14.4,13.4430461565691,87100,0.0,1.0
2002-06-12,14.5,14.5,14.11,14.15,13.2096599385731,89000,0.0,1.0
2002-06-11,14.15,14.56,14.15,14.44,13.4803879514484,83100,0.0,1.0
2002-06-10,14.48,14.61,14.07,14.14,13.2003244898532,162600,0.0,1.0
2002-06-07,14.5,14.68,14.28,14.45,13.4897234001683,132300,0.0,1.0
2002-06-06,15.05,15.27,14.55,14.6,13.6297551309659,86100,0.0,1.0
2002-06-05,15.03,15.39,15.0,15.29,14.2739010926348,61400,0.0,1.0
2002-06-04,15.7,15.7,14.97,15.05,14.0498503233587,43200,0.0,1.0
2002-06-03,15.71,15.75,15.48,15.74,14.6939962850276,98600,0.0,1.0
2002-05-31,15.6,15.78,15.45,15.7,14.6566544901482,157000,0.0,1.0
2002-05-30,15.59,15.65,15.2,15.65,14.609977246549,60500,0.0,1.0
2002-05-29,15.6,15.96,15.5,15.61,14.5726354516697,74400,0.0,1.0
2002-05-28,15.97,16.02,15.28,15.66,14.6193126952689,39200,0.0375,1.0
2002-05-24,16.2,16.2,16.01,16.01,14.9103485428415,80500,0.0,1.0
2002-05-23,15.96,16.46,15.9,16.06,14.9569142784531,227300,0.0,1.0
2002-05-22,15.3,15.75,15.13,15.75,14.6682067176611,52200,0.0,1.0
2002-05-21,15.88,15.98,15.2,15.4,14.3422465683797,73800,0.0,1.0
2002-05-20,16.0,16.05,15.61,15.99,14.8917222485969,130400,0.0,1.0
2002-05-17,15.76,16.0,15.36,15.94,14.8451565129852,50100,0.0,1.0
2002-05-16,15.6,15.85,14.8,15.69,14.6123278349271,76500,0.0,1.0
2002-05-15,15.7,16.09,15.47,15.65,14.5750752464378,42500,0.0,1.0
2002-05-14,15.0,15.8,14.9,15.75,14.6682067176611,46200,0.0,1.0
2002-05-13,15.25,15.29,15.0,15.1,14.06285215471,39300,0.0,1.0
2002-05-10,15.4,15.41,14.7,15.3,14.2491150971565,67300,0.0,1.0
2002-05-09,15.65,15.67,15.25,15.48,14.4167517453583,38900,0.0,1.0
2002-05-08,15.75,15.9,15.41,15.61,14.5378226579485,40600,0.0,1.0
2002-05-07,15.5,15.95,15.28,15.73,14.6495804234164,33100,0.0,1.0
2002-05-06,15.82,16.25,15.5,15.5,14.435378039603,61100,0.0,1.0
2002-05-03,15.85,16.0,15.42,15.72,14.6402672762941,62000,0.0,1.0
2002-05-02,15.25,15.77,15.23,15.65,14.5750752464378,107300,0.0,1.0
2002-05-01,15.25,15.25,14.93,15.25,14.2025493615449,72100,0.0,1.0
2002-04-30,14.95,15.24,14.8,15.24,14.1932362144225,80400,0.0,1.0
2002-04-29,14.96,14.96,14.42,14.9,13.8765892122635,93000,0.0,1.0
2002-04-26,14.8,15.0,14.66,14.86,13.8393366237742,27200,0.0,1.0
2002-04-25,14.92,15.2,14.79,14.95,13.9231549478751,42800,0.0,1.0
2002-04-24,15.23,15.25,14.75,14.88,13.8579629180188,42800,0.0,1.0
2002-04-23,15.24,15.28,15.01,15.19,14.1466704788109,67900,0.0,1.0
2002-04-22,14.82,15.19,14.61,15.15,14.1094178903216,45600,0.0,1.0
2002-04-19,14.97,15.06,14.87,14.92,13.8952155065081,17700,0.0,1.0
2002-04-18,15.08,15.08,14.57,14.97,13.9417812421198,33400,0.0,1.0
2002-04-17,15.32,15.33,14.95,15.06,14.0255995662207,66300,0.0,1.0
2002-04-16,14.85,15.55,14.83,15.4,14.3422465683797,71900,0.0,1.0
2002-04-15,15.1,15.15,14.55,14.77,13.7555182996733,82800,0.0,1.0
2002-04-12,14.9,15.3,14.77,15.14,14.1001047431993,54000,0.0,1.0
2002-04-11,15.2,15.44,14.9,14.9,13.8765892122635,125700,0.0,1.0
2002-04-10,14.99,15.2,14.76,15.19,14.1466704788109,61800,0.0,1.0
2002-04-09,14.7,14.99,14.7,14.97,13.9417812421198,53600,0.0,1.0
2002-04-08,14.55,14.8,14.48,14.75,13.7368920054286,39700,0.0,1.0
2002-04-05,14.55,14.75,14.25,14.64,13.6344473870831,36800,0.0,1.0
2002-04-04,14.62,14.78,14.5,14.62,13.6158210928384,52000,0.0,1.0
2002-04-03,14.63,14.65,14.43,14.52,13.5226896216152,41900,0.0,1.0
2002-04-02,14.46,14.75,14.45,14.58,13.5785685043491,34400,0.0,1.0
2002-04-01,14.6,14.6,14.07,14.45,13.4574975917589,51800,0.0,1.0
2002-03-28,14.7,14.98,14.11,14.11,13.1408505895999,54300,0.0,1.0
2002-03-27,15.1,15.1,14.2,14.8,13.7834577410402,76500,0.0,1.0
2002-03-26,14.3,14.65,14.13,14.2,13.2246689137008,104200,0.0,1.0
2002-03-25,14.65,14.7,14.12,14.35,13.3643661205356,42900,0.0,1.0
2002-03-22,15.24,15.24,14.7,14.72,13.7089525640617,133300,0.0,1.0
2002-03-21,15.2,15.2,14.75,15.2,14.1559836259332,119800,0.0,1.0
2002-03-20,15.24,15.24,14.5,14.74,13.7275788583063,59400,0.0,1.0
2002-03-19,15.2,15.25,14.8,15.23,14.1839230673002,44800,0.0,1.0
2002-03-18,14.95,15.2,14.63,15.08,14.0442258604653,52100,0.0,1.0
2002-03-15,14.65,15.07,14.53,15.07,14.034912713343,106700,0.0375,1.0
2002-03-14,14.98,14.98,14.5,14.98,13.9164648317642,91900,0.0,1.0
2002-03-13,14.45,14.6,14.4,14.5,13.4705433952324,88400,0.0,1.0
2002-03-12,14.65,14.65,14.35,14.53,13.4984134850157,35300,0.0,1.0
2002-03-11,14.64,14.65,14.22,14.52,13.4891234550879,53300,0.0,1.0
2002-03-08,14.55,14.7,14.35,14.64,13.6006038142209,53700,0.0,1.0
2002-03-07,13.95,14.7,13.95,14.55,13.5169935448711,162200,0.0,1.0
2002-03-06,13.75,14.1,13.58,14.0,13.0060418988451,163800,0.0,1.0
2002-03-05,14.5,14.8,13.4,13.85,12.8666914499289,183700,0.0,1.0
2002-03-04,14.4,14.98,14.2,14.54,13.5077035149434,85600,0.0,1.0
2002-03-01,14.59,14.75,14.0,14.4,13.3776430959549,102000,0.0,1.0
2002-02-28,13.99,14.49,13.92,14.49,13.4612533653047,78800,0.0,1.0
2002-02-27,13.99,13.99,13.64,13.97,12.9781718090619,44700,0.0,1.0
2002-02-26,13.99,13.99,13.4,13.98,12.9874618389896,35300,0.0,1.0
2002-02-25,14.15,14.15,13.65,13.9,12.9131415995676,24700,0.0,1.0
2002-02-22,13.35,14.2,13.25,14.1,13.0989421981226,49400,0.0,1.0
2002-02-21,14.15,14.15,13.3,13.4,12.4486401031803,55400,0.0,1.0
2002-02-20,14.2,14.2,13.1,14.2,13.1918424974,68800,0.0,1.0
2002-02-19,13.4,13.63,13.15,13.63,12.6623107915185,94500,0.0,1.0
2002-02-15,13.23,13.23,12.65,13.05,12.1234890557092,83300,0.0,1.0
2002-02-14,12.1,12.95,12.03,12.65,11.7518878585993,113300,0.0,1.0
2002-02-13,12.66,12.75,12.02,12.15,11.287386362212,133500,0.0,1.0
2002-02-12,12.7,12.7,12.4,12.66,11.7611778885271,55500,0.0,1.0
2002-02-11,11.53,13.2,11.53,12.75,11.8447881578768,240100,0.0,1.0
2002-02-08,10.75,11.45,10.75,11.43,10.6185042074142,143700,0.0,1.0
2002-02-07,10.65,10.75,10.35,10.43,9.68950121463959,130200,0.0,1.0
2002-02-06,11.19,11.19,10.52,10.61,9.85672175333903,43600,0.0,1.0
2002-02-05,11.21,11.3,10.85,11.24,10.4419936387871,24000,0.0,1.0
2002-02-04,11.53,11.7,11.3,11.31,10.5070238482813,46000,0.0,1.0
2002-02-01,12.24,12.24,11.45,11.45,10.6370842672697,81600,0.0,1.0
2002-01-31,11.75,12.3,11.55,12.3,11.4267368111282,62000,0.0,1.0
2002-01-30,11.85,12.0,11.38,11.75,10.9157851651021,83600,0.0,1.0
2002-01-29,11.7,11.75,11.35,11.75,10.9157851651021,51400,0.0,1.0
2002-01-28,11.8,11.8,11.28,11.75,10.9157851651021,73700,0.0,1.0
2002-01-25,11.05,11.24,11.0,11.18,10.3862534592206,24600,0.0,1.0
2002-01-24,11.27,11.4,11.11,11.15,10.3583833694373,22000,0.0,1.0
2002-01-23,11.31,11.31,10.93,11.28,10.479153758498,43100,0.0,1.0
2002-01-22,11.33,11.55,11.05,11.17,10.3769634292928,60500,0.0,1.0
2002-01-18,11.49,11.49,11.3,11.32,10.516313878209,26000,0.0,1.0
2002-01-17,11.59,11.59,11.35,11.49,10.6742443869807,26800,0.0,1.0
2002-01-16,11.74,11.79,11.5,11.59,10.7671446862582,32000,0.0,1.0
2002-01-15,11.2,11.74,11.2,11.74,10.9064951351744,51800,0.0,1.0
2002-01-14,12.05,12.06,10.9,11.25,10.4512836687148,155100,0.0,1.0
2002-01-11,12.27,12.35,12.15,12.15,11.287386362212,20500,0.0,1.0
2002-01-10,12.45,12.52,12.25,12.26,11.3895766914172,41600,0.0,1.0
2002-01-09,12.95,13.0,12.5,12.5,11.6125374096831,96600,0.0,1.0
2002-01-08,12.35,12.95,12.23,12.95,12.0305887564317,84900,0.0,1.0
2002-01-07,12.25,12.48,12.01,12.44,11.5567972301166,70700,0.0,1.0
2002-01-04,12.45,12.45,11.7,12.37,11.4917670206224,109900,0.0,1.0
2002-01-03,11.7,11.7,10.83,11.7,10.8693350154634,134500,0.0,1.0
2002-01-02,11.0,11.0,10.75,10.83,10.0611024117495,81300,0.0,1.0
2001-12-31,10.76,11.07,10.53,10.9,10.1261326212437,202700,0.0,1.0
2001-12-28,10.65,10.8,10.45,10.73,9.96820211247199,114700,0.0,1.0
2001-12-27,10.72,10.89,10.6,10.65,9.89388187305001,98000,0.0,1.0
2001-12-26,10.81,10.81,10.66,10.7,9.94033202268874,52200,0.0,1.0
2001-12-24,10.89,10.94,10.75,10.79,10.0239422920385,27700,0.0,1.0
2001-12-21,10.98,11.0,10.58,10.97,10.1911628307379,166000,0.0,1.0
2001-12-20,11.04,11.04,10.76,10.88,10.1075525613882,88000,0.0,1.0
2001-12-19,11.3,11.34,11.0,11.03,10.2469030103044,156200,0.0,1.0
2001-12-18,11.41,11.5,11.21,11.29,10.4884437884258,93400,0.0,1.0
2001-12-17,11.69,11.69,11.33,11.5,10.6835344169085,93800,0.0,1.0
2001-12-14,11.52,11.85,11.27,11.6,10.7764347161859,144000,0.0,1.0
2001-12-13,11.42,12.15,11.4,11.57,10.7485646264027,107400,0.0,1.0
2001-12-12,10.96,11.8,10.8,11.45,10.6370842672697,236100,0.0,1.0
2001-12-11,11.2,11.21,10.76,10.96,10.1818728008102,42700,0.0,1.0
2001-12-10,11.01,11.49,10.82,11.2,10.4048335190761,89600,0.0,1.0
2001-12-07,11.32,11.32,11.02,11.05,10.2654830701599,81800,0.0,1.0
2001-12-06,11.2,11.2,10.97,11.1,10.3119332197986,91600,0.0,1.0
2001-12-05,11.0,11.23,10.98,11.2,10.4048335190761,88300,0.0,1.0
2001-12-04,10.71,11.05,10.71,11.04,10.2561930402321,62300,0.0,1.0
2001-12-03,10.99,10.99,10.52,10.71,9.94962205261649,57600,0.0,1.0
2001-11-30,11.15,11.27,10.6,11.0,10.2190329205211,116100,0.0,1.0
2001-11-29,11.01,11.12,10.96,11.07,10.2840631300154,52800,0.0,1.0
2001-11-28,11.05,11.05,10.8,10.99,10.2097428905934,70500,0.0,1.0
2001-11-27,11.1,11.25,10.92,11.0,10.2190329205211,48100,0.0,1.0
2001-11-26,11.13,11.29,10.96,11.05,10.2654830701599,105500,0.0,1.0
2001-11-23,11.3,11.3,11.0,11.1,10.3119332197986,30300,0.0,1.0
2001-11-21,11.05,11.05,10.5,10.97,10.1911628307379,89700,0.0,1.0
2001-11-20,11.25,11.4,10.9,10.99,10.2097428905934,49300,0.0,1.0
2001-11-19,11.26,11.51,11.26,11.27,10.4698637285703,38000,0.0,1.0
2001-11-16,11.5,11.9,11.26,11.26,10.4605736986426,167800,0.0,1.0
2001-11-15,11.25,11.77,11.25,11.5,10.6835344169085,220100,0.0,1.0
2001-11-14,10.25,11.1,10.23,11.07,10.2840631300154,150600,0.0375,1.0
2001-11-13,9.5,10.25,9.49,10.25,9.49013253051159,199900,0.0,1.0
2001-11-12,9.9,9.9,9.48,9.52,8.8142499210215,71900,0.0,1.0
2001-11-09,9.55,10.1,9.55,9.83,9.1012685634077,345700,0.0,1.0
2001-11-08,9.9,10.24,9.55,9.55,8.84202591867178,86300,0.0,1.0
2001-11-07,9.95,9.95,9.15,9.86,9.12904456105798,123500,0.0,1.0
2001-11-06,9.04,9.55,8.5,9.35,8.65685260100326,58300,0.0,1.0
2001-11-05,8.45,9.14,8.45,9.14,8.46242061745131,40100,0.0,1.0
2001-11-02,8.71,8.9,8.5,8.51,7.87912466679548,72700,0.0,1.0
2001-11-01,8.55,8.75,8.32,8.7,8.05503931858057,62100,0.0,1.0
2001-10-31,8.52,8.79,8.5,8.54,7.90690066444576,236900,0.0,1.0
2001-10-30,9.04,9.04,8.4,8.5,7.86986600091205,116800,0.0,1.0
2001-10-29,9.25,9.39,8.85,9.0,8.33279929508335,98500,0.0,1.0
2001-10-26,9.33,9.58,9.26,9.35,8.65685260100326,83900,0.0,1.0
2001-10-25,9.2,9.35,9.0,9.33,8.63833526923641,111000,0.0,1.0
2001-10-24,9.79,9.79,9.44,9.54,8.83276725278835,41100,0.0,1.0
2001-10-23,9.8,10.45,9.75,9.75,9.0271992363403,53200,0.0,1.0
2001-10-22,9.95,10.15,9.84,9.85,9.11978589517456,45300,0.0,1.0
2001-10-19,9.55,9.9,9.55,9.89,9.15682055870826,47900,0.0,1.0
2001-10-18,9.6,9.625,9.4,9.54,8.83276725278835,103900,0.0,1.0
2001-10-17,9.98,10.0,9.6,9.6,8.88831924808891,56400,0.0,1.0
2001-10-16,9.93,10.0,9.92,9.93,9.19385522224196,27900,0.0,1.0
2001-10-15,9.75,10.0,9.71,9.93,9.19385522224196,47300,0.0,1.0
2001-10-12,9.85,9.88,9.62,9.69,8.97164724103974,25200,0.0,1.0
2001-10-11,9.5,10.0,9.5,9.95,9.21237255400881,160300,0.0,1.0
2001-10-10,9.3,9.65,9.25,9.59,8.87906058220548,47700,0.0,1.0
2001-10-09,9.71,9.71,9.3,9.3,8.61055927158613,12600,0.0,1.0
2001-10-08,9.9,9.9,9.5,9.8,9.07349256575743,14600,0.0,1.0
2001-10-05,9.9,9.9,9.2,9.8,9.07349256575743,45800,0.0,1.0
2001-10-04,9.99,9.99,9.6,9.67,8.95312990927289,94400,0.0,1.0
2001-10-03,9.65,9.65,9.12,9.5,8.79573258925465,215700,0.0,1.0
2001-10-02,9.5,9.5,9.15,9.23,8.54574861040215,124800,0.0,1.0
2001-10-01,9.88,10.35,9.32,9.44,8.74018059395409,108800,0.0,1.0
2001-09-28,9.5,9.9,9.25,9.9,9.16607922459169,119600,0.0,1.0
2001-09-27,9.41,9.41,9.01,9.24,8.55500727628557,51000,0.0,1.0
2001-09-26,9.75,9.75,9.4,9.41,8.71240459630381,54400,0.0,1.0
2001-09-25,9.6,9.7,9.3,9.7,8.98090590692317,156500,0.0,1.0
2001-09-24,10.85,10.85,9.15,9.99,9.24940721754252,110100,0.0,1.0
2001-09-21,9.78,9.78,9.0,9.12,8.44390328568446,341300,0.0,1.0
2001-09-20,10.57,10.57,9.52,9.7,8.98090590692317,47000,0.0,1.0
2001-09-19,10.98,10.98,10.4,10.67,9.87899649761548,32300,0.0,1.0
2001-09-18,11.3,11.4,10.6,10.98,10.1660151400017,59100,0.0,1.0
2001-09-17,12.66,12.66,11.2,11.2,10.3697057894371,29500,0.0,1.0
2001-09-10,13.24,13.24,12.56,12.66,11.7214710084172,156800,0.0,1.0
2001-09-07,14.0,14.03,13.31,13.34,12.3510602884902,178400,0.0,1.0
2001-09-06,14.14,14.14,14.0,14.01,12.9713909026797,158300,0.0,1.0
2001-09-05,14.1,14.35,14.02,14.13,13.0824948932809,37700,0.0,1.0
2001-09-04,14.87,14.87,14.0,14.0,12.9621322367963,71300,0.0,1.0
2001-08-31,14.22,14.77,14.19,14.77,13.6750495098201,68400,0.0,1.0
2001-08-30,14.36,14.36,14.12,14.21,13.1565642203483,97000,0.0,1.0
2001-08-29,14.23,14.24,14.0,14.18,13.128788222698,145700,0.0,1.0
2001-08-28,14.26,14.3,14.05,14.23,13.1750815521151,114800,0.0,1.0
2001-08-27,13.83,14.4,13.83,14.26,13.2028575497654,84700,0.0,1.0
2001-08-24,13.58,14.05,13.58,13.82,12.7954762508947,108800,0.0,1.0
2001-08-23,13.45,13.8,13.1,13.57,12.564009603809,154200,0.0,1.0
2001-08-22,12.97,13.1,12.85,13.1,12.128852307288,77300,0.0375,1.0
2001-08-21,13.33,13.42,13.0,13.01,12.0111412763324,81200,0.0,1.0
2001-08-20,13.02,13.3,13.0,13.23,12.2142505062166,14100,0.0,1.0
2001-08-17,13.03,13.12,13.0,13.05,12.0480702272204,21700,0.0,1.0
2001-08-16,13.3,13.3,12.87,13.05,12.0480702272204,87300,0.0,1.0
2001-08-15,12.6,13.4,12.6,13.39,12.3619663097687,85500,0.0,1.0
2001-08-14,12.4,12.75,12.35,12.61,11.6418517674521,79800,0.0,1.0
2001-08-13,12.15,12.55,12.15,12.32,11.3741168735138,103800,0.0,1.0
2001-08-10,12.37,12.37,12.15,12.21,11.2725622585717,92400,0.0,1.0
2001-08-09,11.6,12.3,11.6,12.27,11.3279556849038,185700,0.0,1.0
2001-08-08,11.8,11.99,11.5,11.5,10.6170733803092,79300,0.0,1.0
2001-08-07,12.0,12.2,11.65,11.75,10.8478793233594,58500,0.0,1.0
2001-08-06,12.45,12.45,11.89,11.9,10.9863628891895,33000,0.0,1.0
2001-08-03,12.08,12.45,12.08,12.45,11.4941359638999,48800,0.0,1.0
2001-08-02,12.85,12.86,11.7,12.1,11.1710076436297,515400,0.0,1.0
2001-08-01,13.65,13.65,12.85,12.95,11.9557478500003,91500,0.0,1.0
2001-07-31,14.0,14.05,13.5,13.7,12.6481656791509,101600,0.0,1.0
2001-07-30,13.4,14.0,13.2,14.0,12.9251328108112,127700,0.0,1.0
2001-07-27,13.99,13.99,13.2,13.34,12.3158051211586,133900,0.0,1.0
2001-07-26,14.3,14.55,13.8,13.99,12.9159005730892,109100,0.0,1.0
2001-07-25,14.35,14.58,14.25,14.3,13.2020999424714,113000,0.0,1.0
2001-07-24,14.95,15.05,14.35,14.35,13.2482611310815,70600,0.0,1.0
2001-07-23,14.82,15.03,14.73,14.9,13.7560342057919,77900,0.0,1.0
2001-07-20,14.76,14.99,14.65,14.81,13.6729440662938,36800,0.0,1.0
2001-07-19,14.7,15.2,14.63,14.8,13.6637118285718,103600,0.0,1.0
2001-07-18,14.4,14.75,14.3,14.65,13.5252282627417,42000,0.0,1.0
2001-07-17,14.18,14.5,14.02,14.5,13.3867446969116,61100,0.0,1.0
2001-07-16,14.39,14.4,14.1,14.2,13.1097775652513,55700,0.0,1.0
2001-07-13,13.95,14.44,13.95,14.29,13.1928677047494,63300,0.0,1.0
2001-07-12,14.75,14.75,13.8,13.9,12.8328104335911,68600,0.0,1.0
2001-07-11,12.22,14.51,12.22,14.41,13.3036545574135,354300,0.0,1.0
2001-07-10,11.7,12.2,11.7,12.12,11.1894721190737,515700,0.0,1.0
2001-07-09,13.0,13.0,12.2,12.28,11.3371879226258,332200,0.0,1.0
2001-07-06,14.06,14.15,13.05,13.15,12.1403926044405,165000,0.0,1.0
2001-07-05,14.25,14.3,13.8,14.06,12.9805262371432,69900,0.0,1.0
2001-07-03,14.25,14.42,14.21,14.3,13.2020999424714,18800,0.0,1.0
2001-07-02,14.3,14.6,14.15,14.15,13.0636163766413,76100,0.0,1.0
2001-06-29,14.35,14.7,14.23,14.4,13.2944223196915,115300,0.0,1.0
2001-06-28,14.2,14.6,14.15,14.25,13.1559387538614,84100,0.0,1.0
2001-06-27,14.84,14.96,14.0,14.12,13.0359196634753,104400,0.0,1.0
2001-06-26,13.7,14.74,13.7,14.74,13.6083184022398,143600,0.0,1.0
2001-06-25,14.18,14.36,13.8,13.8,12.740488056371,45800,0.0,1.0
2001-06-22,14.5,14.5,13.94,14.09,13.0082229503092,48400,0.0,1.0
2001-06-21,14.55,14.63,14.22,14.6,13.4790670741317,101600,0.0,1.0
2001-06-20,14.21,14.59,14.21,14.5,13.3867446969116,102100,0.0,1.0
2001-06-19,14.7,14.7,14.2,14.2,13.1097775652513,91500,0.0,1.0
2001-06-18,14.48,14.48,14.15,14.15,13.0636163766413,156800,0.0,1.0
2001-06-15,14.35,14.35,14.19,14.25,13.1559387538614,152500,0.0,1.0
2001-06-14,13.8,14.4,13.76,14.4,13.2944223196915,77800,0.0,1.0
2001-06-13,14.1,14.11,13.89,14.11,13.0266874257533,108500,0.0,1.0
2001-06-12,14.05,14.2,13.76,13.98,12.9066683353672,140700,0.0,1.0
2001-06-11,14.6,14.7,13.8,14.0,12.9251328108112,130100,0.0,1.0
2001-06-08,15.25,15.29,14.1,14.7,13.5713894513517,188300,0.0,1.0
2001-06-07,15.75,15.75,15.15,15.33,14.1530204278382,69200,0.0,1.0
2001-06-06,15.95,16.0,15.65,15.65,14.4484520349425,58800,0.0,1.0
2001-06-05,16.0,16.02,15.9,16.0,14.7715803552128,166800,0.0,1.0
2001-06-04,15.95,16.0,15.85,16.0,14.7715803552128,74000,0.0,1.0
2001-06-01,15.57,16.0,15.57,15.91,14.6884902157147,128700,0.0,1.0
2001-05-31,16.8,16.8,15.5,15.5,14.3099684691124,161000,0.0,1.0
2001-05-30,16.73,17.0,16.25,16.55,15.2793534299232,107200,0.0,1.0
2001-05-29,16.0,16.73,15.86,16.73,15.4455337089194,139000,0.0,1.0
2001-05-25,15.75,16.0,15.74,15.93,14.7069546911587,78100,0.0,1.0
2001-05-24,17.8,17.8,14.8,15.69,14.4853809858305,350700,0.0375,1.0
2001-05-23,18.4,18.45,17.65,17.65,16.2560466952732,115400,0.0,1.0
2001-05-22,18.45,18.74,18.4,18.45,16.9928646757955,231900,0.0,1.0
2001-05-21,18.4,18.58,18.25,18.45,16.9928646757955,96200,0.0,1.0
2001-05-18,17.65,18.5,17.65,18.45,16.9928646757955,160900,0.0,1.0
2001-05-17,17.5,18.2,17.31,17.6,16.2099955714905,75400,0.0,1.0
2001-05-16,17.92,17.92,17.3,17.35,15.9797399525773,84400,0.0,1.0
2001-05-15,17.75,18.7,17.35,17.67,16.2744671447862,228000,0.0,1.0
